,peak transmission
0,4.0
1,3.0
2,4.0
3,6.0
4,4.0
5,3.0
6,6.0
7,4.0
8,4.0
9,6.0
10,5.0
11,5.0
12,6.0
13,3.0
14,4.0
15,4.0
16,5.0
17,4.0
18,4.0
19,3.0
20,4.0
21,7.0
22,3.0
23,2.0
24,3.0
25,4.0
26,4.0
27,6.0
28,4.0
29,6.0
30,6.0
31,3.0
32,4.0
33,4.0
34,4.0
35,6.0
36,8.0
37,7.0
38,8.0
39,3.0
40,4.0
41,6.0
42,4.0
43,4.0
44,3.0
45,3.0
46,5.0
47,2.0
48,6.0
49,5.0
50,7.0
51,5.0
52,6.0
53,5.0
54,5.0
55,4.0
56,5.0
57,3.0
58,4.0
59,3.0
60,3.0
61,3.0
62,7.0
63,3.0
64,5.0
65,5.0
66,5.0
67,5.0
68,5.0
69,4.0
70,4.0
71,4.0
72,4.0
73,4.0
74,6.0
75,4.0
76,5.0
77,8.0
78,4.0
79,6.0
80,3.0
81,6.0
82,4.0
83,4.0
84,5.0
85,4.0
86,4.0
87,2.0
88,4.0
89,4.0
90,5.0
91,2.0
92,6.0
93,7.0
94,4.0
95,6.0
96,5.0
97,6.0
98,5.0
99,4.0
