,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.03,0.0,0.49074999999999447
60,0.08,0.0,1.0
61,0.09,0.0,1.0
62,0.11,0.0,1.0
63,0.15,0.0,1.4749999999999943
64,0.19,0.0,2.0
65,0.24,0.0,2.0
66,0.31,0.0,2.0
67,0.46,0.0,3.0
68,0.56,0.0,4.0
69,0.55,0.0,3.4749999999999943
70,0.78,0.0,5.474999999999994
71,1.13,0.0,6.474999999999994
72,1.44,0.0,8.0
73,1.87,0.0,10.0
74,2.51,0.0,11.0
75,2.7,0.0,12.0
76,3.53,0.0,14.474999999999994
77,4.53,0.0,17.37499999999997
78,5.24,0.0,16.94999999999999
79,6.23,0.0,19.424999999999983
80,7.67,0.0,23.899999999999977
81,7.78,1.0,24.474999999999994
82,9.53,1.0,27.94999999999999
83,11.42,2.0,30.424999999999983
84,11.02,2.5,27.0
85,12.94,3.0,30.0
86,15.47,4.5,34.474999999999994
87,13.77,3.0,29.94999999999999
88,16.61,4.5,33.474999999999994
89,19.04,5.5,36.94999999999999
90,16.47,5.0,31.94999999999999
91,18.42,6.0,36.474999999999994
92,20.67,6.5,40.94999999999999
93,16.43,5.5,31.474999999999994
94,18.4,6.5,34.0
95,20.27,7.5,36.94999999999999
96,14.41,5.5,31.94999999999999
97,15.67,6.5,34.94999999999999
98,16.92,8.0,38.94999999999999
99,11.13,1.5,27.799999999999955
100,12.71,2.0,32.42499999999998
101,13.84,3.5,32.89999999999998
102,8.9,1.0,19.474999999999994
103,9.73,1.0,20.474999999999994
104,10.5,1.5,21.0
105,7.24,1.0,16.474999999999994
106,8.17,1.0,19.0
107,8.86,2.0,20.474999999999994
108,5.71,0.5,17.0
109,6.14,0.5,17.94999999999999
110,6.65,0.5,18.424999999999983
111,4.55,0.0,15.0
112,5.2,0.0,15.0
113,5.82,0.0,15.949999999999989
114,3.71,0.0,12.0
115,4.06,0.0,13.949999999999989
116,4.25,0.0,14.474999999999994
117,3.1,0.0,10.474999999999994
118,3.56,0.0,11.0
119,3.96,0.0,11.949999999999989
120,2.49,0.0,9.474999999999994
121,2.77,0.0,10.0
122,3.15,0.0,11.474999999999994
123,2.41,0.0,10.949999999999989
124,2.7,0.0,12.0
125,2.94,0.0,14.0
126,1.83,0.0,10.0
127,2.0,0.0,11.0
128,2.14,0.0,11.474999999999994
129,1.32,0.0,8.474999999999994
130,1.52,0.0,9.424999999999983
131,1.71,0.0,9.424999999999983
132,1.06,0.0,6.0
133,1.18,0.0,7.0
134,1.29,0.0,7.474999999999994
135,0.99,0.0,6.0
136,1.16,0.0,6.474999999999994
137,1.27,0.0,7.0
138,0.95,0.0,6.474999999999994
139,1.08,0.0,6.474999999999994
140,1.17,0.0,7.0
141,0.86,0.0,5.0
142,0.99,0.0,7.0
143,1.06,0.0,7.949999999999989
144,0.69,0.0,4.0
145,0.82,0.0,4.474999999999994
146,0.91,0.0,6.0
147,0.58,0.0,4.0
148,0.68,0.0,5.0
149,0.84,0.0,6.0
150,0.75,0.0,4.0
151,0.91,0.0,4.949999999999989
152,0.96,0.0,6.474999999999994
153,0.76,0.0,9.0
154,0.84,0.0,9.0
155,0.89,0.0,9.949999999999989
156,0.64,0.0,7.949999999999989
157,0.72,0.0,7.949999999999989
158,0.8,0.0,8.424999999999983
159,0.45,0.0,5.474999999999994
160,0.48,0.0,5.474999999999994
161,0.48,0.0,5.474999999999994
162,0.34,0.0,3.424999999999983
163,0.35,0.0,3.9499999999999886
164,0.38,0.0,4.474999999999994
165,0.18,0.0,2.4749999999999943
166,0.27,0.0,2.4749999999999943
167,0.34,0.0,3.9499999999999886
168,0.32,0.0,4.949999999999989
169,0.38,0.0,6.0
170,0.4,0.0,6.474999999999994
171,0.32,0.0,5.474999999999994
172,0.36,0.0,5.949999999999989
173,0.37,0.0,5.949999999999989
174,0.17,0.0,2.4749999999999943
175,0.18,0.0,2.4749999999999943
176,0.19,0.0,2.4749999999999943
177,0.08,0.0,1.4749999999999943
178,0.08,0.0,1.4749999999999943
179,0.08,0.0,1.4749999999999943
180,0.03,0.0,0.014249999999999829
181,0.04,0.0,0.4959999999999945
182,0.04,0.0,0.4959999999999945
