,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,1.0
65,1.0
66,1.0
67,3.0
68,5.0
69,6.0
70,9.0
71,13.0
72,14.0
73,14.0
74,20.0
75,25.0
76,32.0
77,39.0
78,50.0
79,58.0
80,65.0
81,73.0
82,82.0
83,86.0
84,92.0
85,88.0
86,93.0
87,94.0
88,94.0
89,87.0
90,86.0
91,82.0
92,78.0
93,72.0
94,71.0
95,67.0
96,62.0
97,52.0
98,46.0
99,41.0
100,35.0
101,34.0
102,32.0
103,34.0
104,32.0
105,32.0
106,32.0
107,32.0
108,36.0
109,39.0
110,47.0
111,51.0
112,54.0
113,58.0
114,58.0
115,57.0
116,56.0
117,56.0
118,52.0
119,54.0
120,50.0
121,46.0
122,45.0
123,44.0
124,36.0
125,34.0
126,28.0
127,27.0
128,23.0
129,16.0
130,16.0
131,15.0
132,15.0
133,14.0
134,14.0
135,13.0
136,11.0
137,11.0
138,10.0
139,10.0
140,11.0
141,12.0
142,13.0
143,12.0
144,13.0
145,13.0
146,14.0
147,15.0
148,17.0
149,17.0
150,21.0
151,20.0
152,19.0
153,19.0
154,25.0
155,23.0
156,23.0
157,21.0
158,22.0
159,25.0
160,27.0
161,25.0
162,25.0
163,22.0
164,22.0
165,19.0
166,18.0
167,12.0
168,9.0
169,6.0
170,4.0
171,3.0
172,3.0
173,2.0
174,1.0
175,1.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
