,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,2.0
67,2.0
68,2.0
69,3.0
70,4.0
71,5.0
72,6.0
73,6.0
74,6.0
75,7.0
76,8.0
77,10.0
78,11.0
79,18.0
80,21.0
81,26.0
82,30.0
83,38.0
84,38.0
85,41.0
86,40.0
87,38.0
88,40.0
89,41.0
90,39.0
91,41.0
92,45.0
93,47.0
94,57.0
95,59.0
96,63.0
97,59.0
98,57.0
99,57.0
100,59.0
101,55.0
102,54.0
103,51.0
104,52.0
105,53.0
106,54.0
107,46.0
108,42.0
109,37.0
110,32.0
111,30.0
112,27.0
113,18.0
114,20.0
115,18.0
116,16.0
117,17.0
118,17.0
119,17.0
120,19.0
121,17.0
122,15.0
123,19.0
124,16.0
125,17.0
126,16.0
127,13.0
128,12.0
129,12.0
130,7.0
131,10.0
132,7.0
133,10.0
134,10.0
135,9.0
136,9.0
137,10.0
138,9.0
139,9.0
140,9.0
141,10.0
142,12.0
143,13.0
144,13.0
145,14.0
146,16.0
147,19.0
148,18.0
149,16.0
150,16.0
151,17.0
152,17.0
153,14.0
154,8.0
155,9.0
156,8.0
157,8.0
158,6.0
159,3.0
160,5.0
161,7.0
162,6.0
163,8.0
164,6.0
165,7.0
166,9.0
167,9.0
168,7.0
169,8.0
170,7.0
171,7.0
172,7.0
173,5.0
174,5.0
175,5.0
176,5.0
177,4.0
178,4.0
179,3.0
180,3.0
181,1.0
182,1.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,1.0
209,1.0
210,3.0
211,5.0
212,5.0
213,7.0
214,8.0
215,8.0
216,8.0
217,6.0
218,6.0
219,6.0
220,4.0
221,3.0
222,3.0
223,3.0
224,3.0
225,2.0
226,2.0
227,2.0
228,2.0
229,1.0
230,1.0
231,1.0
232,0.0
233,0.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
