,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,2.0
76,2.0
77,2.0
78,4.0
79,8.0
80,9.0
81,9.0
82,12.0
83,21.0
84,31.0
85,33.0
86,37.0
87,40.0
88,47.0
89,55.0
90,57.0
91,64.0
92,66.0
93,67.0
94,71.0
95,71.0
96,77.0
97,76.0
98,80.0
99,84.0
100,85.0
101,84.0
102,79.0
103,78.0
104,82.0
105,82.0
106,82.0
107,85.0
108,83.0
109,81.0
110,82.0
111,81.0
112,78.0
113,76.0
114,74.0
115,69.0
116,66.0
117,57.0
118,54.0
119,49.0
120,45.0
121,36.0
122,34.0
123,36.0
124,29.0
125,25.0
126,23.0
127,24.0
128,22.0
129,18.0
130,19.0
131,15.0
132,14.0
133,14.0
134,14.0
135,14.0
136,13.0
137,9.0
138,9.0
139,9.0
140,6.0
141,5.0
142,11.0
143,11.0
144,10.0
145,10.0
146,10.0
147,10.0
148,10.0
149,10.0
150,11.0
151,13.0
152,15.0
153,11.0
154,11.0
155,11.0
156,11.0
157,9.0
158,10.0
159,11.0
160,12.0
161,12.0
162,11.0
163,12.0
164,12.0
165,10.0
166,9.0
167,8.0
168,8.0
169,7.0
170,5.0
171,5.0
172,4.0
173,4.0
174,3.0
175,3.0
176,2.0
177,2.0
178,2.0
179,2.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,1.0
191,2.0
192,2.0
193,5.0
194,6.0
195,11.0
196,11.0
197,15.0
198,16.0
199,18.0
200,19.0
201,21.0
202,22.0
203,23.0
204,21.0
205,19.0
206,17.0
207,15.0
208,15.0
209,9.0
210,6.0
211,4.0
212,4.0
213,6.0
214,8.0
215,8.0
216,5.0
217,5.0
218,5.0
219,5.0
220,5.0
221,5.0
222,5.0
223,4.0
224,4.0
225,3.0
226,3.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
