,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,6,0,70.34722222222223,0.0,66.0,1.0,0.0,70.0,0.0,0.0043103448275862,1096.0,3.0,0.0
1,15,0,73.32638888888889,0.0,70.0,21.0,0.0,73.0,0.0,0.0046728971962616,1070.0,11.0,0.0
2,9,0,75.56944444444444,0.0,66.0,8.0,0.0,75.0,0.0,0.0175438596491228,1091.0,23.0,0.0
3,6,0,77.04861111111111,0.0,75.0,6.0,0.0,77.0,0.0,0.0466101694915254,1108.0,44.0,0.0
4,15,5,77.68055555555556,1.0,73.0,19.0,0.0,77.0,0.0,0.0466101694915254,1099.0,39.0,33.33333333333333
5,15,3,77.68055555555556,0.0,75.5,6.0,2.0,77.0,0.0,0.0466101694915254,1099.0,41.0,20.0
6,26,5,77.6875,0.0,76.50694444444444,19.0,2.0,77.0,0.0,0.0466101694915254,1088.0,39.0,19.230769230769234
7,16,0,77.6875,0.0,72.0,13.0,1.0,77.0,0.0,0.0466101694915254,1098.0,44.0,0.0
8,14,2,77.69444444444444,0.0,77.44444444444444,19.0,1.0,77.0,0.0,0.0466101694915254,1100.0,42.0,14.285714285714285
9,25,3,77.69444444444444,0.0,77.5,19.0,1.0,77.0,0.0,0.0466101694915254,1089.0,41.0,12.0
10,18,5,78.03472222222223,0.0,74.0,19.0,0.0,78.0,0.0,0.0622222222222222,1088.0,46.0,27.77777777777778
11,17,3,78.03472222222223,0.0,76.84027777777777,19.0,1.0,78.0,0.0,0.0622222222222222,1089.0,48.0,17.647058823529413
12,2,0,78.13194444444444,0.0,74.0,4.0,0.0,78.0,0.0,0.0622222222222222,1104.0,51.0,0.0
13,8,0,80.24305555555556,1.0,77.0,1.0,0.0,80.0,0.0,0.1012658227848101,1116.0,72.0,0.0
14,4,0,80.27083333333333,0.0,73.0,8.0,0.0,80.0,0.0,0.1012658227848101,1120.0,72.0,0.0
15,17,2,80.34027777777777,0.0,76.0,11.0,0.0,80.0,0.0,0.1012658227848101,1107.0,70.0,11.76470588235294
16,12,0,80.49305555555556,0.0,76.0,18.0,0.0,80.0,0.0,0.1012658227848101,1112.0,72.0,0.0
17,23,3,80.52777777777777,0.0,75.0,22.0,0.0,80.0,0.0,0.1012658227848101,1101.0,69.0,13.043478260869565
