,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,1.0
69,2.0
70,3.0
71,3.0
72,5.0
73,6.0
74,10.0
75,9.0
76,11.0
77,13.0
78,15.0
79,15.0
80,15.0
81,12.0
82,16.0
83,15.0
84,15.0
85,15.0
86,15.0
87,17.0
88,19.0
89,17.0
90,17.0
91,17.0
92,19.0
93,20.0
94,18.0
95,17.0
96,18.0
97,18.0
98,18.0
99,17.0
100,17.0
101,18.0
102,17.0
103,17.0
104,17.0
105,15.0
106,12.0
107,10.0
108,12.0
109,12.0
110,10.0
111,11.0
112,10.0
113,14.0
114,13.0
115,10.0
116,11.0
117,10.0
118,8.0
119,11.0
120,8.0
121,9.0
122,8.0
123,7.0
124,10.0
125,11.0
126,11.0
127,11.0
128,10.0
129,11.0
130,10.0
131,8.0
132,6.0
133,3.0
134,2.0
135,2.0
136,1.0
137,1.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,1.0
148,1.0
149,3.0
150,4.0
151,4.0
152,4.0
153,4.0
154,3.0
155,3.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,2.0
164,1.0
165,1.0
166,2.0
167,3.0
168,4.0
169,4.0
170,3.0
171,3.0
172,3.0
173,2.0
174,1.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.0
215,3.0
216,3.0
217,4.0
218,4.0
219,4.0
220,4.0
221,3.0
222,2.0
223,2.0
224,1.0
225,1.0
226,1.0
227,3.0
228,3.0
229,3.0
230,3.0
231,4.0
232,4.0
233,4.0
234,2.0
235,2.0
236,1.0
237,1.0
238,0.0
