,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,0,,0,0
1,,1,1,0
2,1,,1,0
3,0,,0,0
4,2,,0,2
5,1,,1,0
6,0,,0,0
7,,0,0,0
8,,0,0,0
9,0,,0,0
10,3,,3,0
11,1,,1,0
12,0,,0,0
13,2,,2,0
14,,1,0,1
15,0,,0,0
16,,0,0,0
17,0,,0,0
18,0,,0,0
19,2,,1,1
20,0,,0,0
21,0,,0,0
22,,0,0,0
23,,1,1,0
24,,0,0,0
25,1,,1,0
26,0,,0,0
27,1,,0,1
28,2,,1,1
29,0,,0,0
30,0,,0,0
31,1,,1,0
32,0,,0,0
33,0,,0,0
34,0,,0,0
35,0,,0,0
36,2,,2,0
37,1,,1,0
38,1,,1,0
39,,0,0,0
40,3,,3,0
41,,0,0,0
42,,0,0,0
43,,0,0,0
44,,0,0,0
45,1,,1,0
46,1,,0,1
47,0,,0,0
48,,1,1,0
49,0,,0,0
50,0,,0,0
51,,0,0,0
52,1,,1,0
53,0,,0,0
54,,0,0,0
55,0,,0,0
56,0,,0,0
57,1,,0,1
58,1,,1,0
59,1,,0,1
60,,0,0,0
61,1,,1,0
62,2,,1,1
63,,1,1,0
64,0,,0,0
65,,0,0,0
66,2,,1,1
67,2,,1,1
68,,2,1,1
69,0,,0,0
70,1,,0,1
71,1,,1,0
72,1,,0,1
73,0,,0,0
74,2,,2,0
75,,0,0,0
76,0,,0,0
77,0,,0,0
78,0,,0,0
79,0,,0,0
80,0,,0,0
81,,1,1,0
82,2,,1,1
83,1,,1,0
84,,1,1,0
85,1,,1,0
86,0,,0,0
87,0,,0,0
88,0,,0,0
89,,0,0,0
90,1,,0,1
91,,0,0,0
92,,0,0,0
93,,0,0,0
94,0,,0,0
95,,0,0,0
96,,0,0,0
97,0,,0,0
98,,0,0,0
99,,0,0,0
100,0,,0,0
101,,0,0,0
102,,0,0,0
103,,1,1,0
104,,1,1,0
105,,0,0,0
106,,0,0,0
107,1,,0,1
108,0,,0,0
109,1,,1,0
110,,0,0,0
111,0,,0,0
112,1,,1,0
113,1,,1,0
114,3,,3,0
115,0,,0,0
116,0,,0,0
117,0,,0,0
118,0,,0,0
119,1,,1,0
120,0,,0,0
121,,0,0,0
122,2,,2,0
123,1,,0,1
124,,0,0,0
125,,0,0,0
126,0,,0,0
127,0,,0,0
128,3,,2,1
129,0,,0,0
130,0,,0,0
131,0,,0,0
132,,0,0,0
133,0,,0,0
134,,0,0,0
135,,0,0,0
136,,0,0,0
137,,0,0,0
138,,0,0,0
139,1,,1,0
140,1,,1,0
141,1,,1,0
142,0,,0,0
143,0,,0,0
144,,0,0,0
145,0,,0,0
146,,0,0,0
147,1,,0,1
148,0,,0,0
149,0,,0,0
150,,0,0,0
151,0,,0,0
152,,0,0,0
153,0,,0,0
154,,0,0,0
155,2,,1,1
156,,0,0,0
157,2,,2,0
158,3,,3,0
159,1,,1,0
160,0,,0,0
161,0,,0,0
162,1,,1,0
163,1,,0,1
164,0,,0,0
165,0,,0,0
166,0,,0,0
167,0,,0,0
168,1,,1,0
169,,1,1,0
170,0,,0,0
171,0,,0,0
172,0,,0,0
173,3,,3,0
174,0,,0,0
175,0,,0,0
176,0,,0,0
177,,1,0,1
178,,0,0,0
179,,0,0,0
180,3,,2,1
181,,0,0,0
182,,1,1,0
183,0,,0,0
184,0,,0,0
185,0,,0,0
186,0,,0,0
187,1,,1,0
188,1,,1,0
189,0,,0,0
190,1,,1,0
191,1,,0,1
192,0,,0,0
193,,0,0,0
194,3,,3,0
195,0,,0,0
196,0,,0,0
197,0,,0,0
198,0,,0,0
199,1,,1,0
200,0,,0,0
201,0,,0,0
202,2,,1,1
203,0,,0,0
204,,1,1,0
205,,1,1,0
206,0,,0,0
207,0,,0,0
208,,0,0,0
209,,0,0,0
210,0,,0,0
211,,0,0,0
212,0,,0,0
213,0,,0,0
214,2,,2,0
