,peak transmission
0,8.0
1,9.0
2,7.0
3,6.0
4,9.0
5,12.0
6,11.0
7,8.0
8,8.0
9,8.0
10,10.0
11,7.0
12,14.0
13,9.0
14,7.0
15,8.0
16,10.0
17,12.0
18,13.0
19,9.0
20,13.0
21,11.0
22,12.0
23,8.0
24,11.0
25,7.0
26,10.0
27,8.0
28,8.0
29,7.0
30,12.0
31,11.0
32,9.0
33,14.0
34,13.0
35,6.0
36,9.0
37,9.0
38,8.0
39,12.0
40,12.0
41,11.0
42,9.0
43,11.0
44,11.0
45,16.0
46,10.0
47,8.0
48,9.0
49,8.0
50,8.0
51,8.0
52,8.0
53,8.0
54,12.0
55,9.0
56,9.0
57,12.0
58,9.0
59,16.0
60,9.0
61,9.0
62,9.0
63,7.0
64,9.0
65,7.0
66,10.0
67,8.0
68,11.0
69,8.0
70,10.0
71,9.0
72,10.0
73,7.0
74,10.0
75,13.0
76,7.0
77,13.0
78,14.0
79,8.0
80,8.0
81,9.0
82,11.0
83,13.0
84,10.0
85,8.0
86,12.0
87,7.0
88,9.0
89,9.0
90,5.0
91,8.0
92,9.0
93,10.0
94,11.0
95,10.0
96,7.0
97,6.0
98,8.0
99,11.0
