,peak transmission
0,5.0
1,6.0
2,5.0
3,7.0
4,4.0
5,8.0
6,8.0
7,7.0
8,5.0
9,7.0
10,8.0
11,6.0
12,11.0
13,8.0
14,5.0
15,6.0
16,8.0
17,8.0
18,10.0
19,7.0
20,9.0
21,7.0
22,7.0
23,7.0
24,9.0
25,8.0
26,6.0
27,7.0
28,7.0
29,6.0
30,7.0
31,8.0
32,7.0
33,9.0
34,10.0
35,7.0
36,6.0
37,7.0
38,8.0
39,7.0
40,7.0
41,10.0
42,9.0
43,7.0
44,8.0
45,14.0
46,7.0
47,5.0
48,6.0
49,7.0
50,5.0
51,8.0
52,6.0
53,7.0
54,9.0
55,7.0
56,7.0
57,10.0
58,6.0
59,10.0
60,5.0
61,8.0
62,7.0
63,6.0
64,6.0
65,5.0
66,8.0
67,7.0
68,7.0
69,9.0
70,7.0
71,5.0
72,7.0
73,7.0
74,9.0
75,10.0
76,5.0
77,6.0
78,7.0
79,5.0
80,7.0
81,7.0
82,5.0
83,6.0
84,7.0
85,6.0
86,7.0
87,8.0
88,9.0
89,9.0
90,4.0
91,6.0
92,7.0
93,8.0
94,8.0
95,7.0
96,6.0
97,7.0
98,7.0
99,7.0
