,n_contacts_traced,n_pos_contacts,positivity_rate
0,2425.0,222.0,9.154639175257731
1,2555.0,260.0,10.176125244618396
2,2687.0,248.0,9.229624116114627
3,2916.0,322.0,11.04252400548697
4,2728.0,277.0,10.153958944281525
5,3306.0,412.0,12.462189957652752
6,3409.0,330.0,9.680258140217072
7,2582.0,335.0,12.974438419829589
8,2390.0,238.0,9.9581589958159
9,2287.0,224.0,9.794490599038042
10,2618.0,261.0,9.969442322383498
11,2578.0,202.0,7.835531419705198
12,2618.0,318.0,12.146676852559205
13,3097.0,391.0,12.625121084920892
14,2239.0,187.0,8.35194283162126
15,2370.0,221.0,9.324894514767932
16,2510.0,291.0,11.593625498007968
17,3160.0,412.0,13.037974683544304
18,2769.0,310.0,11.195377392560491
19,3350.0,398.0,11.880597014925373
20,2938.0,304.0,10.347174948944861
21,3266.0,407.0,12.461726883037354
22,2736.0,315.0,11.513157894736842
23,2433.0,238.0,9.782161939991779
24,3195.0,385.0,12.050078247261347
25,2541.0,351.0,13.813459268004722
26,3296.0,426.0,12.924757281553399
27,2824.0,290.0,10.26912181303116
28,3153.0,340.0,10.78338090707263
29,2609.0,228.0,8.738980452280567
30,2799.0,288.0,10.289389067524116
31,2705.0,287.0,10.609981515711645
32,3071.0,368.0,11.983067404754152
33,3390.0,421.0,12.418879056047198
34,2943.0,312.0,10.601427115188583
35,2086.0,178.0,8.533077660594438
36,2612.0,295.0,11.294027565084226
37,2791.0,281.0,10.068075958437836
38,3055.0,366.0,11.98036006546645
39,2804.0,344.0,12.268188302425107
40,3332.0,452.0,13.565426170468188
41,3057.0,305.0,9.977101733725876
42,2744.0,259.0,9.438775510204081
43,2682.0,346.0,12.900820283370619
44,3750.0,376.0,10.026666666666667
45,3137.0,429.0,13.675486133248327
46,3065.0,374.0,12.202283849918434
47,2759.0,269.0,9.749909387459224
48,2556.0,268.0,10.485133020344287
49,2896.0,297.0,10.255524861878452
50,2192.0,192.0,8.75912408759124
51,3284.0,350.0,10.657734470158344
52,2742.0,308.0,11.232676878191102
53,2613.0,218.0,8.342900880214312
54,3045.0,335.0,11.001642036124794
55,2795.0,299.0,10.69767441860465
56,2614.0,242.0,9.257842387146136
57,2547.0,278.0,10.914801727522576
58,3024.0,329.0,10.87962962962963
59,3539.0,380.0,10.737496467928793
60,2807.0,211.0,7.51692198076238
61,2798.0,260.0,9.292351679771265
62,2360.0,216.0,9.152542372881356
63,2386.0,230.0,9.639564124057
64,2555.0,240.0,9.393346379647749
65,2348.0,192.0,8.17717206132879
66,3100.0,313.0,10.096774193548388
67,2761.0,267.0,9.670409272002898
68,2525.0,281.0,11.128712871287128
69,2667.0,271.0,10.161229846269217
70,2395.0,260.0,10.855949895615867
71,2446.0,264.0,10.79313164349959
72,2982.0,307.0,10.295103957075789
73,2794.0,264.0,9.448818897637794
74,3151.0,340.0,10.790225325293557
75,3508.0,403.0,11.488027366020525
76,2763.0,342.0,12.37785016286645
77,3119.0,382.0,12.247515229240141
78,2524.0,291.0,11.52931854199683
79,2386.0,250.0,10.477787091366304
80,2639.0,333.0,12.618416066691928
81,2496.0,279.0,11.177884615384615
82,2827.0,290.0,10.258224266006367
83,3008.0,267.0,8.876329787234043
84,2538.0,242.0,9.535066981875493
85,2495.0,211.0,8.45691382765531
86,2539.0,246.0,9.68885387948011
87,2519.0,209.0,8.296943231441048
88,2365.0,273.0,11.543340380549683
89,2731.0,237.0,8.67813987550348
90,2221.0,181.0,8.14948221521837
91,2242.0,232.0,10.347903657448706
92,2506.0,257.0,10.25538707102953
93,2367.0,272.0,11.49133924799324
94,3267.0,477.0,14.600550964187327
95,3271.0,348.0,10.638948333842862
96,2730.0,214.0,7.8388278388278385
97,2738.0,304.0,11.10299488677867
98,2712.0,315.0,11.61504424778761
99,3881.0,455.0,11.723782530275702
