,peak transmission
0,5.0
1,8.0
2,8.0
3,7.0
4,6.0
5,5.0
6,11.0
7,7.0
8,4.0
9,6.0
10,9.0
11,6.0
12,4.0
13,7.0
14,6.0
15,6.0
16,6.0
17,7.0
18,9.0
19,4.0
20,7.0
21,7.0
22,9.0
23,6.0
24,5.0
25,7.0
26,8.0
27,7.0
28,8.0
29,6.0
30,6.0
31,8.0
32,4.0
33,7.0
34,5.0
35,5.0
36,5.0
37,5.0
38,6.0
39,4.0
40,11.0
41,8.0
42,7.0
43,6.0
44,7.0
45,6.0
46,8.0
47,9.0
48,6.0
49,6.0
50,5.0
51,5.0
52,4.0
53,6.0
54,8.0
55,6.0
56,7.0
57,4.0
58,6.0
59,5.0
60,6.0
61,8.0
62,4.0
63,6.0
64,6.0
65,8.0
66,9.0
67,6.0
68,8.0
69,8.0
70,6.0
71,9.0
72,8.0
73,6.0
74,8.0
75,7.0
76,7.0
77,6.0
78,6.0
79,6.0
80,5.0
81,8.0
82,8.0
83,5.0
84,8.0
85,5.0
86,7.0
87,7.0
88,7.0
89,7.0
90,5.0
91,4.0
92,7.0
93,5.0
94,9.0
95,6.0
96,6.0
97,5.0
98,7.0
99,11.0
