,susceptible_mean,exposed_mean,mild_mean,severe_mean,recovered_mean,asymptomatic_mean,symptomatic_mean,susceptible_ci_lower,exposed_ci_lower,mild_ci_lower,severe_ci_lower,recovered_ci_lower,asymptomatic_ci_lower,symptomatic_ci_lower,susceptible_ci_upper,exposed_ci_upper,mild_ci_upper,severe_ci_upper,recovered_ci_upper,asymptomatic_ci_upper,symptomatic_ci_upper
0,216.18,0.0,0.0,0.0,0.0,0.0,0.0,204.475,0.0,0.0,0.0,0.0,0.0,0.0,229.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
1,216.96,0.0,0.0,0.0,0.0,0.0,0.0,198.95,0.0,0.0,0.0,0.0,0.0,0.0,235.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2,218.4,0.0,0.0,0.0,0.0,0.0,0.0,194.475,0.0,0.0,0.0,0.0,0.0,0.0,245.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
3,220.27,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,248.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
4,222.17,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,250.575,0.0,0.0,0.0,0.0,0.0,0.0
5,224.36,0.0,0.0,0.0,0.0,0.0,0.0,192.475,0.0,0.0,0.0,0.0,0.0,0.0,250.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
6,225.49,0.0,0.0,0.0,0.0,0.0,0.0,194.9,0.0,0.0,0.0,0.0,0.0,0.0,249.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
7,226.03,0.0,0.0,0.0,0.0,0.0,0.0,190.475,0.0,0.0,0.0,0.0,0.0,0.0,261.62499999999994,0.0,0.0,0.0,0.0,0.0,0.0
8,228.2,0.0,0.0,0.0,0.0,0.0,0.0,197.375,0.0,0.0,0.0,0.0,0.0,0.0,262.2999999999999,0.0,0.0,0.0,0.0,0.0,0.0
9,230.93,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
10,231.09,0.0,0.0,0.0,0.0,0.0,0.0,197.425,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
11,231.31,0.0,0.0,0.0,0.0,0.0,0.0,199.95,0.0,0.0,0.0,0.0,0.0,0.0,260.525,0.0,0.0,0.0,0.0,0.0,0.0
12,230.93,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,260.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
13,229.98,0.0,0.0,0.0,0.0,0.0,0.0,203.375,0.0,0.0,0.0,0.0,0.0,0.0,259.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
14,231.35,0.0,0.0,0.0,0.0,0.0,0.0,199.475,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
15,231.03,0.0,0.0,0.0,0.0,0.0,0.0,202.475,0.0,0.0,0.0,0.0,0.0,0.0,262.525,0.0,0.0,0.0,0.0,0.0,0.0
16,230.81,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0
17,230.96,0.0,0.0,0.0,0.0,0.0,0.0,202.475,0.0,0.0,0.0,0.0,0.0,0.0,260.62499999999994,0.0,0.0,0.0,0.0,0.0,0.0
18,230.34,0.0,0.0,0.0,0.0,0.0,0.0,198.425,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0
19,232.46,0.0,0.0,0.0,0.0,0.0,0.0,202.475,0.0,0.0,0.0,0.0,0.0,0.0,257.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
20,232.35,0.0,0.0,0.0,0.0,0.0,0.0,200.95,0.0,0.0,0.0,0.0,0.0,0.0,263.62499999999994,0.0,0.0,0.0,0.0,0.0,0.0
