,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,216.0,67.0,16.0,75.0,5.0,14.0,34.0,5.0,0.0,129.0,202.0,14.0,1.0,0.0,9901.0,9742.0,177.0,176.0,9.0,31.0,109.0,31.01851851851852,7.407407407407407,34.72222222222222,2.314814814814815,6.481481481481482,15.74074074074074,2.314814814814815,0.0
1,205.0,58.0,18.0,74.0,8.0,9.0,30.0,6.0,2.0,114.0,194.0,11.0,0.0,1.0,9942.0,9783.0,163.0,169.0,8.0,28.0,104.0,28.29268292682927,8.78048780487805,36.09756097560975,3.902439024390244,4.390243902439025,14.634146341463415,2.926829268292683,0.975609756097561
2,192.0,46.0,23.0,65.0,9.0,13.0,25.0,11.0,0.0,131.0,181.0,11.0,0.0,2.0,9987.0,9827.0,180.0,162.0,3.0,27.0,90.0,23.958333333333332,11.979166666666666,33.854166666666664,4.6875,6.770833333333333,13.020833333333334,5.729166666666667,0.0
3,258.0,63.0,28.0,86.0,5.0,20.0,45.0,9.0,2.0,142.0,242.0,16.0,3.0,4.0,10049.0,9884.0,209.0,208.0,7.0,43.0,131.0,24.41860465116279,10.852713178294573,33.333333333333336,1.937984496124031,7.751937984496124,17.441860465116278,3.488372093023256,0.7751937984496124
4,239.0,67.0,22.0,93.0,4.0,12.0,28.0,10.0,3.0,133.0,231.0,8.0,0.0,3.0,9911.0,9750.0,203.0,189.0,7.0,43.0,121.0,28.03347280334728,9.205020920502092,38.91213389121339,1.6736401673640167,5.02092050209205,11.715481171548117,4.184100418410042,1.2552301255230125
5,209.0,53.0,18.0,89.0,4.0,17.0,24.0,4.0,0.0,124.0,201.0,8.0,1.0,1.0,9684.0,9524.0,163.0,180.0,4.0,25.0,113.0,25.358851674641148,8.61244019138756,42.58373205741627,1.9138755980861244,8.133971291866029,11.483253588516746,1.9138755980861244,0.0
6,240.0,68.0,25.0,91.0,4.0,12.0,28.0,8.0,4.0,120.0,232.0,8.0,0.0,2.0,9880.0,9720.0,183.0,205.0,5.0,30.0,119.0,28.333333333333332,10.416666666666666,37.916666666666664,1.6666666666666667,5.0,11.666666666666666,3.3333333333333335,1.6666666666666667
7,194.0,57.0,21.0,56.0,3.0,15.0,35.0,7.0,0.0,128.0,181.0,13.0,1.0,3.0,9981.0,9819.0,177.0,162.0,10.0,22.0,91.0,29.38144329896907,10.824742268041238,28.8659793814433,1.5463917525773196,7.731958762886598,18.04123711340206,3.6082474226804124,0.0
8,164.0,35.0,16.0,66.0,2.0,15.0,24.0,4.0,2.0,129.0,156.0,8.0,0.0,5.0,9888.0,9725.0,147.0,137.0,5.0,22.0,90.0,21.341463414634145,9.75609756097561,40.24390243902439,1.2195121951219512,9.146341463414634,14.634146341463415,2.4390243902439024,1.2195121951219512
9,218.0,61.0,18.0,80.0,8.0,12.0,33.0,6.0,0.0,106.0,212.0,6.0,0.0,2.0,9774.0,9614.0,161.0,191.0,4.0,23.0,113.0,27.98165137614679,8.256880733944953,36.69724770642202,3.669724770642202,5.504587155963303,15.137614678899082,2.7522935779816513,0.0
