,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,2.0
69,7.0
70,10.0
71,13.0
72,15.0
73,20.0
74,23.0
75,26.0
76,28.0
77,27.0
78,29.0
79,31.0
80,29.0
81,33.0
82,32.0
83,25.0
84,25.0
85,25.0
86,26.0
87,29.0
88,28.0
89,29.0
90,30.0
91,31.0
92,30.0
93,41.0
94,41.0
95,46.0
96,49.0
97,51.0
98,54.0
99,51.0
100,48.0
101,49.0
102,47.0
103,42.0
104,42.0
105,44.0
106,45.0
107,39.0
108,35.0
109,36.0
110,35.0
111,31.0
112,27.0
113,25.0
114,22.0
115,25.0
116,24.0
117,28.0
118,20.0
119,19.0
120,19.0
121,17.0
122,17.0
123,14.0
124,14.0
125,14.0
126,14.0
127,7.0
128,8.0
129,4.0
130,3.0
131,3.0
132,2.0
133,2.0
134,4.0
135,4.0
136,4.0
137,5.0
138,9.0
139,11.0
140,12.0
141,11.0
142,11.0
143,11.0
144,11.0
145,11.0
146,9.0
147,10.0
148,6.0
149,6.0
150,6.0
151,3.0
152,3.0
153,5.0
154,7.0
155,6.0
156,6.0
157,8.0
158,8.0
159,9.0
160,8.0
161,8.0
162,8.0
163,8.0
164,6.0
165,6.0
166,5.0
167,2.0
168,1.0
169,1.0
170,1.0
171,1.0
172,1.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,1.0
180,3.0
181,3.0
182,3.0
183,3.0
184,4.0
185,4.0
186,4.0
187,4.0
188,2.0
189,4.0
190,4.0
191,4.0
192,4.0
193,4.0
194,4.0
195,5.0
196,4.0
197,5.0
198,4.0
199,3.0
200,3.0
201,3.0
202,2.0
203,2.0
204,2.0
205,2.0
206,2.0
207,2.0
208,2.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,2.0
220,3.0
221,3.0
222,4.0
223,4.0
224,4.0
225,4.0
226,4.0
227,4.0
228,4.0
229,4.0
230,4.0
231,4.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
