,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.5817694369973191,0.5918367346938775,0.9163498098859315,0.4316546762589928,217.0,29.0,246,422,241.0,60.0,262,39,402,547.0
1,0.5456919060052219,0.5128205128205128,0.93359375,0.5241935483870968,209.0,20.0,229,422,239.0,65.0,263,41,380,533.0
2,0.4556213017751479,0.5490196078431373,0.940677966101695,0.4608695652173913,154.0,28.0,182,389,222.0,53.0,227,48,351,457.0
3,0.4803921568627451,0.29545454545454547,0.8649789029535865,0.3409090909090909,147.0,13.0,160,350,205.0,30.0,188,47,325,395.0
4,0.6187214611872146,0.3888888888888889,0.976401179941003,0.5669291338582677,271.0,28.0,299,510,331.0,72.0,346,57,466,702.0
5,0.47491638795986624,0.1951219512195122,0.8148148148148148,0.3793103448275862,142.0,8.0,150,340,176.0,33.0,178,31,303,359.0
6,0.5797101449275363,0.38596491228070173,0.916,0.4608695652173913,200.0,22.0,222,402,229.0,53.0,240,42,365,504.0
7,0.5782493368700266,0.37254901960784315,0.9100719424460432,0.4409448818897638,218.0,19.0,237,428,253.0,56.0,268,41,405,546.0
8,0.5820512820512821,0.44680851063829785,0.9464285714285714,0.423728813559322,227.0,21.0,248,437,265.0,50.0,272,43,398,563.0
9,0.564179104477612,0.44,0.8661417322834646,0.46788990825688076,189.0,22.0,211,385,220.0,51.0,224,47,363,482.0
10,0.6339522546419099,0.29850746268656714,0.9618055555555556,0.4166666666666667,239.0,20.0,259,444,277.0,50.0,281,46,408,586.0
11,0.549618320610687,0.41379310344827586,0.9603960396039604,0.43609022556390975,216.0,24.0,240,451,291.0,58.0,291,58,436,589.0
12,0.584070796460177,0.375,1.1192660550458715,0.4925373134328358,264.0,30.0,294,532,366.0,66.0,369,63,461,726.0
13,0.5831265508684863,0.4918032786885246,0.9930795847750865,0.4726027397260274,235.0,30.0,265,464,287.0,69.0,304,52,435,621.0
14,0.5777202072538861,0.423728813559322,1.0207612456747406,0.37209302325581395,223.0,25.0,248,445,295.0,48.0,285,58,418,591.0
15,0.5643564356435643,0.5409836065573771,0.9572368421052632,0.5213675213675214,228.0,33.0,261,465,291.0,61.0,298,54,421,613.0
16,0.5521978021978022,0.64,0.9789915966386554,0.4318181818181818,201.0,32.0,233,414,233.0,57.0,249,41,370,523.0
17,0.5396825396825397,0.3191489361702128,1.0229007633587786,0.4036697247706422,204.0,15.0,219,425,268.0,44.0,263,49,371,531.0
18,0.5725806451612904,0.5740740740740741,0.9429657794676806,0.4772727272727273,213.0,31.0,244,426,248.0,63.0,267,44,395,555.0
19,0.505464480874317,0.5128205128205128,0.9356060606060606,0.44761904761904764,185.0,20.0,205,405,247.0,47.0,246,48,369,499.0
20,0.5246376811594203,0.43859649122807015,0.8727272727272727,0.4666666666666667,181.0,25.0,206,402,240.0,49.0,243,46,380,495.0
21,0.6814621409921671,0.4153846153846154,0.921875,0.37777777777777777,261.0,27.0,288,448,295.0,51.0,290,56,455,634.0
22,0.5934343434343434,0.2535211267605634,1.0,0.48360655737704916,235.0,18.0,253,467,307.0,59.0,307,59,429,619.0
23,0.495114006514658,0.6086956521739131,0.8564593301435407,0.4144144144144144,152.0,28.0,180,353,179.0,46.0,194,31,320,405.0
24,0.49544072948328266,0.38461538461538464,0.8705357142857143,0.4107142857142857,163.0,15.0,178,368,195.0,46.0,205,36,336,419.0
25,0.46885245901639344,0.29411764705882354,0.8883495145631068,0.3191489361702128,143.0,10.0,153,339,183.0,30.0,178,35,300,366.0
26,0.5710455764075067,0.3673469387755102,0.9779411764705882,0.37168141592920356,213.0,18.0,231,422,266.0,42.0,260,48,385,539.0
27,0.5155807365439093,0.41935483870967744,1.0125,0.5,182.0,26.0,208,415,243.0,56.0,255,44,352,507.0
28,0.45993031358885017,0.28205128205128205,0.8436018957345972,0.35135135135135137,132.0,11.0,143,326,178.0,26.0,163,41,285,347.0
29,0.5965346534653465,0.39344262295081966,0.9833333333333333,0.4369747899159664,241.0,24.0,265,465,295.0,52.0,306,41,419,612.0
30,0.5577889447236181,0.49122807017543857,0.962457337883959,0.4621212121212121,222.0,28.0,250,455,282.0,61.0,295,48,425,593.0
31,0.5245398773006135,0.25806451612903225,0.8070175438596491,0.5145631067961165,171.0,8.0,179,357,184.0,53.0,197,40,331,416.0
32,0.5501355013550135,0.4666666666666667,0.9686274509803922,0.42016806722689076,203.0,21.0,224,414,247.0,50.0,252,45,374,521.0
33,0.5268817204301075,0.4339622641509434,0.9547038327526133,0.38461538461538464,196.0,23.0,219,425,274.0,45.0,265,54,404,538.0
34,0.5722070844686649,0.33962264150943394,0.9886363636363636,0.32653061224489793,210.0,18.0,228,420,261.0,48.0,259,50,411,537.0
35,0.5628571428571428,0.23529411764705882,0.937984496124031,0.4158415841584158,197.0,12.0,209,401,242.0,42.0,240,44,359,493.0
36,0.5786802030456852,0.5217391304347826,0.9106529209621993,0.44537815126050423,228.0,24.0,252,440,265.0,53.0,281,37,410,570.0
37,0.5918854415274463,0.47540983606557374,1.022950819672131,0.45185185185185184,248.0,29.0,277,480,312.0,61.0,321,52,440,650.0
38,0.5734072022160664,0.36,0.9398496240601504,0.4528301886792453,207.0,18.0,225,411,250.0,48.0,248,50,372,523.0
39,0.46646341463414637,0.28888888888888886,0.9241071428571429,0.43157894736842106,153.0,13.0,166,373,207.0,41.0,210,38,319,414.0
40,0.5754475703324808,0.4406779661016949,0.9362416107382551,0.5467625899280576,225.0,26.0,251,450,279.0,76.0,290,65,437,606.0
41,0.5784061696658098,0.5,0.9638989169675091,0.5158730158730159,225.0,29.0,254,447,267.0,65.0,288,44,403,586.0
42,0.6082949308755761,0.3125,1.0676923076923077,0.4397163120567376,264.0,25.0,289,514,347.0,62.0,354,55,466,698.0
43,0.5921052631578947,0.4107142857142857,1.0075187969924813,0.38636363636363635,225.0,23.0,248,436,268.0,51.0,274,45,398,567.0
44,0.5313432835820896,0.3333333333333333,0.9678714859437751,0.3090909090909091,178.0,18.0,196,389,241.0,34.0,226,49,359,471.0
45,0.5633423180592992,0.3958333333333333,0.9022556390977443,0.49206349206349204,209.0,19.0,228,419,240.0,62.0,260,42,392,530.0
46,0.5630026809651475,0.28888888888888886,0.9494163424124513,0.46,210.0,13.0,223,418,244.0,46.0,260,30,357,513.0
47,0.5544303797468354,0.4603174603174603,1.071969696969697,0.4925373134328358,219.0,29.0,248,458,283.0,66.0,300,49,398,597.0
48,0.5798816568047337,0.34146341463414637,0.8095238095238095,0.5158730158730159,196.0,14.0,210,379,204.0,65.0,221,48,378,479.0
49,0.5433070866141733,0.6046511627906976,0.96415770609319,0.3620689655172414,207.0,26.0,233,424,269.0,42.0,265,46,395,544.0
50,0.5240793201133145,0.5,0.9201520912547528,0.45454545454545453,185.0,25.0,210,403,242.0,50.0,242,50,373,502.0
51,0.5358255451713395,0.2777777777777778,0.9255813953488372,0.4083333333333333,172.0,10.0,182,357,199.0,49.0,198,50,335,430.0
52,0.5202312138728323,0.375,0.900398406374502,0.4274193548387097,180.0,18.0,198,394,226.0,53.0,233,46,375,477.0
53,0.4901315789473684,0.48717948717948717,0.780373831775701,0.5121951219512195,149.0,19.0,168,343,167.0,42.0,182,27,296,377.0
54,0.5740740740740741,0.5,0.9721254355400697,0.4112903225806452,217.0,35.0,252,448,279.0,51.0,287,43,411,582.0
55,0.5780821917808219,0.3898305084745763,0.9377289377289377,0.41228070175438597,211.0,23.0,234,424,256.0,47.0,264,39,387,537.0
56,0.5918918918918918,0.375,0.9139784946236559,0.4117647058823529,219.0,18.0,237,418,255.0,49.0,256,48,398,541.0
57,0.44565217391304346,0.32432432432432434,0.7673267326732673,0.38636363636363635,123.0,12.0,135,313,155.0,34.0,153,36,290,324.0
58,0.4617737003058104,0.4827586206896552,0.9390243902439024,0.4,151.0,28.0,179,385,231.0,38.0,224,45,341,448.0
59,0.5663716814159292,0.3584905660377358,0.9142857142857143,0.4230769230769231,192.0,19.0,211,392,224.0,44.0,230,38,349,479.0
60,0.5355191256830601,0.43636363636363634,0.9892086330935251,0.37037037037037035,196.0,24.0,220,421,275.0,40.0,263,52,386,535.0
61,0.5187319884726225,0.42105263157894735,1.0,0.32673267326732675,180.0,24.0,204,404,262.0,33.0,245,50,363,499.0
62,0.5475409836065573,0.4857142857142857,0.81,0.38461538461538464,167.0,17.0,184,340,162.0,35.0,179,18,291,381.0
63,0.6086956521739131,0.4222222222222222,0.896774193548387,0.3969465648854962,238.0,19.0,257,436,278.0,52.0,272,58,441,587.0
64,0.5918367346938775,0.391304347826087,0.9377162629757786,0.41304347826086957,232.0,18.0,250,438,271.0,57.0,277,51,427,578.0
65,0.5357142857142857,0.4423076923076923,0.9128630705394191,0.40310077519379844,180.0,23.0,203,388,220.0,52.0,226,46,370,475.0
66,0.6675062972292192,0.36538461538461536,0.9183673469387755,0.4452054794520548,265.0,19.0,284,449,270.0,65.0,287,48,440,619.0
67,0.5501285347043702,0.5,0.9456521739130435,0.5,214.0,30.0,244,449,261.0,71.0,287,45,418,576.0
68,0.6088082901554405,0.3275862068965517,0.926056338028169,0.4330708661417323,235.0,19.0,254,444,263.0,55.0,284,34,411,572.0
69,0.49079754601226994,0.4358974358974359,0.8685446009389671,0.49504950495049505,160.0,17.0,177,365,185.0,50.0,202,33,314,412.0
70,0.5193370165745856,0.45161290322580644,0.9917355371900827,0.5132743362831859,188.0,28.0,216,424,240.0,58.0,263,35,355,514.0
