,peak transmission
0,15.0
1,10.0
2,14.0
3,10.0
4,19.0
5,6.0
6,12.0
7,13.0
8,14.0
9,14.0
10,13.0
11,16.0
12,18.0
13,12.0
14,15.0
15,13.0
16,15.0
17,11.0
18,15.0
19,13.0
20,16.0
21,23.0
22,15.0
23,9.0
24,12.0
25,11.0
26,14.0
27,11.0
28,12.0
29,20.0
30,14.0
31,14.0
32,13.0
33,17.0
34,10.0
35,13.0
36,12.0
37,16.0
38,14.0
39,9.0
40,15.0
41,11.0
42,20.0
43,11.0
44,13.0
45,12.0
46,13.0
47,18.0
48,14.0
49,13.0
50,14.0
51,9.0
52,9.0
53,10.0
54,10.0
55,11.0
56,15.0
57,11.0
58,10.0
59,18.0
60,13.0
61,11.0
62,10.0
63,17.0
64,15.0
65,13.0
66,14.0
67,12.0
68,14.0
69,9.0
70,13.0
71,12.0
72,10.0
73,23.0
74,16.0
75,9.0
76,14.0
77,10.0
78,13.0
79,16.0
80,15.0
81,13.0
82,17.0
83,12.0
84,14.0
85,16.0
86,11.0
87,14.0
88,11.0
89,10.0
90,12.0
91,12.0
92,10.0
93,10.0
94,12.0
95,15.0
96,10.0
97,10.0
98,13.0
99,12.0
