,peak transmission
0,16.0
1,13.0
2,14.0
3,8.0
4,22.0
5,8.0
6,11.0
7,12.0
8,14.0
9,16.0
10,10.0
11,12.0
12,17.0
13,10.0
14,14.0
15,16.0
16,14.0
17,12.0
18,16.0
19,10.0
20,14.0
21,15.0
22,16.0
23,9.0
24,12.0
25,9.0
26,10.0
27,11.0
28,9.0
29,17.0
30,15.0
31,10.0
32,11.0
33,16.0
34,9.0
35,13.0
36,13.0
37,16.0
38,12.0
39,9.0
40,11.0
41,10.0
42,17.0
43,10.0
44,12.0
45,10.0
46,14.0
47,17.0
48,10.0
49,12.0
50,10.0
51,12.0
52,10.0
53,10.0
54,16.0
55,9.0
56,14.0
57,8.0
58,9.0
59,16.0
60,13.0
61,15.0
62,8.0
63,14.0
64,10.0
65,12.0
66,14.0
67,14.0
68,12.0
69,8.0
70,15.0
71,13.0
72,9.0
73,17.0
74,9.0
75,8.0
76,15.0
77,12.0
78,16.0
79,17.0
80,12.0
81,16.0
82,12.0
83,11.0
84,14.0
85,11.0
86,10.0
87,13.0
88,8.0
89,9.0
90,15.0
91,11.0
92,12.0
93,11.0
94,13.0
95,16.0
96,10.0
97,10.0
98,16.0
99,12.0
