,peak transmission
0,8.0
1,8.0
2,10.0
3,10.0
4,14.0
5,10.0
6,10.0
7,7.0
8,10.0
9,9.0
10,7.0
11,10.0
12,13.0
13,8.0
14,9.0
15,11.0
16,9.0
17,6.0
18,8.0
19,8.0
20,7.0
21,9.0
22,7.0
23,11.0
24,8.0
25,10.0
26,12.0
27,8.0
28,11.0
29,11.0
30,11.0
31,7.0
32,8.0
33,9.0
34,9.0
35,11.0
36,7.0
37,6.0
38,8.0
39,9.0
40,10.0
41,7.0
42,7.0
43,10.0
44,12.0
45,14.0
46,7.0
47,12.0
48,9.0
49,7.0
50,5.0
51,7.0
52,7.0
53,10.0
54,8.0
55,8.0
56,9.0
57,11.0
58,7.0
59,10.0
60,10.0
61,9.0
62,9.0
63,6.0
64,8.0
65,9.0
66,8.0
67,9.0
68,10.0
69,9.0
70,8.0
71,8.0
72,8.0
73,13.0
74,7.0
75,16.0
76,11.0
77,12.0
78,8.0
79,8.0
80,7.0
81,7.0
82,7.0
83,9.0
84,9.0
85,9.0
86,9.0
87,9.0
88,6.0
89,7.0
90,7.0
91,10.0
92,12.0
93,9.0
94,9.0
95,11.0
96,10.0
97,15.0
98,10.0
99,8.0
