,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,285.0,100.0,33.0,104.0,6.0,11.0,27.0,4.0,0.0,111.0,257.0,28.0,1.0,6.0,9763.0,9598.0,226.0,219.0,25.0,41.0,131.0,35.08771929824562,11.578947368421053,36.49122807017544,2.1052631578947367,3.8596491228070176,9.473684210526315,1.4035087719298245,0.0
1,293.0,99.0,31.0,96.0,8.0,18.0,36.0,4.0,1.0,129.0,254.0,39.0,1.0,2.0,10038.0,9877.0,247.0,222.0,32.0,39.0,132.0,33.78839590443686,10.580204778156997,32.76450511945392,2.7303754266211606,6.143344709897611,12.286689419795222,1.3651877133105803,0.3412969283276451
2,291.0,92.0,37.0,94.0,3.0,20.0,39.0,4.0,2.0,145.0,263.0,28.0,0.0,4.0,10063.0,9901.0,273.0,227.0,23.0,41.0,133.0,31.61512027491409,12.714776632302405,32.302405498281786,1.0309278350515463,6.8728522336769755,13.402061855670103,1.3745704467353952,0.6872852233676976
3,327.0,114.0,27.0,115.0,10.0,13.0,41.0,5.0,2.0,167.0,293.0,34.0,0.0,3.0,9787.0,9626.0,271.0,245.0,33.0,49.0,156.0,34.862385321100916,8.256880733944953,35.16819571865443,3.058103975535168,3.9755351681957185,12.53822629969419,1.529051987767584,0.6116207951070336
4,374.0,118.0,49.0,118.0,4.0,27.0,44.0,10.0,4.0,114.0,325.0,49.0,0.0,3.0,9725.0,9564.0,295.0,281.0,34.0,59.0,162.0,31.550802139037433,13.101604278074866,31.550802139037433,1.0695187165775402,7.219251336898396,11.764705882352942,2.6737967914438503,1.0695187165775402
5,303.0,92.0,30.0,98.0,18.0,21.0,36.0,7.0,1.0,138.0,275.0,28.0,1.0,1.0,9997.0,9837.0,265.0,230.0,20.0,53.0,134.0,30.363036303630363,9.900990099009901,32.34323432343234,5.9405940594059405,6.930693069306931,11.881188118811881,2.31023102310231,0.33003300330033003
6,381.0,130.0,41.0,123.0,7.0,18.0,49.0,12.0,1.0,119.0,333.0,48.0,1.0,2.0,9880.0,9719.0,299.0,299.0,37.0,45.0,172.0,34.120734908136484,10.761154855643044,32.28346456692913,1.837270341207349,4.724409448818897,12.860892388451443,3.1496062992125986,0.26246719160104987
7,241.0,76.0,33.0,75.0,6.0,12.0,29.0,8.0,2.0,121.0,201.0,40.0,0.0,0.0,9983.0,9825.0,229.0,179.0,29.0,33.0,104.0,31.53526970954357,13.692946058091286,31.12033195020747,2.4896265560165975,4.979253112033195,12.033195020746888,3.319502074688797,0.8298755186721992
8,272.0,77.0,29.0,106.0,5.0,19.0,29.0,6.0,1.0,121.0,247.0,25.0,0.0,1.0,9912.0,9753.0,219.0,212.0,16.0,44.0,135.0,28.308823529411764,10.661764705882353,38.970588235294116,1.838235294117647,6.985294117647059,10.661764705882353,2.2058823529411766,0.36764705882352944
9,243.0,80.0,22.0,87.0,8.0,8.0,28.0,8.0,2.0,134.0,205.0,38.0,0.0,4.0,9983.0,9821.0,211.0,164.0,33.0,46.0,115.0,32.92181069958848,9.053497942386832,35.80246913580247,3.292181069958848,3.292181069958848,11.522633744855968,3.292181069958848,0.823045267489712
10,279.0,90.0,39.0,86.0,6.0,12.0,38.0,7.0,1.0,122.0,254.0,25.0,0.0,0.0,9909.0,9751.0,224.0,220.0,20.0,39.0,124.0,32.25806451612903,13.978494623655914,30.82437275985663,2.150537634408602,4.301075268817204,13.620071684587813,2.5089605734767026,0.35842293906810035
11,298.0,95.0,26.0,98.0,8.0,23.0,35.0,8.0,5.0,117.0,252.0,46.0,0.0,1.0,9822.0,9663.0,255.0,232.0,27.0,39.0,133.0,31.879194630872483,8.724832214765101,32.88590604026846,2.684563758389262,7.718120805369128,11.74496644295302,2.684563758389262,1.6778523489932886
12,376.0,120.0,38.0,129.0,9.0,29.0,43.0,6.0,2.0,111.0,329.0,47.0,0.0,4.0,9808.0,9646.0,273.0,277.0,33.0,66.0,172.0,31.914893617021278,10.106382978723405,34.308510638297875,2.393617021276596,7.712765957446808,11.436170212765957,1.5957446808510638,0.5319148936170213
13,265.0,84.0,21.0,96.0,4.0,16.0,33.0,10.0,1.0,132.0,232.0,33.0,0.0,2.0,10022.0,9862.0,231.0,185.0,24.0,56.0,129.0,31.69811320754717,7.9245283018867925,36.22641509433962,1.509433962264151,6.037735849056604,12.452830188679245,3.7735849056603774,0.37735849056603776
14,218.0,58.0,29.0,82.0,7.0,13.0,23.0,6.0,0.0,112.0,186.0,32.0,1.0,2.0,9795.0,9634.0,192.0,168.0,25.0,25.0,105.0,26.605504587155963,13.302752293577981,37.61467889908257,3.2110091743119265,5.963302752293578,10.55045871559633,2.7522935779816513,0.0
15,360.0,118.0,50.0,110.0,9.0,16.0,48.0,8.0,1.0,125.0,318.0,42.0,0.0,1.0,9980.0,9821.0,277.0,277.0,31.0,52.0,158.0,32.77777777777778,13.88888888888889,30.555555555555557,2.5,4.444444444444445,13.333333333333334,2.2222222222222223,0.2777777777777778
16,292.0,94.0,29.0,109.0,9.0,18.0,27.0,6.0,0.0,109.0,254.0,38.0,0.0,4.0,9927.0,9765.0,231.0,229.0,29.0,34.0,136.0,32.19178082191781,9.931506849315069,37.32876712328767,3.0821917808219177,6.164383561643835,9.246575342465754,2.0547945205479454,0.0
17,237.0,68.0,30.0,80.0,7.0,14.0,31.0,4.0,3.0,119.0,206.0,31.0,0.0,2.0,9999.0,9839.0,192.0,181.0,23.0,33.0,111.0,28.69198312236287,12.658227848101266,33.755274261603375,2.9535864978902953,5.9071729957805905,13.080168776371307,1.6877637130801688,1.2658227848101267
18,313.0,105.0,34.0,119.0,7.0,15.0,28.0,5.0,0.0,125.0,272.0,41.0,0.0,4.0,10108.0,9946.0,251.0,230.0,34.0,49.0,147.0,33.546325878594246,10.86261980830671,38.019169329073485,2.236421725239617,4.792332268370607,8.945686900958467,1.597444089456869,0.0
19,324.0,107.0,40.0,109.0,11.0,20.0,30.0,6.0,1.0,120.0,279.0,45.0,0.0,1.0,9951.0,9792.0,254.0,248.0,38.0,38.0,139.0,33.02469135802469,12.345679012345679,33.641975308641975,3.3950617283950617,6.172839506172839,9.25925925925926,1.8518518518518519,0.30864197530864196
20,251.0,83.0,29.0,88.0,5.0,8.0,30.0,6.0,2.0,120.0,225.0,26.0,0.0,1.0,10030.0,9871.0,191.0,191.0,25.0,35.0,118.0,33.06772908366534,11.55378486055777,35.059760956175296,1.9920318725099602,3.187250996015936,11.952191235059761,2.3904382470119523,0.796812749003984
21,303.0,101.0,29.0,99.0,5.0,25.0,37.0,4.0,3.0,117.0,262.0,41.0,0.0,1.0,10047.0,9888.0,260.0,244.0,30.0,29.0,136.0,33.333333333333336,9.570957095709572,32.67326732673267,1.6501650165016502,8.250825082508252,12.211221122112212,1.3201320132013201,0.9900990099009901
22,305.0,96.0,41.0,103.0,10.0,8.0,37.0,6.0,4.0,114.0,272.0,33.0,1.0,5.0,9863.0,9699.0,257.0,250.0,26.0,29.0,140.0,31.475409836065573,13.442622950819672,33.77049180327869,3.278688524590164,2.622950819672131,12.131147540983607,1.9672131147540983,1.3114754098360655
23,263.0,86.0,29.0,86.0,9.0,14.0,34.0,4.0,1.0,134.0,224.0,39.0,1.0,7.0,9827.0,9661.0,233.0,201.0,29.0,33.0,120.0,32.69961977186312,11.02661596958175,32.69961977186312,3.4220532319391634,5.32319391634981,12.927756653992395,1.520912547528517,0.38022813688212925
24,235.0,69.0,25.0,78.0,6.0,20.0,28.0,9.0,0.0,150.0,200.0,35.0,0.0,2.0,10001.0,9841.0,233.0,185.0,24.0,26.0,106.0,29.361702127659573,10.638297872340425,33.191489361702125,2.5531914893617023,8.51063829787234,11.914893617021276,3.8297872340425534,0.0
25,331.0,111.0,42.0,88.0,9.0,25.0,54.0,2.0,0.0,114.0,287.0,44.0,0.0,4.0,9736.0,9574.0,268.0,261.0,32.0,38.0,142.0,33.53474320241692,12.688821752265861,26.58610271903323,2.719033232628399,7.552870090634441,16.31419939577039,0.6042296072507553,0.0
26,274.0,90.0,27.0,104.0,7.0,17.0,24.0,4.0,1.0,116.0,235.0,39.0,0.0,2.0,9835.0,9675.0,244.0,212.0,33.0,29.0,128.0,32.846715328467155,9.854014598540147,37.956204379562045,2.5547445255474455,6.204379562043796,8.75912408759124,1.4598540145985401,0.36496350364963503
27,274.0,95.0,28.0,104.0,6.0,12.0,23.0,6.0,0.0,98.0,246.0,28.0,1.0,2.0,9886.0,9725.0,214.0,211.0,25.0,38.0,127.0,34.67153284671533,10.218978102189782,37.956204379562045,2.18978102189781,4.37956204379562,8.394160583941606,2.18978102189781,0.0
28,324.0,104.0,32.0,110.0,7.0,20.0,41.0,9.0,1.0,116.0,292.0,32.0,0.0,7.0,9957.0,9792.0,240.0,267.0,24.0,33.0,151.0,32.098765432098766,9.876543209876543,33.95061728395062,2.1604938271604937,6.172839506172839,12.654320987654321,2.7777777777777777,0.30864197530864196
29,300.0,92.0,23.0,102.0,9.0,19.0,43.0,10.0,2.0,132.0,270.0,30.0,0.0,2.0,10003.0,9843.0,245.0,234.0,25.0,41.0,145.0,30.666666666666668,7.666666666666667,34.0,3.0,6.333333333333333,14.333333333333334,3.3333333333333335,0.6666666666666666
30,284.0,94.0,24.0,111.0,4.0,16.0,30.0,4.0,1.0,115.0,259.0,25.0,1.0,1.0,9931.0,9771.0,218.0,206.0,20.0,58.0,141.0,33.098591549295776,8.450704225352112,39.08450704225352,1.408450704225352,5.633802816901408,10.56338028169014,1.408450704225352,0.352112676056338
31,208.0,59.0,16.0,78.0,6.0,13.0,28.0,6.0,2.0,115.0,183.0,25.0,0.0,3.0,9955.0,9794.0,172.0,163.0,16.0,29.0,106.0,28.365384615384617,7.6923076923076925,37.5,2.8846153846153846,6.25,13.461538461538462,2.8846153846153846,0.9615384615384616
32,250.0,85.0,22.0,92.0,11.0,8.0,27.0,5.0,0.0,124.0,217.0,33.0,0.0,0.0,9803.0,9645.0,203.0,193.0,26.0,31.0,119.0,34.0,8.8,36.8,4.4,3.2,10.8,2.0,0.0
33,350.0,104.0,36.0,141.0,4.0,21.0,36.0,8.0,0.0,121.0,319.0,31.0,0.0,0.0,9808.0,9650.0,247.0,265.0,26.0,59.0,177.0,29.714285714285715,10.285714285714286,40.285714285714285,1.1428571428571428,6.0,10.285714285714286,2.2857142857142856,0.0
34,353.0,115.0,36.0,122.0,7.0,26.0,39.0,6.0,2.0,113.0,308.0,45.0,0.0,0.0,9799.0,9641.0,253.0,279.0,37.0,37.0,161.0,32.577903682719544,10.19830028328612,34.56090651558074,1.9830028328611897,7.36543909348442,11.048158640226628,1.6997167138810199,0.56657223796034
35,241.0,74.0,29.0,86.0,5.0,15.0,24.0,8.0,0.0,114.0,209.0,32.0,0.0,1.0,9839.0,9680.0,203.0,187.0,26.0,28.0,110.0,30.70539419087137,12.033195020746888,35.684647302904565,2.074688796680498,6.224066390041494,9.95850622406639,3.319502074688797,0.0
36,285.0,96.0,32.0,78.0,4.0,15.0,51.0,8.0,1.0,121.0,244.0,41.0,0.0,2.0,9896.0,9736.0,231.0,216.0,32.0,37.0,129.0,33.68421052631579,11.228070175438596,27.36842105263158,1.4035087719298245,5.2631578947368425,17.894736842105264,2.807017543859649,0.3508771929824561
37,290.0,93.0,33.0,104.0,6.0,17.0,27.0,8.0,2.0,120.0,248.0,42.0,0.0,0.0,9847.0,9689.0,251.0,220.0,36.0,34.0,131.0,32.06896551724138,11.379310344827585,35.86206896551724,2.0689655172413794,5.862068965517241,9.310344827586206,2.7586206896551726,0.6896551724137931
38,240.0,78.0,33.0,81.0,6.0,8.0,26.0,8.0,0.0,113.0,204.0,36.0,1.0,3.0,9935.0,9773.0,208.0,175.0,29.0,36.0,107.0,32.5,13.75,33.75,2.5,3.3333333333333335,10.833333333333334,3.3333333333333335,0.0
39,259.0,96.0,25.0,83.0,2.0,12.0,36.0,3.0,2.0,108.0,235.0,24.0,2.0,4.0,10156.0,9992.0,204.0,208.0,20.0,31.0,119.0,37.06563706563706,9.652509652509652,32.04633204633205,0.7722007722007722,4.633204633204633,13.8996138996139,1.1583011583011582,0.7722007722007722
40,296.0,94.0,36.0,99.0,6.0,22.0,31.0,6.0,2.0,130.0,257.0,39.0,1.0,3.0,9769.0,9607.0,258.0,229.0,26.0,41.0,130.0,31.756756756756758,12.162162162162161,33.445945945945944,2.027027027027027,7.4324324324324325,10.472972972972974,2.027027027027027,0.6756756756756757
41,265.0,85.0,40.0,88.0,3.0,15.0,25.0,6.0,3.0,115.0,239.0,26.0,0.0,4.0,9854.0,9692.0,244.0,213.0,22.0,30.0,113.0,32.075471698113205,15.09433962264151,33.20754716981132,1.1320754716981132,5.660377358490566,9.433962264150944,2.2641509433962264,1.1320754716981132
42,296.0,96.0,40.0,110.0,6.0,9.0,30.0,5.0,0.0,127.0,267.0,29.0,0.0,4.0,9921.0,9759.0,253.0,234.0,25.0,37.0,140.0,32.432432432432435,13.513513513513514,37.16216216216216,2.027027027027027,3.0405405405405403,10.135135135135135,1.6891891891891893,0.0
43,322.0,105.0,41.0,93.0,7.0,17.0,45.0,12.0,2.0,123.0,288.0,34.0,2.0,3.0,9962.0,9799.0,275.0,259.0,25.0,38.0,138.0,32.608695652173914,12.732919254658386,28.88198757763975,2.1739130434782608,5.279503105590062,13.975155279503106,3.7267080745341614,0.6211180124223602
44,343.0,101.0,39.0,116.0,5.0,16.0,53.0,10.0,3.0,132.0,317.0,26.0,1.0,3.0,10108.0,9946.0,279.0,276.0,18.0,49.0,169.0,29.44606413994169,11.370262390670554,33.819241982507286,1.4577259475218658,4.664723032069971,15.451895043731778,2.9154518950437316,0.8746355685131195
45,294.0,89.0,44.0,90.0,6.0,15.0,39.0,11.0,0.0,126.0,261.0,33.0,2.0,3.0,9914.0,9751.0,250.0,238.0,30.0,26.0,129.0,30.272108843537413,14.965986394557824,30.612244897959183,2.0408163265306123,5.1020408163265305,13.26530612244898,3.741496598639456,0.0
46,210.0,63.0,26.0,72.0,0.0,14.0,27.0,5.0,3.0,107.0,191.0,19.0,0.0,1.0,10032.0,9873.0,189.0,175.0,17.0,18.0,99.0,30.0,12.380952380952381,34.285714285714285,0.0,6.666666666666667,12.857142857142858,2.380952380952381,1.4285714285714286
47,341.0,124.0,43.0,106.0,11.0,18.0,31.0,7.0,1.0,124.0,287.0,54.0,0.0,4.0,9635.0,9473.0,301.0,260.0,42.0,39.0,137.0,36.36363636363637,12.609970674486803,31.085043988269796,3.225806451612903,5.278592375366569,9.090909090909092,2.0527859237536656,0.2932551319648094
48,279.0,86.0,32.0,100.0,5.0,18.0,31.0,6.0,1.0,125.0,250.0,29.0,0.0,2.0,9929.0,9769.0,222.0,213.0,23.0,43.0,131.0,30.82437275985663,11.469534050179211,35.842293906810035,1.7921146953405018,6.451612903225806,11.11111111111111,2.150537634408602,0.35842293906810035
49,217.0,58.0,34.0,72.0,10.0,13.0,23.0,6.0,1.0,116.0,182.0,35.0,0.0,1.0,9710.0,9551.0,204.0,147.0,28.0,42.0,95.0,26.72811059907834,15.668202764976959,33.17972350230415,4.608294930875576,5.990783410138249,10.599078341013826,2.7649769585253456,0.4608294930875576
50,239.0,83.0,17.0,86.0,4.0,15.0,28.0,6.0,0.0,129.0,201.0,38.0,1.0,3.0,10114.0,9952.0,207.0,174.0,28.0,37.0,114.0,34.72803347280335,7.112970711297071,35.98326359832636,1.6736401673640167,6.2761506276150625,11.715481171548117,2.510460251046025,0.0
51,294.0,93.0,36.0,108.0,6.0,14.0,32.0,5.0,0.0,133.0,261.0,33.0,1.0,0.0,9960.0,9801.0,242.0,236.0,28.0,30.0,140.0,31.632653061224488,12.244897959183673,36.734693877551024,2.0408163265306123,4.761904761904762,10.884353741496598,1.7006802721088434,0.0
52,269.0,100.0,36.0,82.0,4.0,14.0,30.0,2.0,1.0,110.0,237.0,32.0,0.0,3.0,9867.0,9706.0,226.0,213.0,25.0,31.0,112.0,37.174721189591075,13.382899628252789,30.483271375464685,1.486988847583643,5.204460966542751,11.152416356877323,0.7434944237918215,0.37174721189591076
53,270.0,87.0,29.0,89.0,3.0,18.0,33.0,6.0,5.0,132.0,242.0,28.0,1.0,2.0,9891.0,9730.0,245.0,197.0,24.0,49.0,122.0,32.22222222222222,10.74074074074074,32.96296296296296,1.1111111111111112,6.666666666666667,12.222222222222221,2.2222222222222223,1.8518518518518519
54,239.0,67.0,21.0,83.0,8.0,22.0,32.0,5.0,1.0,136.0,216.0,23.0,3.0,2.0,9997.0,9834.0,223.0,177.0,16.0,46.0,115.0,28.03347280334728,8.786610878661088,34.72803347280335,3.3472803347280333,9.205020920502092,13.389121338912133,2.092050209205021,0.41841004184100417
55,255.0,90.0,27.0,80.0,6.0,11.0,36.0,5.0,0.0,112.0,221.0,34.0,0.0,0.0,9834.0,9676.0,212.0,183.0,27.0,45.0,116.0,35.294117647058826,10.588235294117647,31.372549019607842,2.3529411764705883,4.313725490196078,14.117647058823529,1.9607843137254901,0.0
56,270.0,100.0,28.0,92.0,8.0,11.0,27.0,1.0,3.0,116.0,234.0,36.0,1.0,0.0,9901.0,9742.0,230.0,204.0,27.0,39.0,119.0,37.03703703703704,10.37037037037037,34.074074074074076,2.962962962962963,4.074074074074074,10.0,0.37037037037037035,1.1111111111111112
