,peak transmission
0,5.0
1,7.0
2,8.0
3,9.0
4,10.0
5,11.0
6,7.0
7,6.0
8,8.0
9,7.0
10,6.0
11,9.0
12,7.0
13,6.0
14,7.0
15,14.0
16,8.0
17,6.0
18,9.0
19,5.0
20,5.0
21,8.0
22,7.0
23,7.0
24,6.0
25,6.0
26,7.0
27,6.0
28,9.0
29,8.0
30,11.0
31,5.0
32,6.0
33,10.0
34,7.0
35,8.0
36,5.0
37,6.0
38,6.0
39,7.0
40,10.0
41,5.0
42,11.0
43,8.0
44,9.0
45,9.0
46,6.0
47,11.0
48,10.0
49,10.0
50,6.0
51,7.0
52,7.0
53,7.0
54,11.0
55,7.0
56,6.0
57,10.0
58,8.0
59,8.0
60,10.0
61,6.0
62,7.0
63,7.0
64,8.0
65,7.0
66,7.0
67,7.0
68,8.0
69,8.0
70,9.0
71,8.0
72,7.0
73,7.0
74,7.0
75,9.0
76,6.0
77,9.0
78,5.0
79,9.0
80,5.0
81,10.0
82,8.0
83,10.0
84,7.0
85,7.0
86,8.0
87,8.0
88,7.0
89,6.0
90,6.0
91,6.0
92,8.0
93,6.0
94,6.0
95,10.0
96,7.0
97,10.0
98,9.0
99,9.0
