,peak transmission
0,8.0
1,9.0
2,7.0
3,7.0
4,8.0
5,7.0
6,7.0
7,9.0
8,4.0
9,6.0
10,6.0
11,6.0
12,7.0
13,5.0
14,7.0
15,6.0
16,6.0
17,8.0
18,11.0
19,7.0
20,8.0
21,10.0
22,9.0
23,9.0
24,6.0
25,11.0
26,8.0
27,9.0
28,10.0
29,7.0
30,5.0
31,10.0
32,5.0
33,8.0
34,9.0
35,8.0
36,8.0
37,8.0
38,6.0
39,6.0
40,9.0
41,9.0
42,6.0
43,6.0
44,9.0
45,8.0
46,6.0
47,8.0
48,8.0
49,5.0
50,11.0
51,5.0
52,7.0
53,6.0
54,5.0
55,8.0
56,6.0
57,6.0
58,4.0
59,4.0
60,8.0
61,6.0
62,4.0
63,6.0
64,5.0
65,7.0
66,5.0
67,8.0
68,10.0
69,5.0
70,6.0
71,8.0
72,5.0
73,6.0
74,5.0
75,7.0
76,5.0
77,4.0
78,8.0
79,5.0
80,7.0
81,6.0
82,7.0
83,6.0
84,5.0
85,6.0
86,8.0
87,5.0
88,6.0
89,6.0
90,6.0
91,10.0
92,5.0
93,7.0
94,8.0
95,9.0
96,8.0
97,5.0
98,6.0
99,8.0
