,peak transmission
0,7.0
1,8.0
2,7.0
3,8.0
4,10.0
5,7.0
6,7.0
7,10.0
8,7.0
9,6.0
10,7.0
11,6.0
12,8.0
13,7.0
14,7.0
15,10.0
16,11.0
17,6.0
18,8.0
19,7.0
20,6.0
21,12.0
22,7.0
23,6.0
24,8.0
25,7.0
26,7.0
27,10.0
28,8.0
29,7.0
30,9.0
31,9.0
32,6.0
33,5.0
34,8.0
35,9.0
36,10.0
37,10.0
38,8.0
39,8.0
40,12.0
41,9.0
42,8.0
43,10.0
44,9.0
45,7.0
46,8.0
47,9.0
48,11.0
49,8.0
50,7.0
51,5.0
52,9.0
53,6.0
54,6.0
55,7.0
56,8.0
57,8.0
58,7.0
59,7.0
60,7.0
61,5.0
62,8.0
63,5.0
64,7.0
65,8.0
66,6.0
67,7.0
68,6.0
69,7.0
70,7.0
71,9.0
72,7.0
73,10.0
74,6.0
75,5.0
76,7.0
77,5.0
78,10.0
79,9.0
80,6.0
81,9.0
82,10.0
83,6.0
84,9.0
85,10.0
86,9.0
87,12.0
88,9.0
89,10.0
90,8.0
91,11.0
92,6.0
93,11.0
94,9.0
95,9.0
96,11.0
97,7.0
98,8.0
99,9.0
