,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,7,0,84.25694444444444,0.0,77.25,24.0,0.0,84.0,0.0,0.1796875,1150.0,135.0,0.0
1,2,0,96.92361111111111,5.0,88.16666666666667,5.0,0.0,96.0,0.0,0.2750809061488673,1209.0,158.0,0.0
2,7,2,74.49305555555556,1.0,67.0,27.0,1.0,74.0,0.0,0.0401785714285714,1088.0,29.0,28.57142857142857
3,5,1,86.82638888888889,1.0,82.51388888888889,18.0,1.0,86.0,0.0,0.1920289855072463,1182.0,147.0,20.0
4,8,0,87.19444444444444,1.0,82.0,11.0,0.0,87.0,0.0,0.2194244604316546,1186.0,160.0,0.0
5,8,0,117.54166666666669,0.0,114.0,23.0,0.0,117.0,0.0,0.1119402985074626,1137.0,47.0,0.0
6,5,0,103.50694444444444,0.0,98.83333333333331,28.0,1.0,103.0,0.0,0.2454212454212454,1166.0,124.0,0.0
7,9,1,87.90972222222223,0.0,83.0,24.0,0.0,87.0,0.0,0.2194244604316546,1185.0,159.0,11.11111111111111
8,1,0,95.94444444444444,2.0,89.33333333333333,8.0,0.0,95.0,0.0,0.2670807453416149,1226.0,162.0,0.0
9,6,0,102.92361111111111,0.0,99.34027777777776,17.0,0.0,102.0,0.0,0.2491228070175438,1177.0,129.0,0.0
10,7,1,82.0625,0.0,75.0,10.0,1.0,82.0,0.0,0.1330472103004291,1118.0,110.0,14.285714285714285
11,9,0,84.15972222222223,0.0,83.0,23.0,0.0,84.0,0.0,0.1796875,1148.0,135.0,0.0
12,8,0,89.90277777777777,1.0,86.0,26.0,0.0,89.0,0.0,0.2432432432432432,1208.0,171.0,0.0
13,4,1,98.08333333333331,1.0,91.51388888888889,24.0,1.0,98.0,0.0,0.25,1199.0,147.0,25.0
14,7,2,189.34722222222223,0.0,185.35416666666663,24.0,0.0,189.0,0.0,0.003831417624521,1127.0,12.0,28.57142857142857
15,4,0,228.05555555555557,0.0,223.0,8.0,0.0,228.0,0.0,0.0081632653061224,1113.0,5.0,0.0
16,2,0,88.36111111111111,3.0,84.02083333333333,5.0,0.0,88.0,0.0,0.2198581560283688,1200.0,163.0,0.0
17,8,0,88.99305555555556,1.0,84.0,26.0,0.0,88.0,0.0,0.2198581560283688,1194.0,163.0,0.0
18,5,1,79.34027777777777,3.0,74.50694444444444,27.0,0.0,79.0,0.0,0.0862745098039215,1133.0,70.0,20.0
19,5,1,96.22222222222224,1.0,90.0,28.0,0.0,96.0,0.0,0.2750809061488673,1206.0,157.0,20.0
