,max,std
0,100.0,15.024845393020206
1,60.0,11.86034545777747
2,100.0,13.969897977193476
3,60.0,12.036548177867594
4,66.66666666666667,12.978840296492038
5,50.0,12.653713918075596
6,100.0,14.36317276586308
7,100.0,15.216250480989329
8,66.66666666666667,12.760343242843202
9,50.0,9.77623298242348
10,100.0,14.207839533137674
11,50.0,9.799538513856339
12,100.0,12.738511535287703
13,100.0,12.294498000652931
14,100.0,14.486791910406685
15,50.0,10.181439799813603
16,50.0,10.190094730389339
17,50.0,10.956798303860605
18,83.33333333333333,13.709965880445194
19,42.857142857142854,9.193369565378921
20,50.0,10.058181121363111
21,100.0,17.264646896585255
22,66.66666666666667,12.820135434012894
23,50.0,10.199540348515814
24,66.66666666666667,13.875550292314212
25,50.0,10.54614346298488
26,50.0,11.108010107296945
27,100.0,13.071714711076194
28,100.0,13.43452044858064
29,100.0,11.444215471701169
30,50.0,12.129948997363563
31,50.0,11.67206531727016
32,33.333333333333336,7.767181051264268
33,100.0,14.954631456467823
34,100.0,12.591329830171627
35,100.0,11.716354947951004
36,80.0,16.145274440467702
37,100.0,13.158442413868888
38,50.0,10.847234335206636
39,60.0,11.309133286751518
40,71.42857142857143,13.521722258766477
41,40.0,9.348923918753552
42,100.0,12.51071343522559
43,100.0,17.269144541812373
44,100.0,13.059332781623207
45,40.0,8.908495243767918
46,50.0,11.120444260466254
47,50.0,9.944111529572288
48,50.0,12.284494394068798
49,100.0,13.618107604930648
50,100.0,16.73427005683529
51,100.0,13.286902520513141
52,100.0,11.504890629167376
53,50.0,11.23067521618814
54,33.333333333333336,6.880755089666792
55,66.66666666666667,10.228886959141008
56,100.0,13.430052238925386
57,100.0,14.231590914037387
58,50.0,10.752596802152414
59,100.0,13.457189433346578
60,40.0,7.234214246459999
61,57.142857142857146,10.855768142902406
62,100.0,13.441980577815624
63,75.0,11.193344307905438
64,100.0,13.783034261991897
65,100.0,12.983312563423585
66,66.66666666666667,12.310550510009227
67,100.0,15.410067913662694
68,100.0,11.113784267720018
69,80.0,12.675985127748932
70,100.0,15.171267046196615
71,100.0,13.066268217971874
72,100.0,13.251766865645102
73,100.0,15.757159651505583
74,50.0,11.772784172983872
75,66.66666666666667,13.599070787719423
76,100.0,12.791877186077238
77,50.0,11.310670650575798
78,55.55555555555556,12.647428990317962
79,50.0,9.556344620795421
80,60.0,11.529961781518024
81,100.0,13.069571178159284
82,100.0,12.034998700652569
83,66.66666666666667,8.989703214691978
84,100.0,10.904740729620908
85,66.66666666666667,13.435337269133592
86,66.66666666666667,12.914707464434128
87,100.0,12.918759109234484
88,100.0,15.096246689293803
89,66.66666666666667,13.528573392873225
90,75.0,10.769922645978635
91,50.0,12.220478565272769
92,60.0,8.862255465152382
93,57.142857142857146,11.560179266509932
94,50.0,8.555496812114665
95,66.66666666666667,11.178407057182394
96,66.66666666666667,11.66759905592859
97,100.0,13.298004685221375
98,100.0,16.250698977065834
99,66.66666666666667,12.003835982238293
