,n_contacts_traced,n_pos_contacts,positivity_rate
0,812.0,51.0,6.280788177339901
1,894.0,63.0,7.046979865771812
2,638.0,34.0,5.329153605015674
3,698.0,47.0,6.73352435530086
4,825.0,74.0,8.969696969696969
5,819.0,74.0,9.035409035409035
6,918.0,55.0,5.991285403050109
7,1071.0,100.0,9.337068160597573
8,710.0,50.0,7.042253521126761
9,652.0,35.0,5.368098159509202
10,947.0,44.0,4.646251319957761
11,702.0,40.0,5.698005698005698
12,763.0,39.0,5.111402359108781
13,709.0,46.0,6.488011283497884
14,758.0,49.0,6.464379947229552
15,847.0,46.0,5.430932703659977
16,786.0,55.0,6.997455470737913
17,746.0,47.0,6.3002680965147455
18,968.0,84.0,8.677685950413224
19,753.0,43.0,5.710491367861886
20,674.0,34.0,5.044510385756676
21,984.0,91.0,9.247967479674797
22,754.0,55.0,7.294429708222812
23,784.0,50.0,6.377551020408164
24,709.0,55.0,7.757404795486601
25,785.0,56.0,7.13375796178344
26,810.0,63.0,7.777777777777778
27,821.0,60.0,7.3081607795371495
28,1000.0,62.0,6.2
29,726.0,39.0,5.371900826446281
30,743.0,58.0,7.806191117092867
31,817.0,59.0,7.221542227662178
32,793.0,36.0,4.539722572509458
33,896.0,58.0,6.473214285714286
34,875.0,52.0,5.942857142857143
35,837.0,40.0,4.778972520908005
36,674.0,70.0,10.385756676557863
37,634.0,29.0,4.574132492113565
38,788.0,44.0,5.583756345177665
39,675.0,39.0,5.777777777777778
40,904.0,71.0,7.853982300884955
41,775.0,41.0,5.290322580645161
42,661.0,31.0,4.689863842662632
43,763.0,58.0,7.601572739187418
44,978.0,66.0,6.748466257668712
45,651.0,31.0,4.761904761904762
46,893.0,56.0,6.270996640537514
47,821.0,46.0,5.602923264311815
48,932.0,62.0,6.652360515021459
49,834.0,52.0,6.235011990407674
50,787.0,70.0,8.89453621346887
51,846.0,62.0,7.328605200945627
52,828.0,45.0,5.434782608695652
53,688.0,46.0,6.686046511627907
54,688.0,22.0,3.197674418604651
55,632.0,21.0,3.3227848101265822
56,768.0,49.0,6.380208333333333
57,875.0,53.0,6.057142857142857
58,727.0,43.0,5.914718019257221
59,660.0,36.0,5.454545454545454
60,791.0,28.0,3.5398230088495577
61,698.0,39.0,5.587392550143266
62,666.0,19.0,2.8528528528528527
63,736.0,39.0,5.298913043478261
64,823.0,57.0,6.92588092345079
65,861.0,63.0,7.317073170731708
66,797.0,58.0,7.277289836888332
67,734.0,46.0,6.267029972752043
68,902.0,37.0,4.101995565410199
69,756.0,44.0,5.8201058201058204
70,739.0,61.0,8.254397834912043
71,1057.0,65.0,6.149479659413434
72,924.0,53.0,5.735930735930736
73,850.0,80.0,9.411764705882353
74,625.0,45.0,7.2
75,551.0,37.0,6.715063520871143
76,760.0,36.0,4.7368421052631575
77,695.0,47.0,6.762589928057554
78,779.0,73.0,9.370988446726573
79,691.0,34.0,4.92040520984081
80,769.0,52.0,6.7620286085825745
81,606.0,36.0,5.9405940594059405
82,856.0,42.0,4.906542056074766
83,610.0,24.0,3.9344262295081966
84,730.0,33.0,4.52054794520548
85,775.0,54.0,6.967741935483871
86,893.0,56.0,6.270996640537514
87,681.0,39.0,5.726872246696035
88,790.0,43.0,5.443037974683544
89,1059.0,78.0,7.36543909348442
90,737.0,41.0,5.563093622795115
91,916.0,78.0,8.51528384279476
92,654.0,36.0,5.504587155963303
93,807.0,47.0,5.8240396530359355
94,660.0,24.0,3.6363636363636362
95,926.0,44.0,4.751619870410368
96,682.0,44.0,6.451612903225806
97,779.0,45.0,5.7766367137355585
98,764.0,61.0,7.984293193717278
99,671.0,50.0,7.451564828614009
