,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,1
71,2
72,3
73,7
74,9
75,9
76,11
77,12
78,12
79,13
80,16
81,20
82,24
83,25
84,30
85,35
86,40
87,43
88,49
89,54
90,57
91,63
92,76
93,82
94,87
95,89
96,93
97,100
98,108
99,111
100,116
101,125
102,129
103,134
104,136
105,137
106,141
107,146
108,151
109,153
110,155
111,160
112,167
113,169
114,173
115,173
116,176
117,178
118,179
119,182
120,183
121,184
122,185
123,187
124,189
125,189
126,189
127,189
128,189
129,189
130,189
131,190
132,190
133,190
134,190
135,190
136,190
137,190
138,190
139,190
140,190
141,190
142,190
143,190
144,190
145,190
146,191
147,191
148,192
149,192
150,192
151,192
152,192
153,192
154,192
155,192
156,192
157,192
158,192
159,192
160,192
161,192
162,192
163,192
164,192
165,192
166,192
167,192
168,192
169,192
170,192
171,192
172,192
173,192
174,192
175,192
176,192
177,192
178,192
179,192
180,192
181,192
182,192
183,192
184,192
185,192
186,192
187,192
188,192
189,192
190,192
191,192
192,192
193,192
194,192
195,192
196,192
197,192
198,192
199,192
200,192
201,192
202,192
203,192
204,192
205,192
206,192
207,192
208,192
209,192
210,192
211,192
212,192
213,192
214,192
215,192
216,192
217,192
218,193
219,193
220,193
221,194
222,194
223,194
224,194
225,195
226,195
227,195
228,195
229,197
230,197
231,198
232,198
233,198
234,198
235,198
236,198
237,198
238,198
