,total_prev,nosocomial_prev
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.004081632653061225,0.0
60,0.004081632653061225,0.0
61,0.00411522633744856,0.0
62,0.003968253968253968,0.0
63,0.004166666666666667,0.0
64,0.008547008547008548,0.004273504273504274
65,0.01282051282051282,0.008547008547008548
66,0.013636363636363636,0.00909090909090909
67,0.01327433628318584,0.008849557522123894
68,0.02654867256637168,0.022123893805309734
69,0.02531645569620253,0.02109704641350211
70,0.03361344537815126,0.029411764705882353
71,0.04888888888888889,0.044444444444444446
72,0.05333333333333334,0.04888888888888889
73,0.04072398190045249,0.03619909502262444
74,0.041666666666666664,0.037037037037037035
75,0.05555555555555555,0.05092592592592592
76,0.06880733944954129,0.06422018348623854
77,0.1050228310502283,0.0776255707762557
78,0.09954751131221719,0.06787330316742081
79,0.0995850622406639,0.05394190871369295
80,0.10546875,0.05078125
81,0.10861423220973783,0.056179775280898875
82,0.10545454545454545,0.04
83,0.13559322033898305,0.05423728813559322
84,0.15771812080536912,0.06711409395973154
85,0.19014084507042253,0.08450704225352113
86,0.225,0.1
87,0.23972602739726026,0.09931506849315068
88,0.25597269624573377,0.10580204778156997
89,0.26973684210526316,0.08881578947368421
90,0.250814332247557,0.0749185667752443
91,0.27,0.07666666666666666
92,0.31921824104234525,0.10423452768729642
93,0.34121621621621623,0.11148648648648649
94,0.3344155844155844,0.09090909090909091
95,0.36054421768707484,0.11224489795918367
96,0.33114754098360655,0.11475409836065574
97,0.31475409836065577,0.10819672131147541
98,0.29900332225913623,0.10299003322259136
99,0.2958199356913183,0.09003215434083602
100,0.27899686520376177,0.07836990595611286
101,0.2671009771986971,0.07166123778501629
102,0.2656826568265683,0.06642066420664207
103,0.2593984962406015,0.06766917293233082
104,0.2737226277372263,0.06934306569343066
105,0.2679245283018868,0.06415094339622641
106,0.25806451612903225,0.06093189964157706
107,0.24452554744525548,0.051094890510948905
108,0.23106060606060605,0.045454545454545456
109,0.232,0.04
110,0.21370967741935484,0.04435483870967742
111,0.20149253731343283,0.041044776119402986
112,0.1828358208955224,0.03731343283582089
113,0.1776061776061776,0.04247104247104247
114,0.1686746987951807,0.03614457831325301
115,0.1450381679389313,0.03435114503816794
116,0.12639405204460966,0.03345724907063197
117,0.12313432835820895,0.029850746268656716
118,0.13821138211382114,0.036585365853658534
119,0.1377952755905512,0.03937007874015748
120,0.1171875,0.03515625
121,0.11336032388663968,0.02834008097165992
122,0.1016260162601626,0.032520325203252036
123,0.0888030888030888,0.03088803088803089
124,0.06923076923076923,0.015384615384615385
125,0.0860655737704918,0.028688524590163935
126,0.08366533864541832,0.03187250996015936
127,0.06557377049180328,0.02459016393442623
128,0.05263157894736842,0.016194331983805668
129,0.052845528455284556,0.02032520325203252
130,0.04435483870967742,0.012096774193548387
131,0.045454545454545456,0.012396694214876033
132,0.036734693877551024,0.00816326530612245
133,0.0411522633744856,0.012345679012345678
134,0.04081632653061224,0.012244897959183673
135,0.03643724696356275,0.008097165991902834
136,0.031496062992125984,0.003937007874015748
137,0.04417670682730924,0.012048192771084338
138,0.03816793893129771,0.011450381679389313
139,0.04329004329004329,0.012987012987012988
140,0.03879310344827586,0.01293103448275862
141,0.034934497816593885,0.013100436681222707
142,0.03167420814479638,0.013574660633484163
143,0.02666666666666667,0.008888888888888889
144,0.03524229074889868,0.013215859030837005
145,0.03361344537815126,0.01680672268907563
146,0.0379746835443038,0.02109704641350211
147,0.036036036036036036,0.02252252252252252
148,0.04090909090909091,0.022727272727272728
149,0.04484304932735426,0.026905829596412557
150,0.04424778761061947,0.02654867256637168
151,0.035398230088495575,0.017699115044247787
152,0.01327433628318584,0.004424778761061947
153,0.013636363636363636,0.004545454545454545
154,0.0182648401826484,0.0091324200913242
155,0.02252252252252252,0.009009009009009009
156,0.021367521367521368,0.008547008547008548
157,0.01556420233463035,0.0038910505836575876
158,0.016,0.004
159,0.00796812749003984,0.00398406374501992
160,0.007782101167315175,0.0038910505836575876
161,0.007462686567164179,0.0037313432835820895
162,0.0072992700729927005,0.0036496350364963502
163,0.007407407407407408,0.003703703703703704
164,0.007462686567164179,0.0037313432835820895
165,0.0038022813688212928,0.0
166,0.003787878787878788,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0043859649122807015,0.0
205,0.004545454545454545,0.0
206,0.004484304932735426,0.0
207,0.004149377593360996,0.0
208,0.004149377593360996,0.0
209,0.00411522633744856,0.0
210,0.008438818565400843,0.004219409282700422
211,0.008403361344537815,0.004201680672268907
212,0.004166666666666667,0.004166666666666667
213,0.004032258064516129,0.004032258064516129
214,0.00390625,0.00390625
215,0.003816793893129771,0.003816793893129771
216,0.00390625,0.0
217,0.0040650406504065045,0.0
218,0.004201680672268907,0.0
219,0.008733624454148471,0.004366812227074236
220,0.012605042016806723,0.008403361344537815
221,0.012448132780082987,0.008298755186721992
222,0.012875536480686695,0.008583690987124463
223,0.01293103448275862,0.008620689655172414
224,0.013100436681222707,0.008733624454148471
225,0.012875536480686695,0.008583690987124463
226,0.0043859649122807015,0.0043859649122807015
227,0.004132231404958678,0.004132231404958678
228,0.0041841004184100415,0.0041841004184100415
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
