,peak transmission
0,3.0
1,6.0
2,6.0
3,5.0
4,7.0
5,6.0
6,6.0
7,5.0
8,5.0
9,5.0
10,6.0
11,7.0
12,5.0
13,5.0
14,6.0
15,6.0
16,6.0
17,6.0
18,5.0
19,6.0
20,5.0
21,8.0
22,4.0
23,7.0
24,5.0
25,5.0
26,8.0
27,6.0
28,7.0
29,5.0
30,6.0
31,6.0
32,8.0
33,6.0
34,9.0
35,5.0
36,6.0
37,5.0
38,5.0
39,4.0
40,6.0
41,5.0
42,9.0
43,5.0
44,5.0
45,6.0
46,6.0
47,4.0
48,8.0
49,7.0
50,5.0
51,6.0
52,5.0
53,13.0
54,6.0
55,5.0
56,5.0
57,5.0
58,5.0
59,10.0
60,6.0
61,7.0
62,7.0
63,6.0
64,3.0
65,4.0
66,5.0
67,5.0
68,6.0
69,8.0
70,6.0
71,5.0
72,10.0
73,7.0
74,8.0
75,6.0
76,8.0
77,7.0
78,9.0
79,6.0
80,4.0
81,4.0
82,5.0
83,9.0
84,8.0
85,6.0
86,6.0
87,5.0
88,6.0
89,11.0
90,5.0
91,8.0
92,6.0
93,5.0
94,7.0
95,7.0
96,5.0
97,3.0
98,7.0
99,6.0
