,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,7,3,98.55555555555556,0.0,93.70833333333331,11.0,2.0,98.0,0.0,0.2149837133550488,1194.0,107.0,42.857142857142854
1,4,0,75.375,1.0,73.0,4.0,1.0,75.0,0.0,0.0175438596491228,1100.0,26.0,0.0
2,12,1,93.46527777777776,1.0,88.0,11.0,2.0,93.0,0.0,0.2371794871794871,1200.0,127.0,8.333333333333332
3,11,0,159.70138888888889,1.0,155.02083333333334,25.0,1.0,159.0,0.0,0.02,1123.0,10.0,0.0
4,11,0,73.875,0.0,70.0,27.0,0.0,73.0,0.0,0.0094339622641509,1076.0,17.0,0.0
5,4,0,138.22222222222223,0.0,131.0,5.0,1.0,138.0,0.0,0.048780487804878,1126.0,27.0,0.0
6,3,0,107.92361111111111,7.0,105.0,4.0,0.0,107.0,0.0,0.1870748299319728,1181.0,90.0,0.0
7,14,0,135.33333333333334,3.0,127.0,22.0,0.0,135.0,0.0,0.0466101694915254,1108.0,27.0,0.0
8,15,3,132.04166666666666,0.0,129.0,14.0,0.0,132.0,0.0,0.0515873015873015,1123.0,27.0,20.0
9,10,0,123.60416666666669,1.0,120.0,23.0,0.0,123.0,0.0,0.0646551724137931,1107.0,30.0,0.0
10,13,2,139.84027777777777,2.0,132.85416666666666,10.0,2.0,139.0,0.0,0.0476190476190476,1103.0,21.0,15.384615384615385
11,11,0,120.21527777777776,0.0,115.0,25.0,0.0,120.0,0.0,0.1101694915254237,1113.0,44.0,0.0
12,13,0,152.19444444444446,0.0,148.0,16.0,0.0,152.0,0.0,0.0423728813559322,1109.0,23.0,0.0
13,6,1,71.54861111111111,0.0,66.79166666666667,25.0,0.0,71.0,0.0,0.0044052863436123,1094.0,11.0,16.666666666666664
14,10,1,96.65972222222224,0.0,91.0,15.0,0.0,96.0,0.0,0.2516778523489933,1186.0,128.0,10.0
15,16,0,218.48611111111111,0.0,209.0,12.0,0.0,218.0,0.0,0.0043668122270742,1094.0,2.0,0.0
16,6,0,81.1875,1.0,79.5,1.0,0.0,81.0,0.0,0.0689655172413793,1137.0,60.0,0.0
17,6,2,106.88194444444444,0.0,105.41666666666669,15.0,0.0,106.0,0.0,0.1939799331103679,1183.0,93.0,33.33333333333333
18,12,0,85.20138888888889,2.0,81.86111111111111,18.0,1.0,85.0,0.0,0.1527272727272727,1157.0,102.0,0.0
19,11,0,80.50694444444444,0.0,75.0,26.0,0.0,80.0,0.0,0.0656370656370656,1126.0,56.0,0.0
20,18,1,101.04166666666669,0.0,96.34722222222224,24.0,0.0,101.0,0.0,0.211038961038961,1187.0,103.0,5.555555555555555
21,9,1,154.90277777777777,2.0,151.5,14.0,1.0,154.0,0.0,0.0321285140562249,1125.0,18.0,11.11111111111111
22,21,0,106.70833333333331,0.0,101.0,28.0,1.0,106.0,0.0,0.1939799331103679,1168.0,95.0,0.0
23,10,0,114.52083333333331,8.0,109.0,19.0,0.0,114.0,0.0,0.1383399209486166,1134.0,67.0,0.0
24,13,1,98.54861111111111,1.0,93.0,16.0,0.0,98.0,0.0,0.2149837133550488,1188.0,109.0,7.6923076923076925
25,3,0,121.38888888888889,7.0,113.04166666666669,11.0,0.0,121.0,0.0,0.1065573770491803,1126.0,41.0,0.0
26,15,1,99.70833333333331,3.0,96.18055555555556,11.0,1.0,99.0,0.0,0.2186495176848874,1195.0,110.0,6.666666666666667
27,11,0,82.18055555555556,0.0,79.125,16.0,2.0,82.0,0.0,0.0871212121212121,1140.0,70.0,0.0
28,14,3,87.13888888888889,0.0,85.0,20.0,0.0,87.0,0.0,0.1866197183098591,1174.0,115.0,21.428571428571427
29,6,0,99.9375,1.0,97.0,7.0,0.0,99.0,0.0,0.2186495176848874,1204.0,111.0,0.0
30,16,3,86.96527777777777,1.0,85.16666666666667,28.0,0.0,86.0,0.0,0.1797752808988764,1148.0,106.0,18.75
31,20,2,78.48611111111111,0.0,73.16666666666667,21.0,0.0,78.0,0.0,0.0436681222707423,1086.0,39.0,10.0
32,12,0,114.58333333333331,0.0,104.38888888888889,28.0,0.0,114.0,0.0,0.1383399209486166,1132.0,67.0,0.0
33,14,2,139.05555555555554,2.0,132.00694444444446,10.0,0.0,139.0,0.0,0.0476190476190476,1102.0,21.0,14.285714285714285
34,6,0,96.69444444444444,12.0,91.0,1.0,0.0,96.0,0.0,0.2516778523489933,1190.0,129.0,0.0
35,13,0,87.13888888888889,2.0,78.28472222222223,28.0,1.0,87.0,0.0,0.1866197183098591,1175.0,118.0,0.0
