,total_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,4.3103448275862e-05,0.0,0.0
55,8.5205687615326e-05,0.0,0.0
56,0.000126633760375649,0.0,0.0021255060728744505
57,8.4425762325448e-05,0.0,0.0
58,0.00017454278739655198,0.0,0.004191994394324223
59,0.00451960027848784,0.00383841732979658,0.008909722222222164
60,0.004520734442540238,0.003816121090278605,0.008565051020408119
61,0.004515630986877455,0.0038219332377636274,0.008587926412807893
62,0.00484619599482107,0.003744669509594835,0.011344015218027474
63,0.0052063829065015,0.00375874496502009,0.013438313994790405
64,0.005594111894452316,0.0038226131976131224,0.014088123787691734
65,0.006607755708064569,0.00384547108685033,0.01552219738102838
66,0.007258251083367442,0.0038022813688212,0.01779707747449677
67,0.008178805141681155,0.0037453183520599,0.02228687939040357
68,0.008979110786583087,0.0039041514041513476,0.022643725932585724
69,0.010069185475337337,0.0038167938931297,0.029569629870834578
70,0.011716472316533541,0.003951253808296175,0.02798828124999995
71,0.013552506219704956,0.0040237563155849,0.033805668016194286
72,0.015121196473756085,0.0041493775933609,0.03665876336587625
73,0.017287746548556197,0.00422612660944201,0.03894102990033213
74,0.01944281712410169,0.0043568445035124075,0.04846930786094577
75,0.021856553945928878,0.004395142592163209,0.05481885450701511
76,0.02388064175940814,0.004514186131833162,0.0546218487394958
77,0.0461644505470991,0.028919631093544125,0.0785384615384615
78,0.051864947492539365,0.0352352119236143,0.08008884276602202
79,0.06947588729587878,0.04848014888337466,0.09981075697211154
80,0.08302381187405683,0.061838905516631466,0.11719564430026921
81,0.08717143585300813,0.06117984264865018,0.12115634821398392
82,0.10463174633340185,0.07908887785501487,0.13807821698906642
83,0.12728632499431788,0.09675245098039212,0.1644230769230768
84,0.1382448806489746,0.1108884648006785,0.16838439052414578
85,0.15339118910393912,0.1247239057239057,0.1871426507709619
86,0.17434443211492165,0.13974419216600253,0.2083840739301291
87,0.19582268731384644,0.16050063355914027,0.23168786433492305
88,0.20318750733985624,0.172099137421718,0.23329275247872241
89,0.23040420850305027,0.19724764273731704,0.26214581260147696
90,0.22457154223858292,0.18776707197915532,0.2575397054910987
91,0.23238554800516475,0.19652223166241856,0.26636217948717944
92,0.25161647583795355,0.21917280332399694,0.2826441391098547
93,0.2526789429587709,0.21864207883222617,0.28169781931464166
94,0.2692547634367919,0.23445494332436043,0.2991626290288603
95,0.26191007297417246,0.23215980745886158,0.28723076322771957
96,0.2481098047504141,0.21715789972215202,0.27516589250165885
97,0.2385376878742429,0.20564470720720718,0.27405905470274833
98,0.22842070548246204,0.19626791857798162,0.2565488215488215
99,0.2380628875867026,0.20726324960942194,0.27147212873483606
100,0.23509042501487745,0.20838557993730403,0.27008146361443586
101,0.22367607144177135,0.1971548419218322,0.255057355893318
102,0.2166932838641986,0.19302244039270683,0.24282141436360652
103,0.21135346025918356,0.18840855418525318,0.24211597356544157
104,0.22016431552942925,0.1942243251628917,0.25099595544921227
105,0.21246246600153373,0.1833271344739235,0.2430279661738414
106,0.21296831305352296,0.18340733557891867,0.24596698113207538
107,0.2051293941363334,0.17474317971204478,0.23493279056441593
108,0.1958547853332392,0.16702303780866684,0.22092276144907716
109,0.18679581866739092,0.16055430277913207,0.21510320108762815
110,0.171017556700534,0.14639945652173905,0.19757204690231941
111,0.17432540540953556,0.14764042048850867,0.2062587440540432
112,0.16115101094262257,0.13580685618729094,0.1893829905503056
113,0.1502871681585459,0.12475961538461536,0.17456018518518512
114,0.14331378123408042,0.1188447690922938,0.17018361705861698
115,0.13166399576896365,0.10371287128712868,0.16073706033743201
116,0.12169023261525755,0.09322565543071157,0.15291808458920753
117,0.11680213379066251,0.0907289879931389,0.14386896489213846
118,0.11483437471552951,0.08843701095461654,0.1442333333333333
119,0.11278827302592771,0.08992457524979587,0.13975401069518711
120,0.09706396675250567,0.07663819204152243,0.12462793598004564
121,0.09683096327771651,0.07627028714107362,0.12489626082991323
122,0.08417831139181743,0.06604920814479635,0.11350824766913689
123,0.07590376224625732,0.05744409099672256,0.10546205712446116
124,0.06813866208137875,0.047365369100443686,0.09614129988784631
125,0.06221607708271076,0.04353321033210327,0.09072296238244511
126,0.06187529233060134,0.04423685003011439,0.08587424633936255
127,0.05508151293382887,0.040152947556649915,0.07949782637552262
128,0.053426303153080223,0.037365117969361455,0.0755738384955752
