,n_contacts_traced,n_pos_contacts,positivity_rate
0,1306.0,69.0,5.283307810107198
1,1464.0,85.0,5.806010928961749
2,1505.0,96.0,6.378737541528239
3,1494.0,69.0,4.618473895582329
4,1292.0,83.0,6.424148606811145
5,1128.0,48.0,4.25531914893617
6,1418.0,80.0,5.6417489421720735
7,1367.0,81.0,5.92538405267008
8,1509.0,76.0,5.036447978793904
9,1574.0,113.0,7.179161372299873
10,1512.0,69.0,4.563492063492063
11,1501.0,82.0,5.463024650233178
12,1128.0,73.0,6.471631205673759
13,1300.0,65.0,5.0
14,1534.0,94.0,6.127770534550195
15,1443.0,88.0,6.098406098406098
16,1741.0,121.0,6.950028719126939
17,1216.0,57.0,4.6875
18,1231.0,92.0,7.473598700243704
19,1354.0,59.0,4.357459379615952
20,1325.0,64.0,4.830188679245283
21,1580.0,94.0,5.949367088607595
22,1292.0,64.0,4.953560371517028
23,1460.0,77.0,5.273972602739726
24,1402.0,49.0,3.4950071326676175
25,1267.0,72.0,5.682715074980268
26,1593.0,92.0,5.775266792215945
27,1586.0,94.0,5.926860025220681
28,1520.0,86.0,5.657894736842105
29,1141.0,71.0,6.222611744084137
30,1326.0,81.0,6.108597285067873
31,1353.0,57.0,4.212860310421286
32,1471.0,103.0,7.0020394289598915
33,1447.0,97.0,6.703524533517623
34,1538.0,78.0,5.071521456436931
35,1428.0,63.0,4.411764705882353
36,1332.0,65.0,4.87987987987988
37,1632.0,81.0,4.963235294117647
38,1344.0,78.0,5.803571428571429
39,874.0,26.0,2.9748283752860414
40,1364.0,61.0,4.472140762463343
41,1731.0,114.0,6.58578856152513
42,1467.0,83.0,5.657805044308112
43,1749.0,99.0,5.660377358490566
44,1174.0,61.0,5.195911413969336
45,1560.0,91.0,5.833333333333333
46,1368.0,60.0,4.385964912280702
47,1254.0,48.0,3.827751196172249
48,1541.0,75.0,4.866969500324465
49,1408.0,91.0,6.463068181818182
50,1309.0,74.0,5.653170359052712
51,1501.0,89.0,5.929380413057961
52,1293.0,57.0,4.408352668213457
53,1661.0,98.0,5.900060204695967
54,1339.0,48.0,3.5847647498132935
55,1380.0,60.0,4.3478260869565215
56,1114.0,56.0,5.026929982046679
57,1100.0,54.0,4.909090909090909
58,1483.0,80.0,5.394470667565745
59,1578.0,78.0,4.942965779467681
60,1406.0,58.0,4.125177809388336
61,1502.0,73.0,4.860186418109188
62,1428.0,84.0,5.882352941176471
63,1525.0,88.0,5.770491803278689
64,1296.0,61.0,4.70679012345679
65,1262.0,74.0,5.863708399366086
66,1584.0,91.0,5.744949494949495
67,1701.0,106.0,6.231628453850676
68,1268.0,83.0,6.545741324921136
69,1415.0,75.0,5.30035335689046
70,1501.0,94.0,6.262491672218521
71,1385.0,73.0,5.270758122743683
72,1298.0,79.0,6.086286594761171
73,1649.0,89.0,5.3972104305639785
74,1643.0,98.0,5.964698721850274
75,1103.0,41.0,3.71713508612874
76,1655.0,116.0,7.009063444108762
77,1244.0,83.0,6.672025723472669
78,1298.0,71.0,5.469953775038521
79,1466.0,72.0,4.911323328785811
80,1153.0,44.0,3.816131830008673
81,1343.0,76.0,5.658972449739389
82,1490.0,88.0,5.906040268456376
83,1404.0,69.0,4.914529914529915
84,1368.0,96.0,7.017543859649122
85,1189.0,71.0,5.971404541631623
86,1289.0,52.0,4.034134988363072
87,1535.0,70.0,4.5602605863192185
88,1511.0,71.0,4.698874917273329
89,1626.0,90.0,5.535055350553505
90,1110.0,64.0,5.7657657657657655
91,1249.0,70.0,5.604483586869495
92,1375.0,71.0,5.163636363636364
93,1339.0,65.0,4.854368932038835
94,1429.0,73.0,5.108467459762071
95,1486.0,68.0,4.576043068640646
96,991.0,49.0,4.944500504540867
97,1041.0,39.0,3.7463976945244957
98,1532.0,98.0,6.396866840731071
99,1621.0,84.0,5.1819864281307835
