,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,1.01,1.0,1.0
62,1.01,1.0,1.0
63,1.0,1.0,1.0
64,1.01,1.0,1.0
65,1.02,1.0,1.0
66,1.02,1.0,1.0
67,1.02,1.0,1.0
68,1.03,1.0,1.5249999999999915
69,1.05,1.0,2.0
70,1.05,1.0,2.0
71,1.07,1.0,2.0
72,1.07,1.0,2.0
73,1.11,1.0,2.0
74,1.12,1.0,2.0
75,1.12,1.0,2.0
76,1.12,1.0,2.0
77,6.16,6.0,7.5249999999999915
78,7.19,7.0,8.524999999999991
79,11.21,11.0,12.0
80,14.22,14.0,15.0
81,17.27,17.0,18.52499999999999
82,18.32,18.0,20.0
83,24.35,24.0,25.52499999999999
84,28.41,28.0,30.0
85,33.46,33.0,35.0
86,38.52,38.0,40.0
87,45.56,45.0,47.52499999999999
88,51.64,51.0,54.0
89,59.71,59.0,62.0
90,59.7,59.0,62.0
91,65.68,65.0,68.0
92,72.71,72.0,75.0
93,76.74,76.0,79.0
94,83.81,83.0,86.52499999999999
95,84.86,84.0,87.0
96,79.88,79.0,83.0
97,75.8,75.0,78.0
98,73.8,73.0,76.52499999999999
99,72.85,72.0,75.52499999999999
100,74.81,74.0,77.0
101,73.85,73.0,76.0
102,69.86,69.0,72.0
103,61.87,61.0,64.0
104,62.8,62.0,65.52499999999999
105,61.79,61.0,64.52499999999999
106,61.81,61.0,64.0
107,61.82,61.0,64.52499999999999
108,59.75,59.0,62.0
109,56.71,56.0,59.0
110,53.73,53.0,56.0
111,52.67,52.0,55.0
112,52.65,52.0,55.0
113,45.62,45.0,48.0
114,40.59,40.0,43.0
115,38.59,38.0,41.0
116,38.58,38.0,41.0
117,34.54,34.0,36.0
118,35.58,35.0,37.0
119,34.56,34.0,36.0
120,34.52,34.0,36.0
121,32.47,32.0,34.0
122,31.46,31.0,33.0
123,29.45,29.0,31.0
124,27.46,27.0,29.0
125,25.44,25.0,27.0
126,25.43,25.0,27.0
127,22.44,22.0,24.0
128,19.43,19.0,21.0
129,18.4,18.0,20.0
130,17.4,17.0,19.0
131,16.4,16.0,18.0
132,16.41,16.0,18.0
133,16.39,16.0,18.0
134,15.36,15.0,17.0
135,15.35,15.0,17.0
136,15.37,15.0,17.0
137,15.34,15.0,17.0
138,15.33,15.0,17.0
139,14.31,14.0,16.0
140,14.31,14.0,16.0
141,14.34,14.0,16.0
142,11.34,11.0,13.0
143,10.33,10.0,12.0
144,11.32,11.0,13.0
145,11.31,11.0,13.0
146,10.29,10.0,11.524999999999991
147,10.29,10.0,11.524999999999991
148,11.26,11.0,13.0
149,11.25,11.0,12.524999999999991
150,10.27,10.0,12.0
151,9.28,9.0,11.0
152,9.26,9.0,11.0
153,8.25,8.0,10.0
154,8.26,8.0,10.0
155,8.25,8.0,10.0
156,8.23,8.0,10.0
157,8.22,8.0,10.0
158,8.2,8.0,9.524999999999991
159,7.19,7.0,8.524999999999991
160,6.18,6.0,7.5249999999999915
161,6.17,6.0,7.0
162,6.16,6.0,7.0
163,6.15,6.0,7.0
164,6.13,6.0,7.0
165,5.11,5.0,6.0
166,5.11,5.0,6.0
167,5.11,5.0,6.0
168,4.11,4.0,5.0
169,4.11,4.0,5.0
170,4.11,4.0,5.0
171,4.11,4.0,5.0
172,4.1,4.0,5.0
173,4.1,4.0,5.0
174,4.11,4.0,5.0
175,4.1,4.0,5.0
176,4.08,4.0,5.0
177,4.1,4.0,5.0
178,4.1,4.0,5.0
179,4.12,4.0,5.0
180,4.13,4.0,5.0
181,4.12,4.0,5.0
182,4.12,4.0,5.0
183,4.12,4.0,5.0
184,4.13,4.0,5.0
185,4.13,4.0,5.0
186,4.12,4.0,5.0
187,4.12,4.0,5.0
188,4.11,4.0,5.0
189,4.1,4.0,5.0
190,4.1,4.0,5.0
191,4.09,4.0,5.0
192,4.09,4.0,5.0
193,4.08,4.0,5.0
194,4.07,4.0,5.0
195,4.07,4.0,5.0
196,4.07,4.0,5.0
197,4.07,4.0,5.0
198,4.07,4.0,5.0
199,4.08,4.0,5.0
200,4.08,4.0,5.0
201,4.08,4.0,5.0
