,peak transmission
0,9.0
1,10.0
2,7.0
3,5.0
4,5.0
5,4.0
6,11.0
7,5.0
8,6.0
9,6.0
10,4.0
11,6.0
12,7.0
13,6.0
14,6.0
15,5.0
16,6.0
17,6.0
18,5.0
19,9.0
20,8.0
21,5.0
22,5.0
23,9.0
24,5.0
25,8.0
26,5.0
27,7.0
28,4.0
29,4.0
30,6.0
31,7.0
32,9.0
33,5.0
34,6.0
35,6.0
36,6.0
37,7.0
38,7.0
39,5.0
40,6.0
41,7.0
42,6.0
43,7.0
44,6.0
45,5.0
46,5.0
47,6.0
48,4.0
49,8.0
50,9.0
51,9.0
52,8.0
53,8.0
54,7.0
55,6.0
56,7.0
57,6.0
58,5.0
59,9.0
60,6.0
61,7.0
62,6.0
63,8.0
64,7.0
65,4.0
66,6.0
67,6.0
68,6.0
69,8.0
70,4.0
71,6.0
72,8.0
73,6.0
74,5.0
75,7.0
76,7.0
77,6.0
78,5.0
79,5.0
80,7.0
81,6.0
82,6.0
83,8.0
84,10.0
85,6.0
86,8.0
87,9.0
88,8.0
89,9.0
90,8.0
91,6.0
92,7.0
93,6.0
94,7.0
95,9.0
96,6.0
97,6.0
98,7.0
99,7.0
