,peak transmission
0,9.0
1,13.0
2,5.0
3,4.0
4,7.0
5,5.0
6,7.0
7,7.0
8,7.0
9,5.0
10,4.0
11,7.0
12,6.0
13,6.0
14,6.0
15,7.0
16,4.0
17,6.0
18,6.0
19,7.0
20,6.0
21,6.0
22,5.0
23,9.0
24,5.0
25,8.0
26,5.0
27,8.0
28,4.0
29,4.0
30,6.0
31,7.0
32,7.0
33,7.0
34,7.0
35,8.0
36,7.0
37,7.0
38,6.0
39,6.0
40,6.0
41,5.0
42,4.0
43,4.0
44,7.0
45,5.0
46,4.0
47,8.0
48,4.0
49,9.0
50,7.0
51,6.0
52,9.0
53,7.0
54,7.0
55,6.0
56,7.0
57,6.0
58,6.0
59,9.0
60,6.0
61,6.0
62,7.0
63,6.0
64,9.0
65,5.0
66,10.0
67,7.0
68,8.0
69,7.0
70,6.0
71,6.0
72,7.0
73,7.0
74,9.0
75,6.0
76,4.0
77,6.0
78,5.0
79,6.0
80,9.0
81,6.0
82,14.0
83,8.0
84,9.0
85,6.0
86,9.0
87,5.0
88,6.0
89,7.0
90,6.0
91,10.0
92,5.0
93,9.0
94,11.0
95,6.0
96,6.0
97,6.0
98,7.0
99,6.0
