,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.28308823529411764,0.25925925925925924,0.7611111111111111,0.2948717948717949,77.0,7.0,84,299,137.0,23.0,139,21,258,244.0
1,0.3359375,0.21739130434782608,0.7790697674418605,0.23595505617977527,86.0,5.0,91,279,134.0,21.0,117,38,261,246.0
2,0.3258426966292135,0.21052631578947367,0.81875,0.45652173913043476,87.0,8.0,95,305,131.0,42.0,145,28,252,268.0
3,0.2237442922374429,0.18181818181818182,0.6814814814814815,0.171875,49.0,4.0,53,241,92.0,11.0,79,24,199,156.0
4,0.21888412017167383,0.19230769230769232,0.7171052631578947,0.27848101265822783,51.0,5.0,56,259,109.0,22.0,99,32,231,187.0
5,0.21739130434782608,0.3333333333333333,0.6541353383458647,0.3783783783783784,50.0,6.0,56,248,87.0,28.0,85,30,207,171.0
6,0.27692307692307694,0.26666666666666666,0.759493670886076,0.5303030303030303,72.0,8.0,80,290,120.0,35.0,128,27,224,235.0
7,0.276,0.1111111111111111,0.75625,0.20588235294117646,69.0,2.0,71,268,121.0,14.0,106,29,228,206.0
8,0.3,0.3888888888888889,0.7361111111111112,0.125,72.0,7.0,79,258,106.0,8.0,97,17,208,193.0
9,0.23236514522821577,0.2,0.6737588652482269,0.45588235294117646,56.0,4.0,60,261,95.0,31.0,101,25,209,186.0
10,0.20675105485232068,0.2,0.75,0.3783783783783784,49.0,4.0,53,257,90.0,28.0,96,22,194,171.0
11,0.3231939163498099,0.19047619047619047,0.7048192771084337,0.4931506849315068,85.0,4.0,89,284,117.0,36.0,123,30,239,242.0
12,0.24166666666666667,0.2857142857142857,0.7647058823529411,0.3125,58.0,6.0,64,261,104.0,20.0,101,23,200,188.0
13,0.26877470355731226,0.15789473684210525,0.7371794871794872,0.3333333333333333,68.0,3.0,71,272,115.0,20.0,109,26,216,206.0
14,0.20179372197309417,0.46153846153846156,0.5648854961832062,0.23214285714285715,45.0,6.0,51,236,74.0,13.0,76,11,187,138.0
15,0.2631578947368421,0.29411764705882354,0.5639097744360902,0.37142857142857144,60.0,5.0,65,245,75.0,26.0,82,19,203,166.0
16,0.1814516129032258,0.25,0.84,0.25675675675675674,45.0,7.0,52,276,126.0,19.0,112,33,224,197.0
17,0.25984251968503935,0.23809523809523808,0.7777777777777778,0.4696969696969697,66.0,5.0,71,275,105.0,31.0,116,20,201,207.0
18,0.23943661971830985,0.19047619047619047,0.5343511450381679,0.2676056338028169,51.0,4.0,55,234,70.0,19.0,71,18,202,144.0
19,0.375968992248062,0.10714285714285714,0.6767676767676768,0.32,97.0,3.0,100,286,134.0,24.0,126,32,273,258.0
20,0.18604651162790697,0.5,0.5625,0.3,40.0,9.0,49,233,72.0,18.0,71,19,188,139.0
21,0.2782258064516129,0.2857142857142857,0.6687898089171974,0.3188405797101449,69.0,4.0,73,262,105.0,22.0,101,26,226,200.0
22,0.24481327800829875,0.3076923076923077,0.7114093959731543,0.2786885245901639,59.0,8.0,67,267,106.0,17.0,99,24,210,190.0
23,0.33976833976833976,0.16,0.7731958762886598,0.22340425531914893,88.0,4.0,92,284,150.0,21.0,122,49,288,263.0
24,0.20502092050209206,0.36363636363636365,0.7007299270072993,0.4153846153846154,49.0,8.0,57,261,96.0,27.0,101,22,202,180.0
25,0.2529182879377432,0.55,0.6818181818181818,0.3950617283950617,65.0,11.0,76,277,105.0,32.0,116,21,235,213.0
26,0.26907630522088355,0.3333333333333333,0.7605633802816901,0.3488372093023256,67.0,8.0,75,273,108.0,30.0,112,26,228,213.0
27,0.26141078838174275,0.3333333333333333,0.6928104575163399,0.29508196721311475,63.0,5.0,68,256,106.0,18.0,96,28,214,192.0
28,0.23809523809523808,0.23809523809523808,0.620253164556962,0.2127659574468085,55.0,5.0,60,252,98.0,10.0,93,15,205,168.0
29,0.23904382470119523,0.23529411764705882,0.7172413793103448,0.34375,60.0,4.0,64,268,104.0,22.0,108,18,209,190.0
30,0.226890756302521,0.47368421052631576,0.6879432624113475,0.24390243902439024,54.0,9.0,63,257,97.0,20.0,95,22,223,180.0
31,0.2784313725490196,0.375,0.7631578947368421,0.2222222222222222,71.0,6.0,77,271,116.0,16.0,109,23,224,209.0
32,0.32954545454545453,0.5185185185185185,0.6988636363636364,0.4567901234567901,87.0,14.0,101,291,123.0,37.0,131,29,257,261.0
33,0.29844961240310075,0.39285714285714285,0.8376623376623377,0.2765957446808511,77.0,11.0,88,286,129.0,26.0,124,31,248,243.0
34,0.24279835390946503,0.4444444444444444,0.6666666666666666,0.2916666666666667,59.0,8.0,67,261,108.0,21.0,99,30,234,196.0
