,peak transmission
0,16.0
1,13.0
2,13.0
3,15.0
4,11.0
5,10.0
6,16.0
7,13.0
8,8.0
9,12.0
10,12.0
11,9.0
12,9.0
13,12.0
14,9.0
15,12.0
16,6.0
17,9.0
18,13.0
19,7.0
20,10.0
21,10.0
22,9.0
23,11.0
24,12.0
25,8.0
26,8.0
27,11.0
28,12.0
29,11.0
30,9.0
31,14.0
32,13.0
33,13.0
34,9.0
35,11.0
36,10.0
37,11.0
38,16.0
39,11.0
40,14.0
41,12.0
42,10.0
43,14.0
44,9.0
45,12.0
46,8.0
47,10.0
48,6.0
49,13.0
50,7.0
51,8.0
52,11.0
53,10.0
54,11.0
55,7.0
56,12.0
57,10.0
58,13.0
59,11.0
60,9.0
61,11.0
62,9.0
63,7.0
64,9.0
65,13.0
66,10.0
67,10.0
68,13.0
69,12.0
70,11.0
71,12.0
72,9.0
73,17.0
74,12.0
75,11.0
76,9.0
77,10.0
78,12.0
79,9.0
80,9.0
81,11.0
82,13.0
83,10.0
84,10.0
85,14.0
86,9.0
87,11.0
88,11.0
89,12.0
90,9.0
91,9.0
92,11.0
93,10.0
94,11.0
95,7.0
96,8.0
97,8.0
98,9.0
99,12.0
