,occupied_bed
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,2.0
76,4.0
77,10.0
78,10.0
79,14.0
80,18.0
81,21.0
82,22.0
83,27.0
84,30.0
85,36.0
86,41.0
87,49.0
88,55.0
89,64.0
90,63.0
91,72.0
92,80.0
93,87.0
94,94.0
95,98.0
96,94.0
97,94.0
98,92.0
99,91.0
100,93.0
101,94.0
102,88.0
103,81.0
104,81.0
105,83.0
106,85.0
107,83.0
108,84.0
109,84.0
110,82.0
111,80.0
112,80.0
113,71.0
114,66.0
115,62.0
116,62.0
117,57.0
118,56.0
119,54.0
120,55.0
121,53.0
122,53.0
123,52.0
124,47.0
125,44.0
126,42.0
127,38.0
128,36.0
129,34.0
130,34.0
131,34.0
132,34.0
133,33.0
134,29.0
135,29.0
136,28.0
137,27.0
138,27.0
139,25.0
140,24.0
141,23.0
142,19.0
143,18.0
144,20.0
145,19.0
146,17.0
147,17.0
148,18.0
149,18.0
150,18.0
151,18.0
152,17.0
153,16.0
154,16.0
155,15.0
156,15.0
157,14.0
158,14.0
159,13.0
160,12.0
161,12.0
162,12.0
163,12.0
164,14.0
165,12.0
166,12.0
167,12.0
168,11.0
169,11.0
170,10.0
171,10.0
172,10.0
173,10.0
174,10.0
175,10.0
176,9.0
177,9.0
178,9.0
179,9.0
180,9.0
181,9.0
182,9.0
183,8.0
184,8.0
185,8.0
186,8.0
187,8.0
188,8.0
189,8.0
190,8.0
191,8.0
192,8.0
193,8.0
194,8.0
195,8.0
196,7.0
197,7.0
198,7.0
199,7.0
200,7.0
201,7.0
202,7.0
203,7.0
204,8.0
205,8.0
206,7.0
207,7.0
208,7.0
209,7.0
210,7.0
211,7.0
212,6.0
213,6.0
214,5.0
215,5.0
216,6.0
217,6.0
218,6.0
219,6.0
220,6.0
221,6.0
222,7.0
223,7.0
224,7.0
225,7.0
226,7.0
227,6.0
228,6.0
229,6.0
230,6.0
231,6.0
232,5.0
233,5.0
234,5.0
235,5.0
236,5.0
237,5.0
238,5.0
