,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,1.0
67,1.0
68,2.0
69,2.0
70,2.0
71,6.0
72,5.0
73,5.0
74,12.0
75,12.0
76,12.0
77,18.0
78,16.0
79,17.0
80,32.0
81,26.0
82,28.0
83,46.0
84,43.0
85,43.0
86,76.0
87,63.0
88,65.0
89,115.0
90,100.0
91,99.0
92,143.0
93,114.0
94,113.0
95,149.0
96,101.0
97,98.0
98,120.0
99,76.0
100,74.0
101,99.0
102,65.0
103,61.0
104,74.0
105,51.0
106,49.0
107,54.0
108,31.0
109,27.0
110,36.0
111,25.0
112,25.0
113,32.0
114,24.0
115,21.0
116,26.0
117,17.0
118,15.0
119,23.0
120,16.0
121,16.0
122,22.0
123,16.0
124,16.0
125,17.0
126,8.0
127,8.0
128,9.0
129,3.0
130,3.0
131,4.0
132,3.0
133,3.0
134,4.0
135,3.0
136,3.0
137,3.0
138,1.0
139,1.0
140,4.0
141,3.0
142,3.0
143,7.0
144,7.0
145,7.0
146,7.0
147,4.0
148,4.0
149,6.0
150,2.0
151,2.0
152,5.0
153,5.0
154,5.0
155,8.0
156,6.0
157,6.0
158,8.0
159,6.0
160,7.0
161,8.0
162,5.0
163,5.0
164,7.0
165,5.0
166,4.0
167,3.0
168,2.0
169,2.0
170,2.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,1.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,2.0
228,2.0
229,2.0
230,2.0
231,2.0
232,2.0
233,2.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
