,total_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.004268450376773995,0.0037297222028823676,0.004866800852474524
60,0.004260949669754711,0.00383841732979658,0.004796765734265725
61,0.004377085229428667,0.0038167938931297,0.005003000300029952
62,0.004628433789329342,0.0037514080540691926,0.00897080115830114
63,0.004623573110480677,0.00383841732979658,0.008909722222222164
64,0.004858169076307251,0.0037947200138263876,0.009117988956698601
65,0.0054461755345140105,0.0038091748178677378,0.011939041745730482
66,0.005357621005210627,0.0038151089094484625,0.011647727272727235
67,0.005505327281112322,0.0038307398708161476,0.010896260997067371
68,0.007094888101242213,0.003875968992248,0.017391304347826
69,0.006570530563409639,0.003868112298344795,0.015701219512195063
70,0.006900383860600104,0.003875968992248,0.01670734683915054
71,0.007891885519089658,0.003935701884920603,0.017750373692077718
72,0.00764189149094839,0.003816121090278605,0.0178614848031888
73,0.008224177828100305,0.0038597432801108374,0.01794739351557529
74,0.010521456635844726,0.00392890226956918,0.027845607235142057
75,0.010116417005691268,0.003960019449149813,0.02658049353701524
76,0.010841923347103839,0.003966929133858242,0.032332849378303885
77,0.03483856283023895,0.02329879648900547,0.057067510548523125
78,0.03703869257156206,0.02676184556887975,0.05481587909748818
79,0.054081288790986254,0.04197733199306556,0.0705394190871369
80,0.06867140965829786,0.05281326099030197,0.09237887596899216
81,0.06749517526304567,0.0544747081712062,0.08419307482028951
82,0.08355689413946996,0.0681818181818181,0.10589567259308952
83,0.10847294966738527,0.09156683348244236,0.13365197034724927
84,0.11539660580219137,0.09706682382808957,0.14170742232451086
85,0.12902085847074868,0.11123776223776219,0.15744949927978594
86,0.15175960979855563,0.12865434429999756,0.1784399224806201
87,0.16911578145337638,0.14538782051282045,0.19783388168938423
88,0.1770205524214582,0.15328903506822522,0.20517843474933026
89,0.20943387451871318,0.18266766020864375,0.24285993303571424
90,0.20340583534742016,0.1761868045476536,0.23283083517443012
91,0.2114043559682946,0.18268282155629545,0.24126808309605577
92,0.23645335588731092,0.2074259563077454,0.27174786869310485
93,0.2347629383772852,0.2054997992773986,0.26327188249400474
94,0.2501349683118585,0.21643452225982812,0.2760458559188669
95,0.24531718428696578,0.21725691274912515,0.2743130050153245
96,0.2293767746116473,0.2029230769230769,0.25594419898543597
97,0.219572203168213,0.19497240016355455,0.2459500605008417
98,0.21055702412417396,0.18872833495618302,0.24179308070512048
99,0.21823801614037486,0.1981678033532253,0.2437605908584169
100,0.21309874177984336,0.1931894156975375,0.23684859849980253
101,0.20273893490215109,0.1809815950920245,0.2362184873949578
102,0.19360876183838685,0.1711889244138383,0.2202592274006881
103,0.1892011776755125,0.16873412994772213,0.2134146645089007
104,0.20096518177572267,0.1784996505591054,0.23578045391384894
105,0.19104792363140727,0.16880554062173864,0.22300198276519473
106,0.19265760745433153,0.17009751880611496,0.2201194191705458
107,0.18885679698279748,0.1620493754637645,0.21456897724181695
108,0.17821022417155924,0.15310896783387623,0.1985287205620423
109,0.16738707656542065,0.14556880339253886,0.1873888108614232
110,0.15520880325058217,0.13467397884177448,0.17580290349393787
111,0.1581520685961518,0.1344980118238623,0.18010998517053875
112,0.14312656023603018,0.12376134345756212,0.16169201520912546
113,0.13417223230011907,0.11570312499999999,0.15253746365466336
114,0.12775929750157106,0.11089270695662619,0.14791467902412422
115,0.11803987546623156,0.09929341819197644,0.13894377845759814
116,0.10805362004687714,0.09088174882629099,0.13397459024842798
117,0.10200519776722747,0.08701586968680086,0.12520364638101858
118,0.10035046910687248,0.08405594405594402,0.1208333333333333
119,0.09983402001523611,0.08305044315947992,0.1201539179104477
120,0.08403175233543811,0.06868360805860803,0.10253442598413405
121,0.08312917407502457,0.06988794887948871,0.10183178534571714
122,0.07301316519232043,0.05927316644707945,0.08775445292620862
123,0.06502770978737443,0.05303093675632792,0.07861543106121174
124,0.0571223227007503,0.04646802325581392,0.07650628838841762
125,0.05244738044113676,0.04081268071045017,0.0694230769230769
126,0.05193910492515977,0.04290092464750424,0.06493087557603683
127,0.04510459080174445,0.0366300366300366,0.05773217247097836
128,0.04335731379731369,0.03313671885599538,0.05718641695547848
129,0.04345622471384644,0.03577508960573474,0.05788474424838056
