,peak transmission
0,6.0
1,6.0
2,6.0
3,4.0
4,3.0
5,5.0
6,7.0
7,4.0
8,5.0
9,4.0
10,3.0
11,2.0
12,4.0
13,4.0
14,8.0
15,4.0
16,4.0
17,6.0
18,7.0
19,3.0
20,4.0
21,5.0
22,4.0
23,3.0
24,4.0
25,3.0
26,5.0
27,6.0
28,3.0
29,7.0
30,5.0
31,2.0
32,5.0
33,2.0
34,6.0
35,5.0
36,6.0
37,3.0
38,4.0
39,3.0
40,4.0
41,4.0
42,4.0
43,4.0
44,5.0
45,3.0
46,3.0
47,4.0
48,4.0
49,5.0
50,5.0
51,3.0
52,4.0
53,4.0
54,6.0
55,3.0
56,4.0
57,3.0
58,4.0
59,3.0
60,5.0
61,3.0
62,2.0
63,4.0
64,4.0
65,4.0
66,5.0
67,5.0
68,3.0
69,3.0
70,2.0
71,5.0
72,3.0
73,8.0
74,6.0
75,7.0
76,5.0
77,3.0
78,2.0
79,4.0
80,4.0
81,4.0
82,4.0
83,6.0
84,4.0
85,3.0
86,5.0
87,3.0
88,3.0
89,3.0
90,3.0
91,8.0
92,7.0
93,6.0
94,3.0
95,4.0
96,3.0
97,3.0
98,4.0
99,3.0
