,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.2513089005235602,0.0,0.28346456692913385,0.06382978723404255,48.0,0.0,48,196,36.0,3.0,34,5,174,87.0
1,0.2760416666666667,0.75,0.2905405405405405,0.14285714285714285,53.0,6.0,59,200,43.0,8.0,41,10,204,110.0
2,0.32019704433497537,0.5,0.29518072289156627,0.19298245614035087,65.0,5.0,70,213,49.0,11.0,51,9,223,130.0
3,0.13636363636363635,1.25,0.2777777777777778,0.03571428571428571,24.0,10.0,34,184,35.0,2.0,25,12,182,71.0
4,0.24864864864864866,1.2,0.25925925925925924,0.13114754098360656,46.0,6.0,52,190,35.0,8.0,32,11,196,95.0
5,0.26344086021505375,0.3333333333333333,0.23076923076923078,0.16923076923076924,49.0,1.0,50,189,30.0,11.0,30,11,195,91.0
6,0.29292929292929293,0.5714285714285714,0.2986111111111111,0.25,58.0,4.0,62,205,43.0,14.0,44,13,200,119.0
7,0.18478260869565216,0.5714285714285714,0.2631578947368421,0.17073170731707318,34.0,4.0,38,191,35.0,7.0,33,9,174,80.0
8,0.22164948453608246,0.25,0.24285714285714285,0.2558139534883721,43.0,1.0,44,198,34.0,11.0,37,8,183,89.0
9,0.22797927461139897,0.42857142857142855,0.373015873015873,0.058823529411764705,44.0,3.0,47,200,47.0,3.0,39,11,177,97.0
10,0.2648648648648649,0.875,0.2695035460992908,0.10909090909090909,49.0,7.0,56,193,38.0,6.0,33,11,196,100.0
11,0.09036144578313253,0.8,0.18,0.05,15.0,4.0,19,171,18.0,2.0,12,8,140,39.0
12,0.23076923076923078,0.3333333333333333,0.19696969696969696,0.14893617021276595,42.0,2.0,44,188,26.0,7.0,27,6,179,77.0
13,0.14814814814814814,1.0,0.2809917355371901,0.18333333333333332,28.0,11.0,39,200,34.0,11.0,36,9,181,84.0
14,0.2639593908629442,0.25,0.3680555555555556,0.12307692307692308,52.0,3.0,55,209,53.0,8.0,49,12,209,116.0
15,0.23497267759562843,0.8,0.23636363636363636,0.16666666666666666,43.0,4.0,47,188,26.0,9.0,30,5,164,82.0
16,0.2864583333333333,0.6,0.302158273381295,0.03773584905660377,55.0,3.0,58,197,42.0,2.0,38,6,192,102.0
17,0.1989247311827957,0.7272727272727273,0.3893805309734513,0.06779661016949153,37.0,8.0,45,197,44.0,4.0,38,10,172,93.0
18,0.3065326633165829,1.375,0.36551724137931035,0.13559322033898305,61.0,11.0,72,207,53.0,8.0,48,13,204,133.0
19,0.2602040816326531,0.0,0.28,0.11538461538461539,51.0,0.0,51,199,42.0,6.0,40,8,202,99.0
