,peak transmission
0,6.0
1,8.0
2,8.0
3,6.0
4,5.0
5,6.0
6,6.0
7,4.0
8,8.0
9,7.0
10,5.0
11,3.0
12,4.0
13,3.0
14,7.0
15,7.0
16,5.0
17,8.0
18,7.0
19,5.0
20,5.0
21,8.0
22,6.0
23,2.0
24,5.0
25,3.0
26,3.0
27,5.0
28,4.0
29,6.0
30,3.0
31,4.0
32,5.0
33,4.0
34,9.0
35,5.0
36,5.0
37,5.0
38,5.0
39,2.0
40,5.0
41,4.0
42,5.0
43,6.0
44,5.0
45,7.0
46,6.0
47,4.0
48,5.0
49,6.0
50,3.0
51,5.0
52,5.0
53,5.0
54,8.0
55,4.0
56,7.0
57,3.0
58,7.0
59,6.0
60,4.0
61,7.0
62,4.0
63,5.0
64,7.0
65,4.0
66,6.0
67,5.0
68,2.0
69,6.0
70,4.0
71,7.0
72,5.0
73,6.0
74,7.0
75,10.0
76,5.0
77,5.0
78,4.0
79,4.0
80,4.0
81,7.0
82,3.0
83,6.0
84,8.0
85,4.0
86,5.0
87,4.0
88,4.0
89,3.0
90,3.0
91,6.0
92,7.0
93,7.0
94,4.0
95,3.0
96,8.0
97,6.0
98,4.0
99,3.0
