,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.13612565445026178,0.3076923076923077,0.44144144144144143,0.22448979591836735,26.0,4.0,30,204,49.0,11.0,45,15,160,90.0
1,0.2081447963800905,0.4,0.6447368421052632,0.1590909090909091,46.0,8.0,54,241,98.0,7.0,82,23,196,159.0
2,0.2744186046511628,0.391304347826087,0.5373134328358209,0.31746031746031744,59.0,9.0,68,238,72.0,20.0,79,13,197,160.0
3,0.22943722943722944,0.5333333333333333,0.5486111111111112,0.3958333333333333,53.0,8.0,61,246,79.0,19.0,86,12,192,159.0
4,0.15025906735751296,0.6666666666666666,0.36065573770491804,0.21739130434782608,29.0,6.0,35,202,44.0,10.0,44,10,168,89.0
5,0.18974358974358974,1.0,0.37735849056603776,0.26785714285714285,37.0,6.0,43,201,40.0,15.0,42,13,162,98.0
6,0.29694323144104806,0.35,0.6506849315068494,0.10810810810810811,68.0,7.0,75,249,95.0,8.0,87,16,220,178.0
7,0.11398963730569948,0.29411764705882354,0.41007194244604317,0.2765957446808511,22.0,5.0,27,210,57.0,13.0,50,20,186,97.0
8,0.34615384615384615,0.35,0.5759493670886076,0.25,81.0,7.0,88,254,91.0,17.0,90,18,226,196.0
9,0.19402985074626866,0.45454545454545453,0.5163934426229508,0.1111111111111111,39.0,5.0,44,212,63.0,6.0,51,18,176,113.0
10,0.22058823529411764,0.15384615384615385,0.375,0.25,45.0,2.0,47,217,57.0,14.0,52,19,208,118.0
11,0.22167487684729065,0.5333333333333333,0.45652173913043476,0.2898550724637681,45.0,8.0,53,218,63.0,20.0,57,26,207,136.0
12,0.25742574257425743,0.17647058823529413,0.48484848484848486,0.125,52.0,3.0,55,219,64.0,8.0,61,11,196,127.0
13,0.15346534653465346,0.2222222222222222,0.47692307692307695,0.14754098360655737,31.0,2.0,33,211,62.0,9.0,51,20,191,104.0
14,0.2523809523809524,0.21428571428571427,0.4264705882352941,0.2077922077922078,53.0,3.0,56,224,58.0,16.0,62,12,213,130.0
15,0.28837209302325584,0.15384615384615385,0.4897959183673469,0.19696969696969696,62.0,2.0,64,228,72.0,13.0,67,18,213,149.0
16,0.24766355140186916,0.5333333333333333,0.48507462686567165,0.2602739726027397,53.0,8.0,61,229,65.0,19.0,69,15,207,145.0
17,0.2903225806451613,0.2857142857142857,0.44755244755244755,0.2727272727272727,63.0,4.0,67,231,64.0,18.0,70,12,209,149.0
18,0.3218884120171674,0.3888888888888889,0.6533333333333333,0.18055555555555555,75.0,7.0,82,251,98.0,13.0,88,23,222,193.0
19,0.18357487922705315,0.7333333333333333,0.45714285714285713,0.275,38.0,11.0,49,222,64.0,11.0,62,13,180,124.0
20,0.2186046511627907,0.0,0.5259259259259259,0.15254237288135594,47.0,0.0,47,226,71.0,9.0,66,14,194,127.0
21,0.22330097087378642,0.4,0.48,0.21568627450980393,46.0,6.0,52,221,60.0,11.0,59,12,176,123.0
22,0.2905982905982906,0.4166666666666667,0.47337278106508873,0.352112676056338,68.0,5.0,73,246,80.0,25.0,86,19,240,178.0
23,0.27586206896551724,0.3,0.6319444444444444,0.2318840579710145,64.0,6.0,70,252,91.0,16.0,92,15,213,177.0
24,0.23902439024390243,0.2,0.4153846153846154,0.2786885245901639,49.0,2.0,51,215,54.0,17.0,56,15,191,122.0
25,0.18781725888324874,0.2222222222222222,0.36036036036036034,0.37735849056603776,37.0,2.0,39,206,40.0,20.0,48,12,164,99.0
26,0.2019704433497537,0.26666666666666666,0.5769230769230769,0.16071428571428573,41.0,4.0,45,218,60.0,9.0,59,10,160,114.0
27,0.2857142857142857,0.4583333333333333,0.5976331360946746,0.31746031746031744,68.0,11.0,79,262,101.0,20.0,104,17,232,200.0
28,0.3153526970954357,0.5,0.5759493670886076,0.3472222222222222,76.0,9.0,85,259,91.0,25.0,97,19,230,201.0
