,peak transmission
0,3.0
1,4.0
2,6.0
3,6.0
4,3.0
5,4.0
6,7.0
7,4.0
8,4.0
9,4.0
10,6.0
11,4.0
12,3.0
13,5.0
14,4.0
15,4.0
16,4.0
17,4.0
18,7.0
19,4.0
20,4.0
21,4.0
22,5.0
23,5.0
24,3.0
25,4.0
26,3.0
27,6.0
28,4.0
29,4.0
30,5.0
31,4.0
32,3.0
33,5.0
34,4.0
35,6.0
36,4.0
37,4.0
38,5.0
39,5.0
40,4.0
41,3.0
42,5.0
43,4.0
44,4.0
45,4.0
46,6.0
47,4.0
48,4.0
49,5.0
50,5.0
51,4.0
52,8.0
53,4.0
54,4.0
55,6.0
56,4.0
57,6.0
58,6.0
59,5.0
60,3.0
61,3.0
62,5.0
63,5.0
64,4.0
65,5.0
66,4.0
67,5.0
68,5.0
69,3.0
70,5.0
71,5.0
72,4.0
73,3.0
74,4.0
75,7.0
76,5.0
77,12.0
78,6.0
79,4.0
80,4.0
81,4.0
82,6.0
83,5.0
84,7.0
85,4.0
86,5.0
87,5.0
88,5.0
89,5.0
90,4.0
91,4.0
92,4.0
93,5.0
94,5.0
95,4.0
96,3.0
97,5.0
98,5.0
99,5.0
