,peak transmission
0,3.0
1,5.0
2,5.0
3,5.0
4,4.0
5,4.0
6,4.0
7,3.0
8,6.0
9,3.0
10,7.0
11,4.0
12,4.0
13,5.0
14,5.0
15,5.0
16,8.0
17,6.0
18,8.0
19,6.0
20,5.0
21,4.0
22,5.0
23,7.0
24,6.0
25,3.0
26,3.0
27,7.0
28,6.0
29,6.0
30,5.0
31,5.0
32,5.0
33,5.0
34,5.0
35,5.0
36,5.0
37,3.0
38,6.0
39,7.0
40,6.0
41,4.0
42,6.0
43,3.0
44,4.0
45,3.0
46,5.0
47,5.0
48,4.0
49,6.0
50,5.0
51,6.0
52,8.0
53,5.0
54,4.0
55,6.0
56,5.0
57,5.0
58,5.0
59,6.0
60,3.0
61,3.0
62,5.0
63,3.0
64,4.0
65,5.0
66,5.0
67,8.0
68,6.0
69,6.0
70,7.0
71,6.0
72,4.0
73,4.0
74,6.0
75,8.0
76,7.0
77,10.0
78,6.0
79,6.0
80,5.0
81,5.0
82,7.0
83,5.0
84,4.0
85,6.0
86,6.0
87,5.0
88,6.0
89,7.0
90,8.0
91,6.0
92,5.0
93,6.0
94,6.0
95,5.0
96,5.0
97,5.0
98,6.0
99,6.0
