,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,,2,1,1
1,1,,1,0
2,,0,0,0
3,1,,1,0
4,0,,0,0
5,,0,0,0
6,0,,0,0
7,,1,1,0
8,0,,0,0
9,,0,0,0
10,,0,0,0
11,0,,0,0
12,1,,1,0
13,0,,0,0
14,2,,1,1
15,,0,0,0
16,0,,0,0
17,0,,0,0
18,,0,0,0
19,1,,1,0
20,,1,0,1
21,2,,1,1
22,1,,1,0
23,0,,0,0
24,,0,0,0
25,,0,0,0
26,0,,0,0
27,,2,2,0
28,2,,1,1
29,,1,1,0
30,1,,1,0
31,1,,1,0
32,,0,0,0
33,1,,1,0
34,0,,0,0
35,,0,0,0
36,1,,1,0
37,,1,0,1
38,2,,2,0
39,0,,0,0
40,1,,1,0
41,,0,0,0
42,,0,0,0
43,0,,0,0
44,,1,1,0
45,,0,0,0
46,0,,0,0
47,,0,0,0
48,1,,0,1
49,0,,0,0
50,1,,0,1
51,,2,1,1
52,0,,0,0
53,0,,0,0
54,4,,4,0
55,,0,0,0
56,0,,0,0
57,,1,1,0
58,,3,2,1
59,,1,1,0
60,1,,1,0
61,0,,0,0
62,0,,0,0
63,,0,0,0
64,,1,1,0
65,2,,1,1
66,1,,1,0
67,0,,0,0
68,0,,0,0
69,,3,3,0
70,,0,0,0
71,0,,0,0
72,0,,0,0
73,1,,1,0
74,1,,1,0
75,,0,0,0
76,1,,1,0
77,,2,2,0
78,0,,0,0
79,0,,0,0
80,0,,0,0
81,0,,0,0
82,1,,1,0
83,0,,0,0
84,0,,0,0
85,0,,0,0
86,0,,0,0
87,,0,0,0
88,,3,3,0
89,1,,1,0
90,2,,2,0
91,0,,0,0
92,1,,1,0
93,,0,0,0
94,,0,0,0
95,,0,0,0
96,0,,0,0
97,2,,2,0
98,0,,0,0
99,0,,0,0
100,2,,2,0
101,0,,0,0
102,1,,1,0
103,,0,0,0
104,1,,1,0
105,0,,0,0
106,0,,0,0
107,2,,1,1
108,0,,0,0
109,,0,0,0
110,,0,0,0
111,0,,0,0
112,1,,0,1
113,0,,0,0
114,0,,0,0
115,0,,0,0
116,0,,0,0
117,1,,1,0
118,0,,0,0
119,,0,0,0
120,0,,0,0
121,2,,2,0
122,0,,0,0
123,0,,0,0
124,2,,1,1
125,0,,0,0
126,,0,0,0
127,0,,0,0
128,,1,1,0
129,0,,0,0
130,,0,0,0
131,1,,1,0
132,1,,0,1
133,1,,1,0
134,,1,1,0
135,2,,2,0
136,,1,1,0
137,,1,1,0
138,,2,1,1
139,0,,0,0
140,,0,0,0
141,0,,0,0
142,4,,3,1
143,0,,0,0
144,,0,0,0
145,1,,0,1
146,2,,2,0
147,0,,0,0
148,0,,0,0
149,0,,0,0
150,1,,1,0
151,3,,2,1
152,0,,0,0
153,,0,0,0
154,,0,0,0
155,0,,0,0
156,0,,0,0
157,,0,0,0
158,0,,0,0
159,1,,0,1
160,1,,1,0
161,1,,0,1
162,,0,0,0
163,0,,0,0
164,0,,0,0
165,3,,3,0
166,3,,3,0
167,0,,0,0
168,,0,0,0
169,1,,1,0
170,,1,1,0
171,1,,1,0
172,1,,1,0
173,0,,0,0
174,1,,1,0
175,,1,1,0
176,1,,1,0
177,,0,0,0
178,,0,0,0
179,1,,1,0
180,,5,4,1
181,0,,0,0
182,,0,0,0
183,1,,1,0
184,0,,0,0
185,0,,0,0
186,2,,2,0
187,0,,0,0
188,1,,1,0
189,0,,0,0
190,0,,0,0
191,0,,0,0
192,0,,0,0
193,3,,3,0
194,0,,0,0
195,,0,0,0
196,,1,0,1
197,4,,3,1
198,0,,0,0
199,,0,0,0
200,0,,0,0
201,1,,0,1
202,0,,0,0
203,0,,0,0
204,,0,0,0
205,0,,0,0
206,,1,0,1
207,1,,1,0
208,0,,0,0
209,1,,1,0
210,0,,0,0
211,,0,0,0
212,,0,0,0
213,0,,0,0
214,0,,0,0
215,2,,2,0
216,1,,1,0
217,,0,0,0
218,,0,0,0
219,0,,0,0
220,,0,0,0
221,1,,0,1
222,0,,0,0
223,0,,0,0
224,,1,0,1
225,,0,0,0
226,0,,0,0
227,0,,0,0
228,2,,1,1
229,0,,0,0
230,0,,0,0
231,0,,0,0
232,1,,1,0
233,,2,2,0
234,,2,2,0
235,0,,0,0
236,0,,0,0
237,,0,0,0
238,,1,1,0
239,3,,3,0
240,0,,0,0
241,2,,2,0
242,,0,0,0
243,0,,0,0
244,,0,0,0
245,,2,2,0
246,0,,0,0
