,Num_contacts,num_contacts_traced,num_positive_contacts,num_sympt_patients_traced,contact_tracing_time,tracing_round,hcw_id,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,hcws_put_on_ppe,patients_put_in_isolation
0,6,6,1,0,70.13888888888889,1,105,67.0,2,0,0,0
1,39,24,3,1,70.28472222222223,1,191,63.0,21,0,0,0
2,26,14,0,0,70.46527777777777,1,1039,64.0,20,0,0,0
3,14,12,1,1,71.40277777777777,1,1619,68.0,20,0,0,0
4,19,9,0,1,74.5625,1,1086,68.625,1,0,0,0
5,29,17,4,1,74.6875,1,1201,69.77777777777777,8,0,0,0
6,7,7,0,0,78.20138888888889,1,1134,76.0,3,0,0,0
7,26,13,2,0,78.47916666666667,1,1247,73.28472222222223,8,0,0,0
8,29,16,3,0,79.72222222222223,1,1582,76.95833333333333,21,1,0,0
9,29,22,0,0,80.26388888888889,1,1276,77.0,3,0,0,0
10,19,10,0,0,80.32638888888889,1,1661,78.0,9,0,0,0
11,6,5,0,2,80.34027777777777,1,1557,77.0,2,0,0,0
12,30,16,2,0,80.95138888888889,1,65,77.0,23,0,0,0
13,9,9,0,4,80.95833333333333,1,1034,68.0,1,0,0,0
14,19,16,2,1,81.32638888888889,1,1140,78.0,16,0,0,0
15,9,7,0,1,81.32638888888889,1,1143,72.0,6,1,0,0
16,6,5,0,1,81.54166666666667,1,1101,78.0,7,0,0,0
17,9,5,0,0,82.50694444444444,1,1451,71.94444444444444,6,0,0,0
18,13,12,3,0,82.5625,1,1626,77.0,17,0,0,0
19,8,8,1,0,82.56944444444444,1,1142,80.0,8,1,0,0
20,26,13,3,1,83.09722222222223,1,1546,77.0,1,0,0,0
21,31,17,3,1,83.10416666666667,1,1004,79.08333333333333,22,1,0,0
22,42,19,2,1,83.11111111111111,1,1517,82.22916666666667,22,1,0,0
23,26,18,3,0,83.625,1,1506,78.34722222222223,21,0,0,0
24,27,16,5,0,83.63194444444444,1,167,81.52777777777777,6,1,0,0
25,13,10,2,0,83.63194444444444,1,1114,83.45833333333333,6,1,0,0
26,9,9,0,4,84.09027777777777,1,1348,81.0,1,0,0,0
27,26,17,1,0,84.24305555555556,1,1605,77.0,28,0,0,0
28,12,12,1,3,84.34027777777777,1,9,80.0,2,0,0,0
29,28,14,3,1,85.52777777777777,1,114,80.5,22,0,0,0
30,27,14,2,1,85.52777777777777,1,1600,82.58333333333333,22,1,0,0
31,24,11,3,0,85.76388888888889,1,1151,81.72916666666667,22,0,0,0
32,24,12,2,1,85.77083333333333,1,1217,78.0,22,1,0,0
33,28,19,0,0,86.52083333333333,1,1315,82.0,28,0,0,0
34,6,6,1,1,86.53472222222223,1,1632,82.0,6,0,0,0
35,25,18,3,0,86.76388888888889,1,106,85.00694444444444,19,0,0,0
36,31,24,8,1,87.65972222222223,1,14,83.54166666666667,12,0,0,0
37,25,18,7,1,87.65972222222223,1,1320,86.39583333333333,19,1,0,0
38,30,15,2,0,87.86111111111111,1,85,83.0,12,0,0,0
39,28,18,0,0,87.93055555555556,1,87,80.375,10,0,0,0
40,16,10,2,0,88.13888888888889,1,1363,85.0,9,0,0,0
41,9,9,1,4,88.77777777777777,1,1243,84.0,3,0,0,0
42,25,14,3,1,88.79861111111111,1,1267,86.22222222222223,12,0,0,0
43,40,23,3,2,88.80555555555556,1,1400,86.11111111111111,12,1,0,0
44,26,12,6,0,89.0,1,1214,86.11111111111111,23,0,0,0
45,27,13,6,0,89.0,1,1118,88.25,23,1,0,0
46,13,13,1,5,89.4375,1,1659,86.0,1,0,0,0
47,11,11,0,5,89.44444444444444,1,33,87.0,1,1,0,0
48,23,16,0,0,89.52777777777777,1,1486,88.0,15,0,0,0
49,12,12,1,4,89.73611111111111,1,176,85.16666666666667,3,0,0,0
50,12,11,0,4,89.73611111111111,1,48,83.0,3,1,0,0
51,9,9,0,5,90.02083333333333,1,1177,84.0,4,0,0,0
52,10,10,0,5,90.34722222222223,1,1235,85.0,3,0,0,0
53,21,16,1,9,90.53472222222223,1,1331,86.0,7,0,0,0
54,19,15,4,2,90.9375,1,1043,86.0,5,0,0,0
55,12,9,1,3,91.20138888888889,1,1147,87.05555555555556,6,1,0,0
56,34,22,3,1,92.125,1,1449,86.0,20,0,0,0
57,36,25,7,2,92.13194444444444,1,208,92.01388888888889,18,2,0,0
58,13,9,0,4,92.3125,1,71,90.0,8,0,0,0
59,25,14,2,0,92.375,1,1324,87.0,26,0,0,0
60,24,14,1,0,92.38194444444444,1,1523,90.66666666666667,26,1,0,0
61,20,16,5,4,93.1875,1,160,89.29166666666667,5,0,0,0
62,34,25,4,3,93.25,1,177,87.16666666666667,12,0,0,0
63,27,20,7,1,93.86805555555556,1,1202,88.5,23,0,0,0
64,23,16,3,0,94.33333333333333,1,1530,91.89583333333333,19,0,0,0
65,13,12,0,7,94.65972222222223,1,1548,90.5625,3,0,0,0
66,18,18,1,10,94.74305555555556,1,1602,88.0,2,0,0,0
67,27,26,0,18,94.75,1,161,91.0,2,1,0,0
68,17,14,2,4,94.86805555555556,1,134,91.0,8,0,0,0
69,15,13,0,6,94.86805555555556,1,179,94.16666666666667,8,1,0,0
70,26,12,5,0,94.90277777777777,1,101,93.02083333333333,16,0,0,0
71,24,10,2,0,94.90277777777777,1,1705,94.00694444444444,16,2,0,0
72,25,12,2,0,94.90277777777777,1,1569,94.28472222222223,16,2,0,0
73,24,11,2,0,94.90277777777777,1,1258,93.11111111111111,16,3,0,0
74,15,14,0,11,94.93055555555556,1,1008,90.0,4,0,0,0
75,18,13,5,2,94.95833333333333,1,36,89.52777777777777,5,0,0,0
76,24,19,4,2,94.95833333333333,1,1205,92.55555555555556,28,1,0,0
77,17,17,0,12,95.13888888888889,1,119,84.0,2,0,0,0
78,1,1,0,0,96.0,1,1118,88.25,23,0,0,0
79,12,12,1,9,96.84722222222223,1,1129,91.0,1,0,0,0
80,15,15,0,11,96.85416666666667,1,217,93.70833333333333,1,1,0,0
81,25,23,1,15,97.30555555555556,1,1170,90.0,2,0,0,0
82,20,13,2,5,97.31944444444444,1,1513,95.33333333333333,8,0,0,0
83,16,12,0,9,97.70833333333333,1,1529,94.0,4,0,0,0
84,35,28,9,3,97.95833333333333,1,1443,93.625,17,0,0,0
85,28,21,5,2,97.95833333333333,1,1654,94.45138888888889,18,2,0,0
86,28,23,4,3,97.96527777777777,1,168,90.68055555555556,18,2,0,0
87,28,20,4,2,97.96527777777777,1,5,97.34027777777777,18,3,0,0
88,30,19,7,1,98.25,1,1427,93.5,27,0,0,0
89,31,18,6,0,98.25694444444444,1,1091,94.45138888888889,16,1,0,0
90,33,18,1,0,98.52083333333333,1,1709,91.0,14,0,0,0
91,16,15,0,10,98.65277777777777,1,1082,94.0,4,0,0,0
92,17,14,4,3,99.0,1,1102,93.0,6,0,0,0
93,19,14,4,2,99.00694444444444,1,209,94.5,6,1,0,0
94,27,15,1,0,99.125,1,1712,89.5,19,0,0,0
95,25,21,0,13,99.38194444444444,1,1657,94.0,3,0,0,0
96,30,21,1,3,99.43055555555556,1,226,95.0,10,0,0,0
97,18,13,2,2,99.84027777777777,1,199,98.0,6,0,0,0
98,26,17,0,0,100.09027777777777,1,120,93.50694444444444,22,0,0,0
99,26,19,9,3,100.26388888888889,1,110,93.68055555555556,23,0,0,0
100,34,28,12,2,100.26388888888889,1,1120,98.95833333333333,8,3,0,0
101,28,21,6,3,100.26388888888889,1,1387,97.75,23,4,0,0
102,30,18,1,3,100.26388888888889,1,1040,92.0,6,0,0,0
103,59,39,7,1,100.26388888888889,1,1629,97.78472222222223,25,2,0,0
104,25,17,5,2,100.26388888888889,1,1196,93.72222222222223,23,3,0,0
105,26,21,7,1,100.27083333333333,1,123,97.84722222222223,16,1,0,0
106,19,11,2,4,100.64583333333333,1,1549,93.70833333333333,5,0,0,0
107,22,16,3,1,100.81944444444444,1,1743,95.0,16,0,0,0
