,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,2.0
69,2.0
70,2.0
71,2.0
72,3.0
73,7.0
74,8.0
75,9.0
76,13.0
77,16.0
78,18.0
79,23.0
80,24.0
81,28.0
82,31.0
83,36.0
84,38.0
85,34.0
86,36.0
87,38.0
88,41.0
89,47.0
90,49.0
91,53.0
92,55.0
93,60.0
94,66.0
95,76.0
96,76.0
97,79.0
98,79.0
99,84.0
100,83.0
101,83.0
102,87.0
103,78.0
104,61.0
105,60.0
106,62.0
107,55.0
108,48.0
109,46.0
110,36.0
111,30.0
112,31.0
113,29.0
114,27.0
115,26.0
116,24.0
117,21.0
118,16.0
119,15.0
120,11.0
121,9.0
122,9.0
123,6.0
124,8.0
125,6.0
126,6.0
127,5.0
128,4.0
129,4.0
130,5.0
131,4.0
132,3.0
133,3.0
134,3.0
135,2.0
136,2.0
137,2.0
138,1.0
139,1.0
140,3.0
141,4.0
142,4.0
143,4.0
144,6.0
145,6.0
146,7.0
147,8.0
148,9.0
149,8.0
150,7.0
151,8.0
152,9.0
153,9.0
154,10.0
155,7.0
156,7.0
157,7.0
158,7.0
159,9.0
160,8.0
161,8.0
162,8.0
163,7.0
164,6.0
165,6.0
166,5.0
167,4.0
168,3.0
169,1.0
170,1.0
171,2.0
172,3.0
173,5.0
174,5.0
175,7.0
176,8.0
177,8.0
178,8.0
179,9.0
180,9.0
181,10.0
182,10.0
183,10.0
184,7.0
185,5.0
186,5.0
187,4.0
188,4.0
189,4.0
190,3.0
191,4.0
192,3.0
193,2.0
194,2.0
195,1.0
196,1.0
197,1.0
198,1.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,1.0
207,1.0
208,1.0
209,1.0
210,1.0
211,2.0
212,2.0
213,2.0
214,2.0
215,2.0
216,2.0
217,2.0
218,2.0
219,2.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,1.0
226,1.0
227,1.0
228,1.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,1.0
235,0.0
236,0.0
237,0.0
238,0.0
