,peak transmission
0,2.0
1,2.0
2,2.0
3,4.0
4,2.0
5,2.0
6,3.0
7,2.0
8,2.0
9,2.0
10,2.0
11,3.0
12,3.0
13,3.0
14,4.0
15,4.0
16,2.0
17,4.0
18,2.0
19,2.0
20,3.0
21,2.0
22,3.0
23,3.0
24,3.0
25,2.0
26,3.0
27,2.0
28,2.0
29,2.0
30,3.0
31,2.0
32,4.0
33,2.0
34,2.0
35,3.0
36,3.0
37,2.0
38,3.0
39,3.0
40,2.0
41,2.0
42,3.0
43,2.0
44,3.0
45,2.0
46,3.0
47,5.0
48,3.0
49,2.0
50,2.0
51,5.0
52,2.0
53,4.0
54,4.0
55,3.0
56,3.0
57,3.0
58,3.0
59,2.0
60,2.0
61,2.0
62,3.0
63,2.0
64,5.0
65,3.0
66,2.0
67,4.0
68,1.0
69,2.0
70,3.0
71,3.0
72,2.0
73,2.0
74,3.0
75,2.0
76,3.0
77,3.0
78,2.0
79,2.0
80,3.0
81,2.0
82,2.0
83,3.0
84,4.0
85,3.0
86,2.0
87,3.0
88,3.0
89,3.0
90,3.0
91,4.0
92,3.0
93,2.0
94,5.0
95,2.0
96,2.0
97,2.0
98,3.0
99,3.0
