,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,19,0,69.69444444444444,0.0,62.0,26.0,0.0,69.0,0.0,0.0042735042735042,1085.0,5.0,0.0
1,5,0,70.21527777777777,0.0,65.0,1.0,0.0,70.0,0.0,0.0043478260869565,1096.0,8.0,0.0
2,5,0,72.45833333333333,0.0,67.0,4.0,0.0,72.0,0.0,0.0047846889952153,1076.0,12.0,0.0
3,6,0,73.49305555555556,0.0,68.0,2.0,0.0,73.0,0.0,0.0093896713615023,1080.0,14.0,0.0
4,6,0,77.0,0.0,71.0,9.0,0.0,77.0,0.0,0.0462184873949579,1106.0,32.0,0.0
5,16,0,77.0625,1.0,72.0,16.0,0.0,77.0,0.0,0.0462184873949579,1096.0,32.0,0.0
6,10,0,77.59722222222223,0.0,72.0,4.0,0.0,77.0,0.0,0.0462184873949579,1102.0,32.0,0.0
7,6,1,79.61805555555556,0.0,75.0,8.0,0.0,79.0,0.0,0.0705882352941176,1124.0,44.0,16.666666666666664
8,15,6,80.26388888888889,0.0,77.83333333333333,24.0,0.0,80.0,0.0,0.0894941634241245,1120.0,47.0,40.0
9,16,3,80.26388888888889,0.0,79.79166666666667,24.0,3.0,80.0,0.0,0.0894941634241245,1119.0,50.0,18.75
10,15,3,80.26388888888889,0.0,75.0,24.0,3.0,80.0,0.0,0.0894941634241245,1120.0,50.0,20.0
11,14,3,80.27083333333333,0.0,79.0,24.0,3.0,80.0,0.0,0.0894941634241245,1121.0,50.0,21.428571428571427
12,3,1,81.52083333333333,0.0,77.0,7.0,0.0,81.0,0.0,0.0846774193548387,1127.0,55.0,33.33333333333333
13,15,1,81.52083333333333,0.0,79.0,26.0,1.0,81.0,0.0,0.0846774193548387,1115.0,55.0,6.666666666666667
14,27,2,81.76388888888889,0.0,79.0,10.0,0.0,81.0,0.0,0.0846774193548387,1103.0,54.0,7.4074074074074066
15,16,0,81.76388888888889,0.0,80.0,14.0,1.0,81.0,0.0,0.0846774193548387,1114.0,56.0,0.0
16,3,0,82.64583333333333,1.0,72.0,5.0,0.0,82.0,0.0,0.0877862595419847,1144.0,64.0,0.0
17,23,2,82.64583333333333,1.0,81.27777777777777,16.0,0.0,82.0,0.0,0.0877862595419847,1124.0,62.0,8.695652173913043
18,10,0,83.3125,0.0,77.0,9.0,0.0,83.0,0.0,0.1264367816091954,1140.0,76.0,0.0
19,6,0,83.40277777777777,1.0,77.0,2.0,0.0,83.0,0.0,0.1264367816091954,1144.0,76.0,0.0
20,9,0,83.82638888888889,2.0,75.0,1.0,0.0,83.0,0.0,0.1264367816091954,1141.0,76.0,0.0
21,18,4,83.875,0.0,81.1875,21.0,0.0,83.0,0.0,0.1264367816091954,1132.0,72.0,22.22222222222222
22,18,4,84.4375,1.0,75.61111111111111,16.0,0.0,84.0,0.0,0.1461538461538461,1135.0,85.0,22.22222222222222
23,7,0,84.44444444444444,0.0,80.0,7.0,0.0,84.0,0.0,0.1461538461538461,1146.0,89.0,0.0
24,19,6,84.77777777777777,1.0,81.00694444444444,16.0,0.0,84.0,0.0,0.1461538461538461,1134.0,83.0,31.57894736842105
25,22,5,84.77777777777777,1.0,84.28472222222223,16.0,2.0,84.0,0.0,0.1461538461538461,1131.0,84.0,22.727272727272727
26,5,1,85.34027777777777,1.0,82.0,8.0,0.0,85.0,0.0,0.1851851851851851,1134.0,103.0,20.0
27,14,0,85.47916666666667,0.0,80.61111111111111,14.0,0.0,85.0,0.0,0.1851851851851851,1125.0,104.0,0.0
28,25,11,86.78472222222223,2.0,80.94444444444444,22.0,0.0,86.0,0.0,0.2047244094488189,1130.0,104.0,44.0
29,19,5,86.78472222222223,2.0,81.83333333333333,16.0,4.0,86.0,0.0,0.2047244094488189,1136.0,110.0,26.31578947368421
30,18,5,86.78472222222223,2.0,82.875,16.0,3.0,86.0,0.0,0.2047244094488189,1137.0,110.0,27.77777777777778
31,20,6,86.79166666666667,2.0,85.79166666666667,16.0,4.0,86.0,0.0,0.2047244094488189,1135.0,109.0,30.0
32,19,3,86.79166666666667,1.0,86.68055555555556,16.0,4.0,86.0,0.0,0.2047244094488189,1136.0,112.0,15.789473684210526
33,23,5,86.79166666666667,0.0,79.0,16.0,1.0,86.0,0.0,0.2047244094488189,1132.0,110.0,21.73913043478261
34,16,3,86.79861111111111,0.0,82.66666666666667,22.0,1.0,86.0,0.0,0.2047244094488189,1139.0,112.0,18.75
35,13,2,87.1875,4.0,84.0,6.0,0.0,87.0,0.0,0.2028985507246377,1162.0,117.0,15.384615384615385
36,15,1,87.19444444444444,6.0,83.0,3.0,0.0,87.0,0.0,0.2028985507246377,1160.0,118.0,6.666666666666667
37,15,3,88.27083333333333,1.0,86.33333333333333,22.0,0.0,88.0,0.0,0.2214285714285714,1162.0,121.0,20.0
38,19,3,88.59722222222223,1.0,85.0,16.0,1.0,88.0,0.0,0.2214285714285714,1158.0,121.0,15.789473684210526
39,23,4,89.09027777777777,2.0,83.0,5.0,0.0,89.0,0.0,0.2508591065292096,1171.0,129.0,17.391304347826086
40,17,3,89.09027777777777,1.0,87.0,5.0,1.0,89.0,0.0,0.2508591065292096,1177.0,130.0,17.647058823529413
41,16,1,89.15277777777777,0.0,83.0,25.0,0.0,89.0,0.0,0.2508591065292096,1178.0,132.0,6.25
42,17,4,89.375,1.0,87.0,22.0,0.0,89.0,0.0,0.2508591065292096,1177.0,129.0,23.52941176470588
43,16,3,89.375,1.0,85.44444444444444,22.0,1.0,89.0,0.0,0.2508591065292096,1178.0,130.0,18.75
44,12,0,89.46527777777777,4.0,83.0,8.0,0.0,89.0,0.0,0.2508591065292096,1182.0,133.0,0.0
45,22,4,89.52777777777777,7.0,86.0,7.0,0.0,89.0,0.0,0.2508591065292096,1172.0,129.0,18.181818181818183
46,12,2,89.53472222222223,0.0,86.0,12.0,1.0,89.0,0.0,0.2508591065292096,1182.0,131.0,16.666666666666664
47,13,0,90.29861111111111,7.0,85.0,1.0,0.0,90.0,0.0,0.2441471571906354,1185.0,135.0,0.0
48,27,3,91.02083333333331,0.0,86.0,10.0,0.0,91.0,0.0,0.2419354838709677,1189.0,136.0,11.11111111111111
49,9,1,91.0625,4.0,85.0,2.0,0.0,91.0,0.0,0.2419354838709677,1207.0,138.0,11.11111111111111
50,10,0,91.0625,6.0,88.0,2.0,1.0,91.0,0.0,0.2419354838709677,1206.0,139.0,0.0
51,16,2,91.31944444444444,0.0,85.0,13.0,0.0,91.0,0.0,0.2419354838709677,1200.0,137.0,12.5
52,12,0,91.46527777777776,7.0,88.125,2.0,0.0,91.0,0.0,0.2419354838709677,1204.0,139.0,0.0
53,16,0,91.53472222222224,2.0,86.0,28.0,0.0,91.0,0.0,0.2419354838709677,1200.0,139.0,0.0
54,18,4,91.59722222222224,0.0,86.0,21.0,0.0,91.0,0.0,0.2419354838709677,1198.0,135.0,22.22222222222222
55,18,2,91.60416666666669,0.0,87.58333333333333,21.0,2.0,91.0,0.0,0.2419354838709677,1198.0,137.0,11.11111111111111
56,19,2,91.60416666666669,0.0,91.34027777777776,21.0,2.0,91.0,0.0,0.2419354838709677,1197.0,137.0,10.526315789473683
57,17,0,91.92361111111111,12.0,84.0,3.0,0.0,91.0,0.0,0.2419354838709677,1199.0,139.0,0.0
58,16,0,92.46527777777776,0.0,86.0,19.0,0.0,92.0,0.0,0.2612903225806451,1200.0,147.0,0.0
59,13,1,92.67361111111111,7.0,85.0,1.0,0.0,92.0,0.0,0.2612903225806451,1203.0,146.0,7.6923076923076925
60,8,0,92.68055555555556,4.0,85.0,1.0,1.0,92.0,0.0,0.2612903225806451,1208.0,147.0,0.0
61,13,3,93.40277777777776,0.0,84.45833333333333,26.0,0.0,93.0,0.0,0.2695924764890282,1209.0,146.0,23.076923076923077
62,17,2,93.70138888888889,6.0,91.0,7.0,0.0,93.0,0.0,0.2695924764890282,1205.0,147.0,11.76470588235294
63,1,0,93.79166666666669,0.0,79.0,16.0,0.0,93.0,0.0,0.2695924764890282,1221.0,149.0,0.0
64,22,2,94.40277777777776,11.0,88.0,3.0,0.0,94.0,0.0,0.2634730538922156,1221.0,150.0,9.090909090909092
65,15,1,94.40277777777776,1.0,93.25,27.0,2.0,94.0,0.0,0.2634730538922156,1228.0,151.0,6.666666666666667
66,21,1,94.40972222222224,1.0,90.0,27.0,2.0,94.0,0.0,0.2634730538922156,1222.0,151.0,4.761904761904762
67,7,1,94.50694444444444,0.0,89.0,9.0,0.0,94.0,0.0,0.2634730538922156,1236.0,151.0,14.285714285714285
68,18,2,94.61111111111111,0.0,88.0,24.0,0.0,94.0,0.0,0.2634730538922156,1225.0,150.0,11.11111111111111
69,22,3,94.61111111111111,0.0,91.20833333333331,18.0,1.0,94.0,0.0,0.2634730538922156,1221.0,149.0,13.636363636363635
