,n_contacts_traced,n_pos_contacts,positivity_rate
0,2709.0,342.0,12.624584717607974
1,2088.0,260.0,12.452107279693486
2,2076.0,160.0,7.707129094412331
3,2962.0,341.0,11.51249155975692
4,2374.0,237.0,9.983150800336984
5,2578.0,307.0,11.90845616757176
6,2654.0,342.0,12.886209495101733
7,2281.0,213.0,9.33800964489259
8,2597.0,301.0,11.590296495956874
9,2378.0,229.0,9.629941126997476
10,2468.0,320.0,12.965964343598054
11,2336.0,245.0,10.488013698630137
12,2539.0,292.0,11.50059078377314
13,2238.0,238.0,10.63449508489723
14,2581.0,268.0,10.383572258814413
15,2874.0,294.0,10.22964509394572
16,2042.0,205.0,10.039177277179236
17,2830.0,324.0,11.448763250883392
18,2630.0,268.0,10.190114068441064
19,2494.0,294.0,11.788291900561347
20,2207.0,176.0,7.974626189397372
21,2625.0,378.0,14.4
22,2522.0,263.0,10.428231562252181
23,2371.0,243.0,10.248840151834669
24,2227.0,295.0,13.246519982038617
25,2378.0,239.0,10.050462573591252
26,2324.0,333.0,14.328743545611015
27,2305.0,325.0,14.099783080260304
28,2795.0,261.0,9.338103756708408
29,2773.0,358.0,12.91020555355211
30,1899.0,137.0,7.214323328067404
31,2650.0,255.0,9.622641509433961
32,2587.0,283.0,10.93931194433707
33,2902.0,300.0,10.337698139214336
34,2327.0,277.0,11.903738719381177
35,2088.0,215.0,10.296934865900383
36,2102.0,187.0,8.896289248334918
37,2429.0,308.0,12.680115273775217
38,2725.0,414.0,15.192660550458715
39,2308.0,244.0,10.571923743500866
40,2641.0,316.0,11.965164710336994
41,2030.0,242.0,11.921182266009852
42,3099.0,312.0,10.067763794772507
43,2954.0,372.0,12.593094109681788
44,2885.0,417.0,14.454072790294628
45,2322.0,179.0,7.708871662360035
46,2179.0,235.0,10.784763653051858
47,2536.0,314.0,12.381703470031546
48,2786.0,310.0,11.127063890882987
49,2890.0,316.0,10.934256055363322
50,2592.0,255.0,9.837962962962964
51,2583.0,317.0,12.272551296941542
52,2548.0,301.0,11.813186813186814
53,2782.0,279.0,10.028756290438533
54,2639.0,307.0,11.633194391815081
55,1991.0,169.0,8.488196885986941
56,2463.0,257.0,10.434429557450263
57,2633.0,314.0,11.925560197493354
58,2620.0,258.0,9.84732824427481
59,2453.0,252.0,10.273134936812067
60,2078.0,220.0,10.587102983638113
61,2472.0,260.0,10.517799352750808
62,2617.0,345.0,13.183034008406572
63,2725.0,316.0,11.596330275229358
64,2209.0,189.0,8.555907650520597
65,2208.0,236.0,10.68840579710145
66,2705.0,287.0,10.609981515711645
67,2180.0,221.0,10.137614678899082
68,2859.0,353.0,12.346974466596713
69,1767.0,154.0,8.715336728919072
70,2635.0,398.0,15.10436432637571
71,3108.0,405.0,13.03088803088803
72,2426.0,270.0,11.129431162407254
73,2382.0,201.0,8.438287153652393
74,2267.0,322.0,14.203793559770622
75,1905.0,128.0,6.7191601049868765
76,2599.0,256.0,9.849942285494421
77,3231.0,387.0,11.977715877437326
78,2394.0,276.0,11.528822055137844
79,2007.0,198.0,9.865470852017937
80,2210.0,228.0,10.316742081447964
81,3055.0,410.0,13.420621931260229
82,2153.0,211.0,9.800278680910358
83,2448.0,273.0,11.151960784313726
84,2052.0,158.0,7.699805068226121
85,2242.0,249.0,11.106155218554862
86,2392.0,250.0,10.451505016722408
87,2327.0,206.0,8.852599914052428
88,2519.0,224.0,8.89241762604208
89,2182.0,230.0,10.540788267644363
90,2344.0,267.0,11.390784982935154
91,2659.0,310.0,11.658518239939827
92,1858.0,153.0,8.234660925726589
93,2695.0,327.0,12.133580705009276
94,2176.0,178.0,8.180147058823529
95,2444.0,314.0,12.847790507364975
96,2552.0,300.0,11.755485893416928
97,2605.0,354.0,13.589251439539348
98,1999.0,208.0,10.405202601300651
99,2393.0,277.0,11.575428332636857
