,peak transmission
0,17.0
1,7.0
2,16.0
3,17.0
4,9.0
5,9.0
6,11.0
7,10.0
8,14.0
9,10.0
10,10.0
11,9.0
12,13.0
13,14.0
14,11.0
15,8.0
16,13.0
17,14.0
18,11.0
19,14.0
20,11.0
21,10.0
22,14.0
23,13.0
24,16.0
25,14.0
26,10.0
27,12.0
28,8.0
29,9.0
30,9.0
31,15.0
32,17.0
33,12.0
34,12.0
35,9.0
36,12.0
37,7.0
38,13.0
39,14.0
40,12.0
41,8.0
42,14.0
43,16.0
44,11.0
45,10.0
46,7.0
47,11.0
48,11.0
49,11.0
50,11.0
51,11.0
52,12.0
53,11.0
54,8.0
55,12.0
56,11.0
57,9.0
58,12.0
59,13.0
60,9.0
61,13.0
62,12.0
63,13.0
64,10.0
65,13.0
66,9.0
67,14.0
68,12.0
69,15.0
70,13.0
71,9.0
72,10.0
73,13.0
74,14.0
75,9.0
76,9.0
77,9.0
78,12.0
79,14.0
80,9.0
81,11.0
82,10.0
83,10.0
84,8.0
85,12.0
86,13.0
87,11.0
88,13.0
89,10.0
90,11.0
91,15.0
92,11.0
93,10.0
94,19.0
95,16.0
96,16.0
97,9.0
98,11.0
99,18.0
