,day,total_screened,positive_detected,prevalence,positivity_rate
0,63.0,870.0,0.0,0.0043478260869565,0.0
1,70.0,870.0,2.0,0.0422535211267605,0.22988505747126436
2,77.0,872.0,18.0,0.0775510204081632,2.064220183486239
3,84.0,887.0,32.0,0.1672473867595819,3.6076662908680945
4,91.0,891.0,47.0,0.2961783439490446,5.274971941638609
5,98.0,897.0,66.0,0.3271604938271605,7.357859531772576
6,105.0,917.0,43.0,0.2746268656716418,4.689203925845147
7,112.0,888.0,32.0,0.25,3.6036036036036037
8,119.0,890.0,24.0,0.1777003484320557,2.696629213483146
9,126.0,883.0,12.0,0.1133603238866396,1.3590033975084939
10,133.0,874.0,6.0,0.0708955223880597,0.6864988558352403
11,140.0,875.0,1.0,0.050632911392405,0.1142857142857143
12,147.0,870.0,3.0,0.0288065843621399,0.3448275862068966
13,154.0,873.0,3.0,0.0204081632653061,0.3436426116838488
14,161.0,871.0,1.0,0.008695652173913,0.1148105625717566
15,168.0,871.0,3.0,0.0045045045045045,0.3444316877152698
16,175.0,870.0,0.0,0.0045871559633027,0.0
17,182.0,870.0,0.0,0.0041493775933609,0.0
18,189.0,870.0,0.0,0.0,0.0
19,196.0,870.0,0.0,0.0,0.0
20,203.0,870.0,0.0,0.0,0.0
21,210.0,870.0,0.0,0.0042918454935622,0.0
22,217.0,870.0,1.0,0.0043290043290043,0.11494252873563218
23,224.0,870.0,1.0,0.0041666666666666,0.11494252873563218
24,231.0,871.0,0.0,0.0,0.0
25,238.0,870.0,0.0,0.0,0.0
26,63.0,870.0,0.0,0.0045454545454545,0.0
27,70.0,870.0,1.0,0.0045454545454545,0.11494252873563218
28,77.0,871.0,5.0,0.0575221238938053,0.5740528128587831
29,84.0,875.0,22.0,0.146551724137931,2.5142857142857142
30,91.0,886.0,38.0,0.2368421052631578,4.288939051918736
31,98.0,889.0,46.0,0.2802547770700637,5.174353205849269
32,105.0,900.0,29.0,0.2704626334519573,3.2222222222222223
33,112.0,884.0,11.0,0.1950207468879668,1.244343891402715
34,119.0,876.0,3.0,0.1165413533834586,0.3424657534246575
35,126.0,873.0,4.0,0.0610687022900763,0.45819014891179843
36,133.0,872.0,2.0,0.046692607003891,0.22935779816513763
37,140.0,872.0,4.0,0.0454545454545454,0.45871559633027525
38,147.0,873.0,5.0,0.0321285140562249,0.572737686139748
39,154.0,873.0,5.0,0.0226244343891402,0.572737686139748
40,161.0,872.0,0.0,0.0081632653061224,0.0
41,168.0,870.0,0.0,0.0042918454935622,0.0
42,175.0,870.0,0.0,0.0044247787610619,0.0
43,182.0,870.0,0.0,0.0,0.0
44,189.0,870.0,0.0,0.0,0.0
45,196.0,870.0,0.0,0.0043478260869565,0.0
46,203.0,870.0,1.0,0.0,0.11494252873563218
47,210.0,870.0,0.0,0.004524886877828,0.0
48,217.0,870.0,0.0,0.0041666666666666,0.0
49,224.0,870.0,0.0,0.0040983606557377,0.0
50,231.0,870.0,0.0,0.0,0.0
51,238.0,870.0,3.0,0.0,0.3448275862068966
52,63.0,870.0,0.0,0.0049261083743842,0.0
53,70.0,870.0,3.0,0.0088105726872246,0.3448275862068966
54,77.0,872.0,5.0,0.0398230088495575,0.573394495412844
55,84.0,874.0,15.0,0.1550387596899224,1.7162471395881007
56,91.0,882.0,36.0,0.2644927536231884,4.081632653061225
57,98.0,900.0,48.0,0.2836879432624113,5.333333333333334
58,105.0,899.0,35.0,0.2615894039735099,3.8932146829810903
59,112.0,891.0,39.0,0.2044609665427509,4.377104377104377
60,119.0,886.0,18.0,0.1115241635687732,2.0316027088036117
61,126.0,874.0,5.0,0.0811965811965812,0.5720823798627002
62,133.0,873.0,4.0,0.0427350427350427,0.45819014891179843
