,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,1.0
74,1.0
75,2.0
76,2.0
77,2.0
78,4.0
79,6.0
80,7.0
81,9.0
82,10.0
83,12.0
84,16.0
85,17.0
86,16.0
87,19.0
88,18.0
89,22.0
90,23.0
91,26.0
92,34.0
93,45.0
94,47.0
95,55.0
96,57.0
97,62.0
98,61.0
99,55.0
100,55.0
101,54.0
102,52.0
103,51.0
104,50.0
105,52.0
106,52.0
107,45.0
108,41.0
109,39.0
110,33.0
111,33.0
112,32.0
113,28.0
114,26.0
115,27.0
116,26.0
117,28.0
118,22.0
119,16.0
120,16.0
121,14.0
122,12.0
123,12.0
124,9.0
125,8.0
126,7.0
127,7.0
128,7.0
129,6.0
130,2.0
131,3.0
132,3.0
133,3.0
134,2.0
135,1.0
136,2.0
137,2.0
138,1.0
139,1.0
140,2.0
141,3.0
142,6.0
143,5.0
144,5.0
145,5.0
146,6.0
147,6.0
148,5.0
149,4.0
150,5.0
151,6.0
152,7.0
153,7.0
154,6.0
155,6.0
156,5.0
157,4.0
158,4.0
159,4.0
160,4.0
161,4.0
162,5.0
163,4.0
164,5.0
165,4.0
166,3.0
167,2.0
168,2.0
169,1.0
170,1.0
171,0.0
172,0.0
173,0.0
174,0.0
175,1.0
176,1.0
177,1.0
178,1.0
179,1.0
180,1.0
181,1.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,2.0
189,2.0
190,2.0
191,3.0
192,3.0
193,3.0
194,3.0
195,1.0
196,2.0
197,2.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,0.0
204,0.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,1.0
226,1.0
227,1.0
228,2.0
229,2.0
230,2.0
231,2.0
232,1.0
233,2.0
234,2.0
235,1.0
236,2.0
237,3.0
238,3.0
