exposed mean,exposed stdv,symptomatic mean,symptomatic stdv,asymptomatic mean,saymptomatic stdv
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.19,0.4191140246479062,0.0,0.0,0.07,0.2564323999762428
0.45,0.7833494518006403,0.0,0.0,0.17,0.40339468604243256
0.76,1.0456258094238748,0.0,0.0,0.29,0.5373898759633259
0.92,1.1518978630367742,0.03,0.1714466079977653,0.45,0.7159792333764037
1.3,1.534123643496623,0.05,0.21904291355759026,0.63,0.7996842811353426
1.82,1.7019299799244552,0.17,0.42770234150550657,0.86,0.9746276160149525
2.08,1.7847841733538945,0.41,0.6830561152391923,1.06,1.0713910527341488
2.54,1.8225301538290555,0.65,0.9031370691409835,1.31,1.2366049972371613
2.97,1.9251393757755868,0.89,1.1272116307978999,1.69,1.4120334216435473
3.72,2.2833609819162133,1.25,1.3055824196677337,2.11,1.5627934067954192
4.3,2.4597774392219,1.62,1.4197737762607026,2.61,1.6261437311453852
5.1,2.6495663834299417,2.03,1.6109160453141267,3.27,1.802663573603228
5.85,2.889811430008903,2.5,1.6966991126265962,3.86,2.040102988091582
6.58,2.8680757636189784,2.99,1.9462214102659996,4.63,2.1726258376220766
7.63,3.0671112984650093,3.59,2.099037778592752,5.4,2.4246211825330315
8.7,3.34995854037363,4.43,2.4832977422708855,6.28,2.6707544426489855
9.62,3.686667214641857,5.19,2.7031407097984554,7.08,2.8908773265518755
10.62,3.62867368707531,6.08,3.0140412147886173,7.96,2.998046502021413
11.9,3.7050334313299693,7.01,3.211390711674664,8.88,3.210714386034184
12.7,3.718639916459085,8.14,3.8297611814668944,9.91,3.3457194120007117
13.86,4.134164139377285,9.38,3.878925186963601,11.05,3.591164803579007
14.5,4.021407362070793,10.46,3.7883926924118088,12.34,4.018190959357033
15.64,4.1597396965957305,11.62,4.123791527909305,13.7,4.215172210915798
16.62,4.232581656004698,12.82,4.142365498020656,14.75,4.257791432044068
17.61,4.338912492337407,13.95,4.520156875797364,15.87,4.5829173364933515
18.36,4.28414978659003,15.13,4.753850114285358,16.93,4.658553553638856
18.87,4.580712749445144,16.52,4.72577287784012,17.49,4.558253697160435
19.75,4.73409084847515,17.48,4.755602756303094,18.37,4.749598600796374
19.53,4.75129966270793,18.82,5.095809329956599,19.02,4.869986414433584
19.29,5.053841423245602,19.91,5.128835101165711,19.6,4.954336943068623
18.81,4.663841135953726,21.2,5.132585541755183,20.22,5.038398013799084
17.93,4.045835868987752,22.26,5.209974892822267,20.42,5.081517310982831
17.36,4.600219581935215,22.94,5.188993791252459,20.4,5.278123327337649
16.65,4.610867706853127,22.93,5.187893833169914,20.53,5.21159352508492
16.22,4.14772665006222,23.12,5.097593014889924,20.21,5.240277192144043
15.49,4.093589469826542,22.9,5.368256869616228,19.48,5.010050504795941
15.44,3.934617150525845,22.2,5.651494841136629,19.26,4.86301232662317
15.12,3.9268050600708433,21.26,5.326927971745217,18.53,4.764038266645284
14.54,3.875382027437535,20.58,4.4883237968144085,18.01,4.558253697160435
13.89,3.9794801954856647,19.94,4.775399925078992,17.43,4.542181649979902
13.27,4.487592322001281,19.45,4.9713827517750495,16.62,4.227805983526613
12.53,4.44825467986824,18.83,4.385593955604456,16.04,3.9104108647702396
11.83,4.015261290666304,18.19,4.329123829519448,15.26,3.7728964304294754
11.29,4.115246350493798,17.9,4.224746720039539,14.65,3.950131055235427
10.76,3.733874419663599,17.47,4.125444573533007,13.93,3.7342396086145113
10.71,3.643993258595146,16.38,4.455798628095912,13.17,3.6154969481135204
10.34,3.5963505632428787,15.79,4.49982042290399,12.7,3.5943277423173194
9.57,3.493876316810845,15.14,4.754625605288459,12.2,3.6181361349331636
9.13,3.4892475528182993,14.48,4.875168994739847,11.8,3.4436297505083004
8.49,3.62509491342132,13.81,4.676817963383465,11.44,3.3824263599978175
7.72,3.405521363547108,13.24,4.632166846840654,10.87,3.347409672440993
7.25,3.036395390870064,12.55,4.149662271763447,10.32,3.2501126631598978
6.8,2.7888667551135855,12.28,3.853582879620083,9.61,2.94698956135706
6.39,2.7076211184750574,11.59,4.0802431102060375,9.17,2.8143032939438193
6.0,2.5741527977691274,10.86,3.992467655447941,8.75,2.9725172137194744
5.58,2.55516905289824,10.11,4.02992593360015,8.31,2.9702055841509036
5.15,2.3671787751531044,9.44,4.088219093142557,7.84,2.9257477676655586
4.85,2.392644452221741,8.69,3.786459127902047,7.47,2.948908375324775
4.36,2.2134574627478023,8.15,3.397488674437237,6.89,2.82447814076809
4.14,2.256393833379521,7.67,3.3,6.33,2.6133109151790452
3.94,2.277780241437446,7.17,3.152856649215922,5.92,2.4065567002493737
3.77,2.0143675850441913,6.71,2.934624371537217,5.48,2.3888630489558556
3.45,1.9866981897031308,6.35,2.92800825190646,5.04,2.3264834520205064
3.25,1.8822670620635353,5.83,2.719384214312223,4.68,2.1028119701528674
3.05,1.9403998338361903,5.49,2.676100736428872,4.45,1.9917760208346011
2.85,1.8333333333333335,5.13,2.4970892145565298,4.19,1.8839835294911522
2.79,1.689510119663225,4.72,2.4207854139105396,3.92,1.79043474208265
2.57,1.5651185129554757,4.49,2.2674463899534936,3.69,1.8405916923038033
2.69,1.773514458738224,4.14,2.1462676083062537,3.57,1.8762470600384775
2.31,1.82958294082934,3.94,2.2420228961066986,3.22,1.8123036292090915
2.46,1.9767333526489472,3.77,2.228624615489939,3.13,1.7846426799080803
2.48,2.00242277496461,3.53,2.042255635518747,3.04,1.7917882270249044
2.44,1.9191749068889796,3.33,1.9072164920309247,2.92,1.88925724275254
2.42,1.9025766685729069,3.23,1.958431654527302,2.96,1.989467214602894
2.48,1.8117461859830815,3.02,1.9121092061285663,2.79,1.9084871580189455
2.25,1.6899883449481556,3.06,1.9838743850752185,2.72,1.826184408801448
2.24,1.712225794606883,2.91,2.1181991589007105,2.68,1.8028036526757458
2.17,1.6271372890987896,2.99,2.3202882091967316,2.61,1.8361961119706582
2.15,1.6659089186544762,2.84,2.163610898755162,2.51,1.8006452266682722
2.12,1.5972198067614587,2.79,2.0660556281440874,2.47,1.7491989508620711
2.0,1.5699192541804385,2.7,1.898963034411309,2.43,1.7767010628315238
1.86,1.435621851676165,2.74,1.7501515085929855,2.4,1.699673171197595
1.85,1.5658927811380325,2.62,1.7739985081929204,2.3,1.5666989036012806
1.66,1.4440403475154442,2.62,1.7336829484241245,2.16,1.5421354733556383
1.64,1.4320995394556524,2.39,1.6199201875837632,2.15,1.4932508094081114
1.5,1.3743685418725535,2.51,1.7494299215758973,2.07,1.4231491613156841
1.53,1.3518038827336372,2.33,1.576692613022461,1.95,1.4864709750264078
1.43,1.335263754068571,2.28,1.633487933314118,1.84,1.4820133725319877
1.37,1.2685392856320685,2.22,1.5346502908322517,1.62,1.447952228689074
1.29,1.208513570674757,2.12,1.5845210855987593,1.57,1.3651876697866023
1.23,1.213185139135071,1.93,1.5325096601933244,1.52,1.3369647517697494
1.14,1.2310790208412925,1.96,1.5303000300000593,1.42,1.2727128426310392
1.06,1.2211933226615397,1.74,1.3604811982931224,1.34,1.1910440204231993
0.82,1.1315493981280889,1.8,1.3998556924183148,1.23,1.1178532817843132
0.75,1.0087996667707457,1.6,1.2792042981336627,1.13,1.1340015855189955
0.61,0.962897563176747,1.46,1.2506160098289179,1.06,1.0619212624657102
0.49,0.7719187689508435,1.37,1.2605514265550213,1.03,1.039181884897437
0.4,0.6816498108607268,1.3,1.2593087730412211,0.91,0.9438262980061961
0.38,0.7075352009660442,1.1,1.1236664374387368,0.83,0.8995509541943241
0.3,0.643538199442282,1.02,1.1368928060838686,0.76,0.9002805398902337
0.25,0.5924610544247622,0.81,1.0511657790041944,0.7,0.8468599159080072
0.18,0.41145221993924064,0.8,1.0444659357341872,0.72,0.8885352832020513
0.19,0.3942772444036625,0.64,0.9694317819207187,0.66,0.912538915733062
0.17,0.40339468604243256,0.53,0.8097262288308102,0.58,0.8187203614806646
0.13,0.36666666666666664,0.45,0.7961396760860395,0.52,0.8224133002108102
0.09,0.32082595426382343,0.45,0.7961396760860395,0.42,0.6989169110021939
0.06,0.238683256575942,0.37,0.7057484028184605,0.39,0.6800920912091629
0.08,0.27265992434429076,0.3,0.611340636419152,0.36,0.6593538312222618
0.11,0.31446603773522014,0.2,0.4264014327112209,0.36,0.6593538312222618
0.12,0.3561863092100634,0.18,0.43531017619043716,0.3,0.611340636419152
0.19,0.4191140246479062,0.15,0.38599209705627263,0.27,0.5659532050470519
0.25,0.5388914922357194,0.13,0.36666666666666664,0.23,0.44619604333847374
0.3,0.5412294272573257,0.1,0.3333333333333333,0.26,0.4631905164675271
0.39,0.6339709708805221,0.08,0.2726599243442907,0.29,0.49838121792844314
0.36,0.5949280577846316,0.15,0.3588702812826367,0.3,0.502518907629606
0.38,0.5993262210114948,0.21,0.45604802157206864,0.29,0.47768380565162366
0.41,0.6046119049072352,0.24,0.49482166974424724,0.31,0.5448565745851718
0.41,0.6371495868001454,0.3,0.5412294272573257,0.33,0.5695115752497348
0.35,0.575159178669767,0.37,0.6138963160572694,0.34,0.5724305789148302
0.36,0.5949280577846316,0.41,0.6830561152391923,0.32,0.5663992238766581
0.36,0.5949280577846316,0.49,0.7587203474644434,0.37,0.6138963160572694
0.35,0.6092717958449424,0.5,0.7316785737969477,0.4,0.6816498108607268
0.34,0.6066966359563963,0.49,0.7452882297839846,0.4,0.6816498108607268
0.36,0.5949280577846316,0.52,0.7314024165597862,0.44,0.7152028743756219
0.37,0.6138963160572694,0.5,0.7177405625652734,0.43,0.7142842712828137
0.42,0.6693883835866948,0.47,0.7028800779936817,0.45,0.7436600722307896
0.46,0.7577211981602561,0.46,0.6730002176294543,0.43,0.7420283421851624
0.41,0.6830561152391923,0.44,0.640706680552849,0.41,0.668104510060841
0.4,0.7106690545187014,0.42,0.6060303022726895,0.41,0.668104510060841
0.38,0.735533888417183,0.47,0.744745906095807,0.47,0.744745906095807
0.38,0.6783819132332615,0.49,0.7452882297839846,0.46,0.7442710487042968
0.4,0.6963106238227914,0.53,0.834302466771258,0.43,0.6854181058288289
0.4,0.6666666666666666,0.51,0.8225975119502044,0.43,0.685418105828829
0.44,0.700937323384289,0.48,0.7974707492814994,0.43,0.685418105828829
0.5,0.7316785737969477,0.47,0.7713951678941897,0.47,0.731057073315377
0.48,0.7174590404667537,0.51,0.8102250591438446,0.45,0.7299508769967216
0.43,0.6705191716841208,0.51,0.8468002757856818,0.41,0.6830561152391923
0.43,0.7818005635787948,0.5,0.7849596270902193,0.4,0.6356417261637282
0.42,0.7936617603859909,0.46,0.7709367252527501,0.38,0.6321360293449183
0.44,0.7429126408395486,0.47,0.731057073315377,0.39,0.633970970880522
0.48,0.7585206228927039,0.51,0.7316095442601369,0.38,0.6321360293449183
0.49,0.7316095442601369,0.52,0.7717224601860151,0.38,0.6783819132332614
0.47,0.6883591968139773,0.51,0.7587203474644434,0.37,0.6614187383758849
0.47,0.7028800779936818,0.46,0.7166138105949073,0.35,0.6415731927193979
0.49,0.7587203474644433,0.47,0.8097262288308102,0.37,0.6614187383758849
0.5,0.7587869106393281,0.51,0.9044781965756874,0.41,0.668104510060841
0.45,0.7017294652672372,0.6,0.8761716542303611,0.41,0.668104510060841
0.52,0.834605090186764,0.6,0.8989331499509894,0.4,0.5860327153276883
0.59,0.9221735413706253,0.56,0.8565847148632607,0.44,0.5915226030330456
0.65,0.9987365756167877,0.57,0.8675403521602107,0.5,0.674199862463242
0.7,0.9374368665610919,0.66,0.9451631252505217,0.49,0.6589707309451794
0.83,1.0055904341291841,0.66,0.9014018263378728,0.52,0.6587407638361195
0.87,0.9811866655877834,0.67,0.865208563634144,0.57,0.7142842712828137
0.93,1.0469291313458642,0.64,0.9158536339327801,0.59,0.7666666666666667
1.01,1.1502744512208005,0.66,0.9971677062277108,0.67,0.8047209190618557
1.01,1.2185021439240373,0.86,1.082645469265545,0.74,0.8362977576162329
1.06,1.3090207613079916,0.9,1.0588730430094637,0.79,0.8909760848857751
1.16,1.308248887450378,0.95,1.0480862791225007,0.88,0.9669278643981126
1.18,1.2421877084524318,1.0,1.0917505172516255,0.94,0.9931075602685876
1.12,1.2735062551154517,1.13,1.236278220460038,0.95,1.0480862791225007
1.01,1.1502744512208003,1.21,1.2656694639277635,0.98,1.0915654591068515
0.98,1.1632417260102532,1.3,1.2350111437766564,1.02,1.1007802558717938
0.96,1.109372376935297,1.27,1.3092908096532352,1.05,1.131504763712036
0.97,1.0584436831041273,1.31,1.4333333333333336,1.06,1.1354703559727701
0.98,1.1279730636514473,1.27,1.420307265091863,1.0,1.1009637651263606
0.91,1.0550025132815102,1.28,1.371278250539999,1.01,1.1054959123041623
0.78,0.8713161993168262,1.3,1.3065491598369756,1.03,1.067944310582275
0.82,0.9143082609052571,1.22,1.2994171187439576,1.0,1.0540925533894598
0.95,1.0384039812533599,1.15,1.2663077641455704,1.05,1.0576799462440747
1.02,1.1007802558717936,1.09,1.2068407709655182,1.06,1.0329911456884358
1.05,1.1492202011394816,1.04,1.1002295444610868,1.04,1.0436919705032368
