,susceptible_mean,exposed_mean,mild_mean,severe_mean,recovered_mean,asymptomatic_mean,symptomatic_mean,susceptible_ci_lower,exposed_ci_lower,mild_ci_lower,severe_ci_lower,recovered_ci_lower,asymptomatic_ci_lower,symptomatic_ci_lower,susceptible_ci_upper,exposed_ci_upper,mild_ci_upper,severe_ci_upper,recovered_ci_upper,asymptomatic_ci_upper,symptomatic_ci_upper
0,216.73,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,230.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
1,217.12,0.0,0.0,0.0,0.0,0.0,0.0,200.95,0.0,0.0,0.0,0.0,0.0,0.0,240.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2,218.38,0.0,0.0,0.0,0.0,0.0,0.0,193.9,0.0,0.0,0.0,0.0,0.0,0.0,247.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
3,219.26,0.0,0.0,0.0,0.0,0.0,0.0,191.95,0.0,0.0,0.0,0.0,0.0,0.0,245.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
4,221.38,0.0,0.0,0.0,0.0,0.0,0.0,191.375,0.0,0.0,0.0,0.0,0.0,0.0,250.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
5,222.79,0.0,0.0,0.0,0.0,0.0,0.0,200.475,0.0,0.0,0.0,0.0,0.0,0.0,253.62499999999994,0.0,0.0,0.0,0.0,0.0,0.0
6,224.89,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0
7,227.94,0.0,0.0,0.0,0.0,0.0,0.0,202.475,0.0,0.0,0.0,0.0,0.0,0.0,258.575,0.0,0.0,0.0,0.0,0.0,0.0
8,228.41,0.0,0.0,0.0,0.0,0.0,0.0,199.375,0.0,0.0,0.0,0.0,0.0,0.0,261.525,0.0,0.0,0.0,0.0,0.0,0.0
9,227.96,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,259.525,0.0,0.0,0.0,0.0,0.0,0.0
10,228.02,0.0,0.0,0.0,0.0,0.0,0.0,202.475,0.0,0.0,0.0,0.0,0.0,0.0,251.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
11,229.75,0.0,0.0,0.0,0.0,0.0,0.0,203.95,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0
12,230.36,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,252.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
13,230.84,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,254.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
14,230.82,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,255.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
15,231.07,0.0,0.0,0.0,0.0,0.0,0.0,205.95,0.0,0.0,0.0,0.0,0.0,0.0,254.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
16,232.46,0.0,0.0,0.0,0.0,0.0,0.0,207.95,0.0,0.0,0.0,0.0,0.0,0.0,257.525,0.0,0.0,0.0,0.0,0.0,0.0
17,233.71,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0
18,234.34,0.0,0.0,0.0,0.0,0.0,0.0,205.375,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
19,235.6,0.0,0.0,0.0,0.0,0.0,0.0,213.475,0.0,0.0,0.0,0.0,0.0,0.0,260.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
20,235.43,0.0,0.0,0.0,0.0,0.0,0.0,205.475,0.0,0.0,0.0,0.0,0.0,0.0,264.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
21,235.55,0.0,0.0,0.0,0.0,0.0,0.0,203.375,0.0,0.0,0.0,0.0,0.0,0.0,260.575,0.0,0.0,0.0,0.0,0.0,0.0
22,235.61,0.0,0.0,0.0,0.0,0.0,0.0,206.375,0.0,0.0,0.0,0.0,0.0,0.0,264.575,0.0,0.0,0.0,0.0,0.0,0.0
23,235.07,0.0,0.0,0.0,0.0,0.0,0.0,207.9,0.0,0.0,0.0,0.0,0.0,0.0,267.7249999999999,0.0,0.0,0.0,0.0,0.0,0.0
24,234.3,0.0,0.0,0.0,0.0,0.0,0.0,204.95,0.0,0.0,0.0,0.0,0.0,0.0,264.15,0.0,0.0,0.0,0.0,0.0,0.0
25,234.74,0.0,0.0,0.0,0.0,0.0,0.0,205.475,0.0,0.0,0.0,0.0,0.0,0.0,261.15,0.0,0.0,0.0,0.0,0.0,0.0
26,234.0,0.0,0.0,0.0,0.0,0.0,0.0,208.95,0.0,0.0,0.0,0.0,0.0,0.0,254.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
27,235.3,0.0,0.0,0.0,0.0,0.0,0.0,207.375,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0
28,235.21,0.0,0.0,0.0,0.0,0.0,0.0,214.475,0.0,0.0,0.0,0.0,0.0,0.0,259.525,0.0,0.0,0.0,0.0,0.0,0.0
29,233.9,0.0,0.0,0.0,0.0,0.0,0.0,209.475,0.0,0.0,0.0,0.0,0.0,0.0,258.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
30,234.02,0.0,0.0,0.0,0.0,0.0,0.0,205.375,0.0,0.0,0.0,0.0,0.0,0.0,259.575,0.0,0.0,0.0,0.0,0.0,0.0
31,233.49,0.0,0.0,0.0,0.0,0.0,0.0,205.9,0.0,0.0,0.0,0.0,0.0,0.0,266.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
32,233.75,0.0,0.0,0.0,0.0,0.0,0.0,206.375,0.0,0.0,0.0,0.0,0.0,0.0,265.62499999999994,0.0,0.0,0.0,0.0,0.0,0.0
33,233.85,0.0,0.0,0.0,0.0,0.0,0.0,203.475,0.0,0.0,0.0,0.0,0.0,0.0,263.525,0.0,0.0,0.0,0.0,0.0,0.0
34,234.79,0.0,0.0,0.0,0.0,0.0,0.0,207.325,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0
35,234.23,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,263.19999999999993,0.0,0.0,0.0,0.0,0.0,0.0
36,234.49,0.0,0.0,0.0,0.0,0.0,0.0,205.475,0.0,0.0,0.0,0.0,0.0,0.0,263.525,0.0,0.0,0.0,0.0,0.0,0.0
37,235.2,0.0,0.0,0.0,0.0,0.0,0.0,206.95,0.0,0.0,0.0,0.0,0.0,0.0,263.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
38,234.48,0.0,0.0,0.0,0.0,0.0,0.0,207.95,0.0,0.0,0.0,0.0,0.0,0.0,256.525,0.0,0.0,0.0,0.0,0.0,0.0
39,234.31,0.0,0.0,0.0,0.0,0.0,0.0,209.9,0.0,0.0,0.0,0.0,0.0,0.0,256.525,0.0,0.0,0.0,0.0,0.0,0.0
40,234.35,0.0,0.0,0.0,0.0,0.0,0.0,209.95,0.0,0.0,0.0,0.0,0.0,0.0,263.575,0.0,0.0,0.0,0.0,0.0,0.0
41,232.85,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0
42,234.64,0.0,0.0,0.0,0.0,0.0,0.0,208.475,0.0,0.0,0.0,0.0,0.0,0.0,260.525,0.0,0.0,0.0,0.0,0.0,0.0
43,235.49,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,268.525,0.0,0.0,0.0,0.0,0.0,0.0
44,234.57,0.0,0.0,0.0,0.0,0.0,0.0,203.8,0.0,0.0,0.0,0.0,0.0,0.0,261.525,0.0,0.0,0.0,0.0,0.0,0.0
45,235.96,0.0,0.0,0.0,0.0,0.0,0.0,208.425,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
46,235.73,0.0,0.0,0.0,0.0,0.0,0.0,206.375,0.0,0.0,0.0,0.0,0.0,0.0,265.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
