,peak transmission
0,11.0
1,13.0
2,9.0
3,12.0
4,13.0
5,14.0
6,17.0
7,10.0
8,13.0
9,11.0
10,10.0
11,14.0
12,18.0
13,9.0
14,10.0
15,12.0
16,18.0
17,11.0
18,11.0
19,15.0
20,13.0
21,12.0
22,18.0
23,9.0
24,13.0
25,11.0
26,12.0
27,19.0
28,16.0
29,15.0
30,8.0
31,12.0
32,10.0
33,10.0
34,11.0
35,14.0
36,11.0
37,10.0
38,11.0
39,16.0
40,14.0
41,14.0
42,8.0
43,14.0
44,13.0
45,12.0
46,15.0
47,10.0
48,11.0
49,16.0
50,19.0
51,11.0
52,19.0
53,15.0
54,9.0
55,9.0
56,13.0
57,11.0
58,11.0
59,12.0
60,12.0
61,12.0
62,18.0
63,11.0
64,10.0
65,7.0
66,12.0
67,12.0
68,18.0
69,12.0
70,14.0
71,18.0
72,13.0
73,13.0
74,12.0
75,9.0
76,9.0
77,12.0
78,10.0
79,15.0
80,14.0
81,17.0
82,9.0
83,13.0
84,13.0
85,14.0
86,15.0
87,8.0
88,12.0
89,18.0
90,14.0
91,13.0
92,14.0
93,13.0
94,20.0
95,13.0
96,18.0
97,16.0
98,16.0
99,15.0
