,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,0,,0,0
1,1,,1,0
2,1,,1,0
3,0,,0,0
4,0,,0,0
5,1,,1,0
6,1,,0,1
7,2,,2,0
8,,0,0,0
9,2,,1,1
10,0,,0,0
11,,1,0,1
12,,0,0,0
13,0,,0,0
14,1,,0,1
15,,1,1,0
16,0,,0,0
17,1,,0,1
18,2,,1,1
19,0,,0,0
20,0,,0,0
21,2,,1,1
22,0,,0,0
23,3,,1,2
24,0,,0,0
25,2,,0,2
26,,0,0,0
27,,1,0,1
28,2,,2,0
29,0,,0,0
30,0,,0,0
31,0,,0,0
32,0,,0,0
33,1,,0,1
34,0,,0,0
35,0,,0,0
36,2,,1,1
37,1,,1,0
38,0,,0,0
39,,0,0,0
40,,0,0,0
41,0,,0,0
42,0,,0,0
43,,0,0,0
44,0,,0,0
45,,1,0,1
46,0,,0,0
47,0,,0,0
48,1,,1,0
49,1,,1,0
50,0,,0,0
51,2,,1,1
52,3,,1,2
53,0,,0,0
54,1,,1,0
55,1,,1,0
56,2,,2,0
57,3,,2,1
58,1,,0,1
59,1,,0,1
60,0,,0,0
61,2,,2,0
62,0,,0,0
63,0,,0,0
64,,0,0,0
65,,0,0,0
66,0,,0,0
67,1,,1,0
68,,0,0,0
69,,0,0,0
70,,0,0,0
71,0,,0,0
72,2,,2,0
73,0,,0,0
74,0,,0,0
75,,1,1,0
76,2,,2,0
77,0,,0,0
78,0,,0,0
79,1,,0,1
80,0,,0,0
81,4,,4,0
82,,0,0,0
83,1,,1,0
84,1,,1,0
85,,0,0,0
86,2,,1,1
87,0,,0,0
88,,1,0,1
89,1,,0,1
90,,0,0,0
91,1,,1,0
92,0,,0,0
93,,0,0,0
94,3,,1,2
95,2,,0,2
96,0,,0,0
97,,0,0,0
98,,0,0,0
99,1,,1,0
100,3,,2,1
101,0,,0,0
102,0,,0,0
103,0,,0,0
104,0,,0,0
105,0,,0,0
106,,3,3,0
107,,1,1,0
108,,0,0,0
109,2,,0,2
110,2,,2,0
111,0,,0,0
112,2,,0,2
113,1,,1,0
114,0,,0,0
115,0,,0,0
116,,1,0,1
117,,1,1,0
118,5,,5,0
119,,0,0,0
120,0,,0,0
121,0,,0,0
122,0,,0,0
123,1,,0,1
124,1,,0,1
125,1,,1,0
126,0,,0,0
127,1,,1,0
128,1,,0,1
129,1,,0,1
130,0,,0,0
131,0,,0,0
132,1,,0,1
133,0,,0,0
134,0,,0,0
135,,0,0,0
136,,0,0,0
137,0,,0,0
138,1,,0,1
139,1,,0,1
140,1,,0,1
141,,1,0,1
142,2,,2,0
143,0,,0,0
144,0,,0,0
145,0,,0,0
146,0,,0,0
147,,0,0,0
148,0,,0,0
149,2,,2,0
150,0,,0,0
151,,0,0,0
152,2,,2,0
153,,0,0,0
154,1,,1,0
155,0,,0,0
156,0,,0,0
157,1,,0,1
158,,0,0,0
159,,1,0,1
160,,0,0,0
161,1,,1,0
162,1,,0,1
163,0,,0,0
164,0,,0,0
165,0,,0,0
166,0,,0,0
167,3,,3,0
168,1,,1,0
169,0,,0,0
170,0,,0,0
171,0,,0,0
172,,0,0,0
173,1,,0,1
174,,0,0,0
175,0,,0,0
176,,0,0,0
177,2,,1,1
178,0,,0,0
179,0,,0,0
180,,0,0,0
181,3,,2,1
182,1,,1,0
183,0,,0,0
184,1,,0,1
185,,0,0,0
186,0,,0,0
187,1,,0,1
188,0,,0,0
189,0,,0,0
190,,2,2,0
191,0,,0,0
192,1,,0,1
193,2,,2,0
194,3,,2,1
195,2,,1,1
196,0,,0,0
197,3,,2,1
198,,1,0,1
199,,0,0,0
200,2,,1,1
201,,0,0,0
202,0,,0,0
203,0,,0,0
204,0,,0,0
205,0,,0,0
206,1,,1,0
207,,1,0,1
208,,0,0,0
209,,0,0,0
210,0,,0,0
211,,0,0,0
212,0,,0,0
213,,1,1,0
214,,1,1,0
215,0,,0,0
216,,0,0,0
217,5,,4,1
218,0,,0,0
219,,0,0,0
220,0,,0,0
221,0,,0,0
222,,0,0,0
223,1,,1,0
224,,2,2,0
225,,0,0,0
226,,0,0,0
227,0,,0,0
228,,0,0,0
229,3,,1,2
230,,1,1,0
231,4,,4,0
232,2,,2,0
233,,0,0,0
234,0,,0,0
235,,0,0,0
236,0,,0,0
237,0,,0,0
238,0,,0,0
239,,0,0,0
240,4,,4,0
241,1,,1,0
242,,1,1,0
243,1,,1,0
244,,0,0,0
245,0,,0,0
