,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,1.0
61,1.0
62,4.0
63,5.0
64,5.0
65,5.0
66,6.0
67,8.0
68,8.0
69,8.0
70,8.0
71,9.0
72,10.0
73,10.0
74,14.0
75,19.0
76,22.0
77,20.0
78,20.0
79,21.0
80,24.0
81,23.0
82,25.0
83,26.0
84,25.0
85,28.0
86,28.0
87,25.0
88,30.0
89,29.0
90,26.0
91,26.0
92,27.0
93,30.0
94,28.0
95,27.0
96,26.0
97,26.0
98,26.0
99,20.0
100,19.0
101,19.0
102,17.0
103,16.0
104,15.0
105,16.0
106,16.0
107,16.0
108,17.0
109,16.0
110,17.0
111,17.0
112,16.0
113,13.0
114,10.0
115,13.0
116,15.0
117,19.0
118,19.0
119,17.0
120,16.0
121,18.0
122,18.0
123,17.0
124,16.0
125,16.0
126,15.0
127,15.0
128,15.0
129,11.0
130,9.0
131,9.0
132,8.0
133,6.0
134,7.0
135,8.0
136,9.0
137,9.0
138,9.0
139,9.0
140,7.0
141,7.0
142,6.0
143,6.0
144,4.0
145,4.0
146,4.0
147,4.0
148,3.0
149,2.0
150,1.0
151,1.0
152,0.0
153,0.0
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,1.0
166,1.0
167,1.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,1.0
198,1.0
199,2.0
200,2.0
201,2.0
202,3.0
203,3.0
204,3.0
205,4.0
206,5.0
207,5.0
208,5.0
209,4.0
210,4.0
211,3.0
212,3.0
213,3.0
214,3.0
215,4.0
216,5.0
217,6.0
218,6.0
219,5.0
220,4.0
221,4.0
222,4.0
223,4.0
224,4.0
225,4.0
226,3.0
227,2.0
228,1.0
229,1.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
