,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,0,,0,0
1,0,,0,0
2,0,,0,0
3,1,,0,1
4,0,,0,0
5,,1,1,0
6,,1,1,0
7,3,,3,0
8,0,,0,0
9,3,,3,0
10,0,,0,0
11,0,,0,0
12,1,,1,0
13,,0,0,0
14,2,,2,0
15,0,,0,0
16,,0,0,0
17,0,,0,0
18,2,,1,1
19,,0,0,0
20,0,,0,0
21,0,,0,0
22,,1,0,1
23,1,,1,0
24,0,,0,0
25,0,,0,0
26,,1,1,0
27,1,,0,1
28,1,,1,0
29,2,,2,0
30,,0,0,0
31,,0,0,0
32,,0,0,0
33,0,,0,0
34,,3,3,0
35,,1,1,0
36,0,,0,0
37,,0,0,0
38,0,,0,0
39,1,,1,0
40,,0,0,0
41,3,,2,1
42,1,,0,1
43,,1,1,0
44,0,,0,0
45,0,,0,0
46,,0,0,0
47,1,,1,0
48,3,,3,0
49,0,,0,0
50,0,,0,0
51,0,,0,0
52,1,,0,1
53,0,,0,0
54,0,,0,0
55,2,,2,0
56,5,,5,0
57,,0,0,0
58,,0,0,0
59,0,,0,0
60,,0,0,0
61,2,,2,0
62,1,,1,0
63,1,,0,1
64,0,,0,0
65,,0,0,0
66,0,,0,0
67,1,,1,0
68,3,,3,0
69,,0,0,0
70,,0,0,0
71,,2,2,0
72,,0,0,0
73,0,,0,0
74,2,,2,0
75,0,,0,0
76,2,,1,1
77,,0,0,0
78,,0,0,0
79,,0,0,0
80,0,,0,0
81,0,,0,0
82,1,,1,0
83,,0,0,0
84,,0,0,0
85,3,,3,0
86,0,,0,0
87,,1,1,0
88,0,,0,0
89,,0,0,0
90,0,,0,0
91,3,,3,0
92,,0,0,0
93,2,,2,0
94,0,,0,0
95,0,,0,0
96,,0,0,0
97,2,,2,0
98,2,,2,0
99,,1,1,0
100,0,,0,0
101,1,,1,0
102,,1,1,0
103,0,,0,0
104,0,,0,0
105,0,,0,0
106,1,,1,0
107,,0,0,0
108,1,,1,0
109,,1,0,1
110,0,,0,0
111,,1,1,0
112,0,,0,0
113,2,,2,0
114,2,,1,1
115,,0,0,0
116,2,,1,1
117,0,,0,0
118,,0,0,0
119,1,,1,0
120,,0,0,0
121,0,,0,0
122,0,,0,0
123,,0,0,0
124,0,,0,0
125,0,,0,0
126,3,,3,0
127,2,,2,0
128,2,,2,0
129,,0,0,0
130,0,,0,0
131,,0,0,0
132,,0,0,0
133,0,,0,0
134,0,,0,0
135,1,,1,0
136,,0,0,0
137,,1,0,1
138,2,,2,0
139,0,,0,0
140,1,,0,1
141,0,,0,0
142,,1,1,0
143,,0,0,0
144,1,,0,1
145,1,,1,0
146,0,,0,0
147,0,,0,0
148,,0,0,0
149,1,,1,0
150,,2,1,1
151,1,,1,0
152,0,,0,0
153,2,,2,0
154,2,,1,1
155,1,,1,0
156,2,,2,0
157,0,,0,0
158,0,,0,0
159,,3,3,0
160,3,,3,0
161,1,,1,0
162,0,,0,0
163,1,,1,0
164,,0,0,0
165,0,,0,0
166,0,,0,0
167,0,,0,0
168,0,,0,0
169,4,,2,2
170,,2,2,0
171,,0,0,0
172,1,,1,0
173,0,,0,0
174,,0,0,0
175,1,,0,1
176,0,,0,0
177,0,,0,0
178,0,,0,0
179,0,,0,0
180,0,,0,0
181,0,,0,0
182,1,,1,0
183,,0,0,0
184,3,,3,0
185,,0,0,0
186,0,,0,0
187,2,,2,0
188,0,,0,0
189,0,,0,0
190,,0,0,0
191,0,,0,0
192,,0,0,0
193,,1,1,0
194,0,,0,0
195,0,,0,0
196,0,,0,0
197,0,,0,0
198,1,,1,0
199,0,,0,0
200,0,,0,0
201,,0,0,0
202,2,,0,2
203,0,,0,0
204,3,,2,1
205,0,,0,0
206,,0,0,0
207,0,,0,0
208,1,,1,0
209,,0,0,0
210,,1,1,0
211,,0,0,0
212,,0,0,0
213,2,,2,0
214,2,,1,1
215,,0,0,0
216,0,,0,0
217,,0,0,0
218,0,,0,0
219,0,,0,0
220,0,,0,0
221,0,,0,0
222,0,,0,0
223,2,,2,0
224,,0,0,0
225,1,,1,0
226,,1,1,0
227,0,,0,0
228,0,,0,0
229,,0,0,0
230,0,,0,0
231,0,,0,0
232,1,,1,0
233,,0,0,0
234,,1,0,1
235,,0,0,0
236,1,,1,0
237,0,,0,0
238,,0,0,0
239,0,,0,0
240,1,,1,0
241,2,,2,0
242,3,,3,0
243,1,,1,0
244,0,,0,0
245,0,,0,0
246,,1,1,0
247,1,,1,0
