,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,1.0
76,2.0
77,2.0
78,3.0
79,6.0
80,7.0
81,9.0
82,12.0
83,12.0
84,14.0
85,15.0
86,18.0
87,20.0
88,25.0
89,26.0
90,27.0
91,31.0
92,33.0
93,35.0
94,35.0
95,35.0
96,33.0
97,37.0
98,35.0
99,33.0
100,31.0
101,25.0
102,21.0
103,21.0
104,22.0
105,22.0
106,25.0
107,25.0
108,24.0
109,23.0
110,22.0
111,18.0
112,17.0
113,17.0
114,15.0
115,12.0
116,10.0
117,8.0
118,8.0
119,8.0
120,7.0
121,6.0
122,6.0
123,6.0
124,7.0
125,8.0
126,8.0
127,8.0
128,9.0
129,13.0
130,16.0
131,14.0
132,15.0
133,14.0
134,16.0
135,13.0
136,13.0
137,13.0
138,14.0
139,16.0
140,15.0
141,17.0
142,15.0
143,14.0
144,12.0
145,13.0
146,14.0
147,15.0
148,14.0
149,14.0
150,12.0
151,13.0
152,14.0
153,10.0
154,11.0
155,9.0
156,9.0
157,7.0
158,7.0
159,8.0
160,6.0
161,7.0
162,7.0
163,7.0
164,7.0
165,8.0
166,9.0
167,9.0
168,9.0
169,9.0
170,8.0
171,8.0
172,8.0
173,6.0
174,4.0
175,4.0
176,4.0
177,2.0
178,2.0
179,1.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,1.0
197,3.0
198,4.0
199,5.0
200,5.0
201,6.0
202,6.0
203,6.0
204,6.0
205,6.0
206,6.0
207,6.0
208,5.0
209,4.0
210,4.0
211,2.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,1.0
237,1.0
238,1.0
