,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,1.0,1.0,1.0
62,1.0,1.0,1.0
63,1.0,1.0,1.0
64,1.02,1.0,1.0
65,1.03,1.0,1.5249999999999915
66,1.04,1.0,2.0
67,1.03,1.0,1.5249999999999915
68,1.04,1.0,2.0
69,1.1,1.0,2.0
70,1.13,1.0,2.0
71,1.14,1.0,2.0
72,1.16,1.0,2.0
73,1.14,1.0,2.0
74,1.21,1.0,2.5249999999999915
75,1.26,1.0,3.0
76,1.28,1.0,3.0
77,6.32,6.0,8.0
78,7.34,7.0,9.0
79,11.46,11.0,13.0
80,14.47,14.0,16.0
81,17.47,17.0,19.52499999999999
82,18.49,18.0,21.0
83,24.52,24.0,26.52499999999999
84,28.57,28.0,30.52499999999999
85,33.69,33.0,36.0
86,38.75,38.0,41.0
87,45.78,45.0,48.0
88,51.89,51.0,54.0
89,60.0,59.0,62.0
90,60.09,59.0,62.0
91,66.12,65.0,69.0
92,73.12,72.0,77.0
93,77.18,76.0,81.0
94,84.16,83.0,87.52499999999999
95,85.27,84.0,89.0
96,80.27,79.0,83.52499999999999
97,76.29,75.0,79.52499999999999
98,74.32,73.0,76.0
99,73.37,72.0,75.52499999999999
100,75.38,74.0,78.0
101,74.4,73.0,77.0
102,70.27,69.0,73.0
103,62.21,61.0,65.0
104,63.21,62.0,65.52499999999999
105,62.13,61.0,64.0
106,62.1,61.0,64.0
107,62.05,61.0,64.0
108,59.99,59.0,62.0
109,56.99,56.0,59.0
110,53.93,53.0,56.0
111,52.96,52.0,55.0
112,52.99,52.0,55.52499999999999
113,45.92,45.0,48.0
114,40.89,40.0,42.0
115,38.84,38.0,40.0
116,38.74,38.0,40.0
117,34.73,34.0,37.0
118,35.65,35.0,37.0
119,34.62,34.0,36.0
120,34.65,34.0,36.0
121,32.68,32.0,34.0
122,31.68,31.0,33.0
123,29.65,29.0,31.0
124,27.66,27.0,29.0
125,25.6,25.0,27.0
126,25.57,25.0,27.0
127,22.58,22.0,24.0
128,19.57,19.0,21.0
129,18.52,18.0,20.0
130,17.52,17.0,19.0
131,16.52,16.0,18.0
132,16.52,16.0,18.0
133,16.55,16.0,18.0
134,15.51,15.0,17.0
135,15.47,15.0,17.0
136,15.42,15.0,17.0
137,15.38,15.0,17.0
138,15.38,15.0,17.0
139,14.37,14.0,16.0
140,14.34,14.0,15.524999999999991
141,14.34,14.0,15.524999999999991
142,11.33,11.0,12.524999999999991
143,10.32,10.0,12.0
144,11.35,11.0,13.0
145,11.37,11.0,13.0
146,10.37,10.0,12.0
147,10.38,10.0,12.0
148,11.37,11.0,13.0
149,11.34,11.0,13.0
150,10.3,10.0,12.0
151,9.27,9.0,10.0
152,9.27,9.0,10.0
153,8.25,8.0,9.0
154,8.26,8.0,9.0
155,8.24,8.0,9.0
156,8.24,8.0,9.0
157,8.25,8.0,9.0
158,8.25,8.0,9.524999999999991
159,7.24,7.0,8.524999999999991
160,6.21,6.0,7.5249999999999915
161,6.19,6.0,7.0
162,6.18,6.0,7.0
163,6.18,6.0,7.5249999999999915
164,6.17,6.0,7.5249999999999915
165,5.16,5.0,6.5249999999999915
166,5.16,5.0,6.5249999999999915
167,5.14,5.0,6.0
168,4.13,4.0,5.0
169,4.11,4.0,5.0
170,4.11,4.0,5.0
171,4.11,4.0,5.0
172,4.1,4.0,5.0
173,4.08,4.0,5.0
174,4.08,4.0,5.0
175,4.08,4.0,5.0
176,4.07,4.0,5.0
177,4.07,4.0,5.0
178,4.07,4.0,5.0
179,4.06,4.0,5.0
180,4.05,4.0,5.0
181,4.05,4.0,5.0
182,4.07,4.0,5.0
183,4.07,4.0,5.0
184,4.08,4.0,5.0
185,4.08,4.0,5.0
186,4.07,4.0,5.0
187,4.07,4.0,5.0
188,4.07,4.0,5.0
189,4.07,4.0,5.0
190,4.06,4.0,5.0
191,4.06,4.0,5.0
192,4.05,4.0,5.0
193,4.04,4.0,5.0
194,4.05,4.0,5.0
195,4.05,4.0,5.0
196,4.04,4.0,5.0
197,4.04,4.0,5.0
198,4.05,4.0,5.0
199,4.05,4.0,5.0
