,peak transmission
0,3.0
1,2.0
2,3.0
3,3.0
4,4.0
5,4.0
6,3.0
7,2.0
8,5.0
9,2.0
10,3.0
11,2.0
12,2.0
13,1.0
14,5.0
15,2.0
16,3.0
17,3.0
18,5.0
19,3.0
20,3.0
21,5.0
22,3.0
23,5.0
24,3.0
25,2.0
26,4.0
27,3.0
28,2.0
29,2.0
30,3.0
31,3.0
32,4.0
33,4.0
34,2.0
35,2.0
36,3.0
37,2.0
38,3.0
39,5.0
40,2.0
41,2.0
42,3.0
43,3.0
44,2.0
45,3.0
46,1.0
47,2.0
48,4.0
49,5.0
50,4.0
51,2.0
52,4.0
53,3.0
54,4.0
55,3.0
56,3.0
57,2.0
58,3.0
59,2.0
60,4.0
61,2.0
62,3.0
63,4.0
64,2.0
65,3.0
66,2.0
67,3.0
68,5.0
69,3.0
70,2.0
71,2.0
72,6.0
73,3.0
74,3.0
75,3.0
76,3.0
77,1.0
78,3.0
79,3.0
80,3.0
81,2.0
82,3.0
83,2.0
84,3.0
85,1.0
86,3.0
87,2.0
88,3.0
89,5.0
90,4.0
91,3.0
92,3.0
93,2.0
94,3.0
95,2.0
96,4.0
97,6.0
98,2.0
99,4.0
